Name,Team,Age,Position,Apps,Minutes,Total Goals,Total Assists,Yellow cards,Red cards,Shots per game,Pass success percentage,Aerials won per game,Man of the match,Rating
Achraf Hakimi,PSG,24," D(LR),M(R)  ",16(5),1506,4,3,5,0,0.7,89.4,0.3,0,7.04
Yehvann Diouf,Reims,23, GK  ,19,1710,0,0,2,0,0,74.2,0.4,2,7.04
Adam Ounas,Lille,26," AM(CLR),FW  ",9(4),787,1,1,1,0,1.6,79.7,0.4,1,7.04
Malo Gusto,Lyon,19," D(R),M(R)  ",17,1448,0,1,1,0,0.4,85.2,0.5,1,7.03
Jean-Ricner Bellegarde,Strasbourg,24, M(CLR)  ,19,1594,1,5,3,0,1.1,80.6,0.7,3,7.03
Amine Gouiri,Rennes,23," AM(L),FW  ",19(2),1597,9,1,2,0,2.3,81,0.8,0,7.02
Nabil Bentaleb,Angers,28, M(C)  ,21(1),1816,3,3,2,1,1.2,84.6,1,4,7.02
Nicolás Tagliafico,Lyon,30," D(CL),M(L)  ",24,2139,1,3,4,0,0.7,87,1.2,1,7.01
Marco Verratti,PSG,30, M(C)  ,18(1),1434,0,0,8,1,0.2,92.8,0.5,0,7.01
Jonathan Clauss,Marseille,30," D(R),M(LR)  ",20(2),1629,1,8,1,0,1.5,76,0.2,2,7.01
Seko Fofana,Lens,27, M(C)  ,23(1),2106,3,4,2,0,2.5,89.1,0.6,2,7.01
Terem Moffi,Lorient,23," AM(R),FW  ",17(1),1398,12,0,1,0,1.9,75.9,0.7,1,7.01
Rafael Ratão,Toulouse,27, AM(LR)  ,19(1),1348,5,2,1,0,1.1,75.9,0.4,1,7.01
Sofiane Boufal,Angers,29," AM(CLR),FW  ",9(4),838,4,3,1,1,1.8,81.1,0.1,3,7.01
Caio Henrique,Monaco,25," D(L),M(CL)  ",21(2),1939,1,7,3,0,0.4,80.7,0.3,1,7.00
Gianluigi Donnarumma,PSG,24, GK  ,26,2340,0,0,2,0,0,82.3,0.3,2,7.00
Nuno Mendes,PSG,20," D(L),M(L)  ",13(4),1096,1,3,2,0,0.4,85.7,0.4,0,7.00
Ludovic Blas,Nantes,25," M(CLR),FW  ",21(4),1944,6,1,2,0,2.9,85.4,0.4,1,7.00
Alexis Sánchez,Marseille,34," M(CLR),FW  ",20(3),1737,9,1,2,0,2,78.2,1.2,4,7.00
Azor Matusiwa,Reims,24, DMC  ,19(1),1672,0,0,3,0,0.3,85.9,1.2,0,6.99
Franck Honorat,Brest,26," M(LR),FW  ",21(2),1820,4,3,1,0,1.4,73.7,0.5,3,6.99
Nuno Tavares,Marseille,23," D(L),M(L)  ",18(4),1758,6,0,4,1,2.3,80.7,0.9,1,6.99
Junya Ito,Reims,30," AM(LR),FW  ",22(1),1878,5,5,2,1,1.3,70.6,0.5,3,6.98
Kevin Danso,Lens,24, D(C)  ,26,2340,1,1,6,0,0.6,90.5,2.6,2,6.98
Breel Embolo,Monaco,26," AM(CR),FW  ",18(8),1636,12,2,2,0,1.4,69.4,1.1,1,6.98
Yunis Abdelhamid,Reims,35, D(C)  ,26,2340,1,1,3,0,0.8,82.4,2.2,1,6.97
Youcef Belaïli,AC Ajaccio,30, AM(L)  ,12(2),961,6,3,1,0,2,76.5,0.4,2,6.97
Jonathan Bamba,Lille,26," AM(CLR),FW  ",20(2),1799,5,4,4,0,2.1,83.7,0.8,1,6.96
Przemyslaw Frankowski,Lens,27, M(CLR)  ,20(6),1876,2,2,1,0,0.8,82.5,0.4,2,6.96
Dante,Nice,39, D(C)  ,25,2250,1,2,4,0,0.5,89.9,1.8,0,6.96
Valentin Rongier,Marseille,28," D(R),M(C)  ",23(2),2044,1,0,5,0,0.5,88.5,1.2,0,6.96
Benjamin Bourigeaud,Rennes,29, M(CLR)  ,25,2040,3,5,2,1,1.6,79.3,0.3,2,6.94
Baptiste Santamaría,Rennes,28, DMC  ,13(1),1129,1,0,2,0,0.9,85.5,2.6,1,6.94
Maxence Caqueret,Lyon,23, DMC  ,21(3),1830,1,5,2,0,0.8,86.4,0.5,1,6.93
Marshall Munetsi,Reims,26," D(C),M(C)  ",19(3),1672,5,2,4,0,1.9,75,1.6,0,6.93
Youssouf Fofana,Monaco,24, DMC  ,24(1),2111,1,1,1,1,1.2,82.2,0.8,0,6.93
Habib Diallo,Strasbourg,27," AM(R),FW  ",21(5),1896,13,0,2,0,2,69.7,3,4,6.93
Folarin Balogun,Reims,21, FW  ,22(3),1953,15,1,3,0,3,69.4,0.4,3,6.92
Tetê,Lyon,23, AM(R)  ,14(3),1114,6,2,3,0,1.8,81.7,0.2,2,6.92
Nicolas Pépé,Nice,27," AM(LR),FW  ",14(2),1259,6,0,2,0,2.6,80.9,0.4,1,6.92
Pau López,Marseille,28, GK  ,22,1980,0,1,3,0,0,77.3,0.3,0,6.92
Karl Toko Ekambi,Lyon,30," AM(LR),FW  ",15(4),1357,4,2,1,0,2.2,82.3,0.8,2,6.91
Neto Borges,Clermont Foot,26," D(L),M(L)  ",23,1984,2,0,1,1,0.8,79.1,1,2,6.91
Rayan Cherki,Lyon,19, AM(CR)  ,11(12),1018,3,4,2,0,1.6,80.5,0.1,2,6.91
Axel Disasi,Monaco,24, D(C)  ,25(1),2250,2,3,2,0,0.6,84.3,2.4,1,6.91
Alexis Flips,Reims,23, M(CLR)  ,18(3),1278,2,5,2,1,1.6,68.5,0.4,1,6.91
Chancel Mbemba,Marseille,28," D(CLR),DMC  ",24(1),2108,3,0,2,0,0.9,85.3,1.8,1,6.91
Mohamed Camara,Monaco,23, DMC  ,17(2),1478,0,2,4,1,1,88.4,0.6,0,6.90
Khéphren Thuram,Nice,21, DMC  ,21(5),1845,2,4,2,0,1,86.6,0.5,0,6.90
Edon Zhegrova,Lille,23, AM(R)  ,8(7),721,1,3,1,0,1.9,82.9,0,1,6.90
Rony Lopes,Troyes,27," AM(CLR),FW  ",20(2),1572,4,5,2,0,1.9,74.8,0.5,0,6.90
Kasper Schmeichel,Nice,36, GK  ,24,2160,0,0,0,0,0,73.8,0.1,2,6.90
Jordan Lotomba,Nice,24," D(LR),M(R)  ",21(4),1911,0,2,4,0,0.3,84.2,0.7,2,6.89
Hicham Boudaoui,Nice,23, M(CR)  ,12(4),1033,0,1,3,0,0.6,87.9,0.4,0,6.88
Florian Tardieu,Troyes,30, M(C)  ,11(3),1009,3,0,2,0,0.9,90.4,0.5,0,6.87
Ismaily,Lille,33, D(L)  ,17(1),1452,2,1,0,0,0.7,80.5,1.6,0,6.86
Stijn Spierings,Toulouse,26, M(C)  ,26,2340,2,0,2,0,0.7,85.7,0.7,0,6.86
Guillermo Maripán,Monaco,28, D(C)  ,17(1),1486,3,0,0,1,0.7,87.2,1.9,1,6.85
Emmanuel Agbadou,Reims,25," D(C),DMC  ",19(1),1690,0,2,2,2,0.8,85.5,1.8,1,6.85
Vanderson,Monaco,21," D(R),M(R)  ",14(6),1300,0,3,1,1,0.7,82.1,0.8,1,6.85
Romain Del Castillo,Brest,26," AM(LR),FW  ",9(6),797,4,3,2,0,1.6,69.8,0.5,2,6.85
Youcef Atal,Nice,26," D(R),M(R)  ",7(6),636,1,0,1,0,0.7,83.8,0.5,1,6.85
Alexander Djiku,Strasbourg,28," D(CR),DMC  ",23,1979,1,2,4,0,0.5,81.1,2.8,0,6.84
Adrien Truffert,Rennes,21," D(L),M(L)  ",22(4),1883,0,6,2,0,0.4,80.5,1.3,1,6.84
Rasmus Nicolaisen,Toulouse,25, D(C)  ,25,2187,0,2,3,1,0.4,83.2,3.2,1,6.84
Jordan Veretout,Marseille,30, M(C)  ,19(7),1784,3,2,2,0,0.7,87.8,0.4,2,6.83
Hamari Traoré,Rennes,31," D(R),M(R)  ",18(1),1633,1,2,4,0,0.9,87.5,1.2,0,6.83
Rominigue Kouamé,Troyes,26, DMC  ,21,1797,1,1,4,0,0.9,88.7,0.4,1,6.83
Gédéon Kalulu,Lorient,25, D(R)  ,22,1980,0,3,4,0,0.4,80.6,1,1,6.82
Krépin Diatta,Monaco,24," M(CLR),FW  ",17(5),1594,2,2,3,0,1.5,80.5,1.4,0,6.82
Sead Kolasinac,Marseille,29," D(CL),DMC,M(L)  ",16(6),1338,4,1,2,0,0.7,84.8,0.7,2,6.82
Samuel Gigot,Marseille,29, D(C)  ,16(1),1278,2,2,2,2,0.5,87.8,1.8,2,6.81
Jonathan Gradit,Lens,30, D(CR)  ,21,1756,1,2,5,0,0.2,90.8,1.5,0,6.81
Jean-Clair Todibo,Nice,23, D(C)  ,24,2032,0,0,2,2,0.3,88.4,1,1,6.81
Alban Lafont,Nantes,24, GK  ,25,2250,0,0,0,1,0,63.1,0.3,3,6.81
Alidu Seidu,Clermont Foot,22, D(CR)  ,20,1755,0,0,6,0,0.3,87.3,0.7,0,6.80
Mory Diaw,Clermont Foot,29, GK  ,26,2340,0,0,0,0,0,65.9,0.2,3,6.80
Pierre Lees-Melou,Brest,29, M(CLR)  ,21,1783,3,1,6,1,1.3,83.6,0.6,0,6.80
Vito Mannone,Lorient,35, GK  ,12(1),1157,0,0,0,0,0,69.9,0.1,1,6.80
Cengiz Ünder,Marseille,25, M(CLR)  ,17(8),1486,2,4,3,0,1.8,77.4,0.4,2,6.79
Aaron Ramsey,Nice,32, M(CLR)  ,13(7),1129,1,1,2,0,0.9,87,0.2,1,6.79
Mama Baldé,Troyes,27," D(R),M(CLR),FW  ",22(1),1840,10,3,3,2,2.5,69.8,1.3,3,6.79
Désiré Doué,Rennes,17, AM(C)  ,9(11),934,3,1,4,0,1,82.7,0.5,1,6.79
Danilo Pereira,PSG,31," D(C),DMC  ",15(6),1364,2,0,2,0,0.7,93.8,1,0,6.79
Jean-Charles Castelletto,Nantes,28, D(C)  ,20(2),1669,0,0,2,0,0.3,83.6,2.3,0,6.77
Laurent Abergel,Lorient,30, DMC  ,17(1),1379,0,1,3,0,0.3,87.5,0.2,0,6.77
Fabián Ruiz,PSG,26, M(CL)  ,14(3),1199,1,1,0,0,0.8,91.7,0.2,0,6.77
Nordi Mukiele,PSG,25," D(CR),M(R)  ",12(7),1133,0,3,0,0,0.6,88.4,1.1,1,6.76
Salis Abdul Samed,Lens,22, DMC  ,24,2158,1,0,4,0,0.5,92.2,0.4,0,6.76
Quentin Merlin,Nantes,20," D(L),M(L)  ",15(1),1270,0,1,1,0,0.8,79.9,0.7,0,6.74
Brice Samba,Lens,28, GK  ,26,2340,0,0,1,0,0,75.2,0.3,1,6.74
Corentin Tolisso,Lyon,28," D(R),M(CR)  ",15(4),1159,0,1,1,0,0.6,89,1.1,0,6.74
Deiver Machado,Lens,29, M(L)  ,19(4),1646,3,1,3,1,0.5,85,0.5,2,6.74
Johan Gastien,Clermont Foot,35, DMC  ,18(1),1589,2,2,5,0,0.6,84,0.4,1,6.74
Maxime Dupé,Toulouse,30, GK  ,26,2340,0,0,1,0,0,75.2,0.2,1,6.74
Sergio Ramos,PSG,36, D(CR)  ,21(2),1809,0,1,3,1,0.4,95,1.4,0,6.74
Sinaly Diomandé,Lyon,21, D(C)  ,14(1),1231,0,0,0,1,0.4,85.3,2.5,0,6.74
Gideon Mensah,Auxerre,24," D(L),M(L)  ",17,1517,0,0,5,0,0.1,79.2,1.1,2,6.74
Leonardo Balerdi,Marseille,24, D(C)  ,23(3),2038,0,1,5,0,0.2,84.8,1.7,0,6.73
Facundo Medina,Lens,23, D(CL)  ,23,1974,1,3,5,0,0.5,90.6,1,1,6.73
Azzedine Ounahi,Angers,22, AM(CR)  ,13(2),1137,0,0,1,0,1.5,88.3,0.3,0,6.72
Marquinhos,PSG,28," D(CR),DMC  ",22(2),1990,2,0,2,0,0.5,95.4,1,0,6.72
Christopher Jullien,Montpellier,29, D(C)  ,20,1796,0,1,3,0,0.7,84.6,3,0,6.72
Johann Lepenant,Lyon,20, DMC  ,15(6),1416,1,1,2,0,0.7,89.6,0.7,0,6.72
Saîf-Eddine Khaoui,Clermont Foot,27, AM(CR)  ,18(6),1603,3,3,4,0,1.3,74.6,0.3,1,6.71
Mario Lemina,Nice,29, DMC  ,11(3),844,0,0,1,1,0.4,90,0.4,0,6.71
Flavien Tait,Rennes,30, M(CLR)  ,16(7),1386,2,2,2,0,0.8,85.9,0.2,1,6.71
Melvin Bard,Nice,22," D(L),M(L)  ",17(4),1588,0,0,4,0,0.2,80.7,0.9,0,6.70
Julien Laporte,Lorient,29, D(C)  ,18,1543,0,0,1,0,0.3,85.1,1.7,0,6.70
Thiago Mendes,Lyon,30," D(CR),M(CR)  ",18(4),1600,1,1,2,0,0.5,86.1,1.3,0,6.70
Alexander Nübel,Monaco,26, GK  ,26,2340,0,0,2,0,0,71.1,0.2,1,6.70
Hamza Sakhi,Auxerre,26, AM(C)  ,18(5),1592,1,2,1,0,1.2,86.4,0.3,2,6.69
Montassar Talbi,Lorient,24, D(C)  ,26,2340,1,1,0,0,0.2,89.7,2.1,0,6.69
Tiago Djaló,Lille,22, D(CLR)  ,24(1),2022,2,0,7,0,0.6,93.1,1.1,2,6.69
Arnaud Kalimuendo,Rennes,21, FW  ,16(3),1254,6,2,0,0,1.6,83.3,0.6,1,6.69
Steve Mandanda,Rennes,37, GK  ,24,2116,0,1,1,0,0,68.8,0.2,1,6.69
Moses Simon,Nantes,27," M(CLR),FW  ",20(2),1695,5,3,3,0,1.1,73.7,0.3,1,6.69
Sofiane Diop,Nice,22, AM(CLR)  ,12(6),1010,1,4,1,0,1.1,83,0.3,0,6.69
Lucas Chevalier,Lille,21, GK  ,20,1800,0,0,0,0,0,74.5,0.1,0,6.69
Andy Delort,Nice,31," AM(R),FW  ",9(5),781,6,1,0,0,1.9,64.8,2,1,6.68
Thijs Dallinga,Toulouse,22, FW  ,19(6),1496,9,1,4,0,1.4,68.4,1.7,1,6.68
Mikkel Desler,Toulouse,28, D(R)  ,18(1),1567,0,2,2,1,0.4,85.7,0.7,0,6.68
Angel Gomes,Lille,22," M(CL),FW  ",24(1),1978,2,4,5,0,1.4,87.4,0.2,1,6.68
Jubal,Auxerre,29, D(C)  ,23(2),2136,2,1,4,0,0.4,84.1,1.9,2,6.68
Marco Bizot,Brest,32, GK  ,25,2250,0,0,4,0,0,66.9,0.2,1,6.68
Jonas Omlin,Montpellier,29, GK  ,14,1168,0,0,1,1,0,65.1,0.2,0,6.68
Faitout Maouassa,Montpellier,24," D(L),M(LR)  ",18(6),1491,3,5,0,0,1,69.4,0.3,0,6.67
Juan Bernat,PSG,30," D(L),M(CL)  ",11(8),1065,1,3,1,0,0.4,93.4,0.2,0,6.67
David Costa,Lens,22, AM(CL)  ,16(8),1317,1,3,2,0,1,86.1,0.1,0,6.67
Zakaria Aboukhlal,Toulouse,23, AM(LR)  ,21(5),1836,6,5,3,0,2.2,73.1,0.3,1,6.66
Vitinha,PSG,23, M(C)  ,20(4),1646,0,1,2,0,0.8,92.4,0.2,0,6.66
Nicolas Pallois,Nantes,35, D(C)  ,17,1440,0,0,1,1,0.2,84.2,1.3,1,6.66
Anthony Rouault,Toulouse,21, D(C)  ,26,2333,2,0,2,0,0.5,86,2.7,2,6.66
Mounaïm El Idrissy,AC Ajaccio,24, FW  ,21(2),1776,5,0,8,0,1.9,70.8,3.4,2,6.66
Kevin Gameiro,Strasbourg,35, FW  ,20(4),1736,7,0,0,1,1.6,79.8,0.5,1,6.66
Vincent Le Goff,Lorient,33," D(L),M(L)  ",25,2250,0,0,1,0,0.5,83.2,0.8,0,6.66
Mattéo Guendouzi,Marseille,23, M(C)  ,19(5),1619,1,3,2,0,1,88.6,0.8,0,6.66
Castello Lukeba,Lyon,20, D(C)  ,22(1),1996,1,0,5,0,0.3,90,0.9,0,6.66
Yvon Mvogo,Lorient,28, GK  ,14,1183,0,0,0,0,0,69.6,0.2,0,6.65
Farès Chaïbi,Toulouse,20, AM(L)  ,17(7),1601,4,4,2,0,1.6,75.8,0.9,0,6.65
Issiaga Sylla,Toulouse,29," D(LR),M(L)  ",16(1),1376,0,0,3,0,0.5,78.8,0.7,1,6.65
Jackson Porozo,Troyes,22, D(C)  ,16(3),1472,2,0,3,0,1,82.1,2.3,1,6.64
Xavier Chavalerin,Troyes,32," DMC,M(L)  ",18(6),1710,2,2,3,0,0.8,84.1,0.5,0,6.64
Jens Cajuste,Reims,23, DMC  ,8(12),955,3,1,5,1,1,80.4,0.5,0,6.64
Nuno da Costa,Auxerre,32," AM(LR),FW  ",14(7),1290,3,2,3,1,1.3,69,1.4,3,6.63
Arthur Theate,Rennes,22, D(C)  ,25,2243,2,0,3,0,0.6,90.3,2,0,6.63
Jérémy Le Douaron,Brest,24," AM(L),FW  ",14(7),1273,6,2,1,0,1.7,71.8,2.2,2,6.63
Loïs Openda,Lens,23, FW  ,17(9),1530,9,1,1,0,2.3,71.2,0.3,2,6.62
Bafodé Diakité,Lille,22, D(CR)  ,22(2),1965,2,0,5,0,0.5,88.3,1.2,0,6.62
Lilian Brassier,Brest,23, D(CL)  ,23(1),2014,0,0,4,0,0.5,77,1.3,0,6.61
Mohamed Youssouf,AC Ajaccio,34, D(R)  ,19(2),1744,0,0,4,0,0.1,75.9,1.7,0,6.61
Anthony Lopes,Lyon,32, GK  ,22,1917,0,0,1,1,0,74.3,0,0,6.61
Elye Wahi,Montpellier,20," AM(L),FW  ",20(2),1733,9,1,5,1,1.7,69.5,0.6,1,6.61
Bradley Barcola,Lyon,20, Forward  ,6(10),595,2,1,1,0,1,72.1,0.6,2,6.61
Mathias Autret,Auxerre,32, M(CLR)  ,16(4),1272,2,2,0,0,1.2,81.4,0.3,0,6.61
André Gomes,Lille,29, M(CLR)  ,11(7),1029,1,2,4,0,0.6,86.6,0.6,0,6.61
Jérémy Doku,Rennes,20, AM(LR)  ,5(14),593,1,0,0,0,0.7,83.8,0.1,1,6.61
Mostafa Mohamed,Nantes,25, FW  ,13(13),1337,5,2,0,0,1.3,61.3,2.2,0,6.60
Wahbi Khazri,Montpellier,32," M(CLR),FW  ",12(6),1052,4,1,3,1,1.3,75.1,0.4,0,6.59
Bradley Locko,Reims,20," D(L),M(L)  ",13(2),1060,0,0,3,1,0.3,81,0.8,0,6.58
Ignatius Ganago,Nantes,24," AM(LR),FW  ",11(8),1054,4,3,0,0,1.2,66.7,2,0,6.58
Brecht Dejaegere,Toulouse,31, AM(C)  ,20(2),1483,4,1,5,0,1,80,0.3,0,6.58
Matz Sels,Strasbourg,31, GK  ,26,2340,0,0,2,0,0,64.3,0.2,2,6.58
Mateusz Wieteska,Clermont Foot,26, D(C)  ,25,2250,0,1,5,0,0.4,82.2,1.9,1,6.57
Maxime Le Marchand,Strasbourg,33, D(CL)  ,18(3),1568,0,0,4,1,0.3,79.2,2,0,6.57
Joe Rodon,Rennes,25, D(C)  ,14,1238,1,0,2,1,0.5,89.6,2.8,1,6.57
Brendan Chardonnet,Brest,28, D(C)  ,17(2),1576,0,0,5,0,0.4,81.8,2.8,0,6.57
Kamory Doumbia,Reims,20, AM(C)  ,11(9),913,2,2,0,0,1.1,81.8,0.4,0,6.57
Dimitri Payet,Marseille,35," M(CLR),FW  ",8(11),706,2,3,0,0,1.2,78.1,0.1,0,6.56
Yohann Magnin,Clermont Foot,25, DMC  ,21(5),1929,0,0,5,0,0.5,84.5,0.8,0,6.56
Joris Chotard,Montpellier,21, DMC  ,16(7),1533,0,2,4,0,0.3,80.2,0.3,0,6.56
Maximiliano Caufriez,Clermont Foot,26, D(CR)  ,16,1388,0,0,6,1,0.4,89,0.9,0,6.56
Vincent Marchetti,AC Ajaccio,25, M(C)  ,22(1),1843,0,1,5,0,1.4,80.8,0.1,0,6.56
Ludovic Ajorque,Strasbourg,29, FW  ,9(4),772,1,0,1,0,1.8,70.6,3.8,0,6.56
Himad Abdelli,Angers,23, M(CL)  ,12(6),1106,0,0,1,0,0.6,82.1,0.7,0,6.56
Maxime Estève,Montpellier,20, D(C)  ,15(4),1362,0,0,3,0,0.2,80.7,1.3,2,6.56
Andreaw Gravillon,Reims,25, D(CR)  ,12(1),1040,0,0,3,0,0.6,76,1.1,0,6.56
José Fonte,Lille,39, D(C)  ,21(1),1783,1,0,5,0,0.5,90,2,1,6.56
Timothy Weah,Lille,23," D(L),M(LR),FW  ",10(7),1001,0,2,1,0,1.1,85.3,0.5,0,6.55
Hugo Ekitike,PSG,20, FW  ,8(9),781,3,3,0,0,1.2,83.2,0.4,0,6.55
Hugo Magnetti,Brest,24, DMC  ,13(9),1224,0,2,0,0,0.6,83.9,0.3,0,6.55
Nicolas Cozza,Montpellier,24, D(CL)  ,14(3),1275,2,1,3,0,0.4,73.4,1.2,0,6.55
Pedro Chirivella,Nantes,25, DMC  ,21(1),1792,0,1,1,0,0.6,86.3,0.3,0,6.54
Massadio Haïdara,Lens,30," D(CL),M(L)  ",13(11),1191,0,0,3,0,0.3,87.8,1.3,0,6.54
Dimitri Liénard,Strasbourg,35," D(L),M(CL)  ",16(5),1326,0,0,3,0,0.6,77.3,0.8,0,6.53
Lovro Majer,Rennes,25, AM(CR)  ,11(10),978,1,3,2,0,1,84.1,0.1,0,6.53
Arnaud Nordin,Montpellier,24," AM(CLR),FW  ",18(6),1433,4,2,2,0,1.4,78.6,0.5,0,6.53
Yan Valery,Angers,24," D(CR),M(R)  ",18,1458,0,0,1,0,0.4,74.3,1.3,0,6.52
Mahdi Camara,Brest,24," D(CR),DMC  ",17(3),1391,0,0,2,1,0.8,84.3,0.6,0,6.52
Abdu Conté,Troyes,24," D(L),M(L)  ",11(3),999,1,2,1,0,0.3,80.2,0.9,0,6.52
Noah Fadiga,Brest,23, D(R)  ,13(3),1028,1,0,2,0,0.6,79.5,0.3,1,6.52
Ismaël Doukouré,Strasbourg,19, D(C)  ,15(2),1382,1,1,5,0,0.4,81.9,1.1,0,6.51
Jordan Ferri,Montpellier,30, M(C)  ,22(1),1859,0,2,4,0,0.3,86.6,0.5,0,6.51
Renaud Ripart,Troyes,29," D(R),M(CLR),FW  ",12(11),1131,3,1,3,0,1.4,71,1.9,0,6.51
Elbasan Rashani,Clermont Foot,29, AM(CLR)  ,17(5),1449,3,1,2,0,1,78.1,0.6,0,6.51
Wesley Saïd,Lens,27," AM(CLR),FW  ",6(11),595,5,0,2,0,1.4,83.1,0.2,0,6.51
Pape Gueye,Marseille,24, DMC  ,4(10),486,1,1,1,0,0.6,84.8,0.8,0,6.51
Ronaël Pierre-Gabriel,Strasbourg,24," D(CLR),M(R)  ",7(7),653,0,1,3,0,0.2,80.8,0.6,0,6.50
Stéphane Diarra,Lorient,24, AM(R)  ,13(10),973,1,0,1,0,0.8,74.6,0.2,1,6.50
Evann Guessand,Nantes,21," AM(R),FW  ",12(13),1026,2,2,2,0,0.7,72.2,1,1,6.50
Birama Touré,Auxerre,30, DMC  ,26,2326,0,0,3,0,0.7,81.5,1.7,0,6.49
Renato Sanches,PSG,25, M(CR)  ,3(11),417,2,0,0,0,0.4,92.6,0.2,0,6.49
Théo Le Bris,Lorient,20, M(L)  ,11(8),1035,2,1,0,0,0.5,80.3,0.5,0,6.49
Carlos Soler,PSG,26, M(CLR)  ,9(8),764,2,2,0,0,0.4,87.1,0.1,1,6.48
Issa Kaboré,Marseille,21," D(R),M(R)  ",5(8),582,1,0,1,0,0.5,81.4,0.1,0,6.48
Sanjin Prcic,Strasbourg,29, M(C)  ,17(6),1480,1,1,2,1,1,85.3,0.7,0,6.48
Samuel Moutoussamy,Nantes,26, M(CL)  ,17(6),1488,0,2,5,0,0.7,86.8,0.7,0,6.48
Jean-Kévin Duverne,Brest,25, D(CLR)  ,16(6),1564,0,0,1,0,0.1,74.4,1,0,6.48
Yoann Cathline,Lorient,20, AM(L)  ,7(6),705,1,1,0,0,1.7,71.8,0.2,0,6.48
Komnen Andric,Clermont Foot,27, FW  ,15(11),1306,4,3,3,0,1.1,75.5,1.7,0,6.47
Alexis Claude-Maurice,Lens,24, AM(CL)  ,4(9),445,2,2,0,0,0.7,86.1,0.2,0,6.47
Julien Ponceau,Lorient,22, AM(C)  ,16(7),1344,1,4,1,0,0.6,83,0.2,0,6.47
Kamaldeen Sulemana,Rennes,21, AM(L)  ,2(12),317,1,0,1,0,0.9,85.7,0.3,0,6.47
Maxime Gonalons,Clermont Foot,34," D(C),M(C)  ",10(4),727,1,0,3,0,0.3,87.7,0.5,1,6.47
Muhammed Cham,Clermont Foot,22, AM(C)  ,16(10),1390,4,2,2,0,1.3,82.4,0.2,1,6.46
Mickaël Alphonse,AC Ajaccio,33, D(LR)  ,11(9),1038,0,0,1,0,0.5,71.5,1.2,1,6.46
Falaye Sacko,Montpellier,27," D(CR),M(R)  ",18(5),1616,0,2,2,0,0.1,80.8,0.5,0,6.46
Mathias Pereira Lage,Brest,26, M(CLR)  ,14(4),1088,1,1,2,0,1,72.6,0.9,0,6.45
Jim Allevinah,Clermont Foot,28, M(LR)  ,16(8),1480,1,0,2,0,1,83,0.2,0,6.45
Lesley Ugochukwu,Rennes,18, M(C)  ,8(8),873,0,0,1,1,0.2,86.6,0.8,0,6.45
Léo Leroy,Montpellier,23, DMC  ,10(8),817,0,0,6,0,0.7,76.1,0.9,0,6.44
Moussa Sissoko,Nantes,33, M(CR)  ,15(4),1320,1,0,3,0,0.6,79.5,1.2,1,6.44
Miha Blazic,Angers,29, D(C)  ,19(1),1684,2,0,4,0,0.3,87.3,1.9,0,6.44
Bevic Moussiti-Oko,AC Ajaccio,28, FW  ,7(10),696,1,0,1,0,1.2,57.3,3.1,1,6.44
Arbër Zeneli,Reims,28," AM(LR),FW  ",11(7),904,0,2,0,0,1.6,77.8,0.2,1,6.44
