Name,Team,Age,Position,Apps,Minutes,Total Goals,Total Assists,Yellow cards,Red cards,Shots per game,Pass success percentage,Aerials won per game,Man of the match,Rating
Philippe Coutinho,Bayern,30, M(CLR)  ,15(8),1414,8,6,0,0,2.5,84.1,0.2,4,7.22
Thorgan Hazard,Borussia Dortmund,29," M(CLR),FW  ",28(5),2393,7,13,3,0,1.5,81,0.5,2,7.21
Andrej Kramaric,Hoffenheim,31," AM(CLR),FW  ",14(5),1423,12,2,3,0,2.3,83,0.5,3,7.21
Benjamin Pavard,Bayern,26," D(CLR),M(R)  ",31(1),2790,4,4,5,0,0.7,88.7,2.3,2,7.19
Leon Goretzka,Bayern,28, M(CR)  ,17(7),1513,6,5,2,0,1.6,85.9,1.3,2,7.17
Christopher Trimmel,Union Berlin,36," D(CR),M(R)  ",32,2864,0,8,6,0,0.2,71.3,1.3,3,7.16
Denis Zakaria,Borussia M.Gladbach,26," D(C),DMC  ",22(1),1947,2,2,7,0,1,86.7,0.9,0,7.15
Marcel Halstenberg,RBL,31," D(CL),M(L)  ",28(1),2523,3,3,4,1,1.1,84.9,1.8,1,7.15
Ramy Bensebaïni,Borussia M.Gladbach,27," D(CL),DMC,M(L)  ",16(3),1450,5,3,6,1,1.2,77.5,2.4,0,7.14
Robert Skov,Hoffenheim,26," D(L),M(LR)  ",29(2),2613,4,7,4,0,2,79,0.6,1,7.14
Kingsley Coman,Bayern,26," M(LR),FW  ",17(7),1507,4,3,2,0,1.5,82.3,0.8,0,7.13
Mats Hummels,Borussia Dortmund,34, D(C)  ,31,2586,1,3,6,1,0.7,87.5,2.9,0,7.11
Kevin Volland,Leverkusen,30," AM(CLR),FW  ",24(3),2051,10,7,3,0,2.9,70.8,1.4,4,7.10
Sebastian Andersson,Union Berlin,31, FW  ,31(2),2689,12,1,5,0,2,59.9,7.4,5,7.07
Nordi Mukiele,RBL,25," D(CR),M(R)  ",21(4),1785,3,1,1,0,0.9,76.9,2,2,7.07
Bas Dost,Eintracht Frankfurt,33, FW  ,16(8),1477,8,2,2,0,1.3,59.2,5.4,2,7.06
Wout Weghorst,Wolfsburg,30, FW  ,30(2),2741,16,3,7,0,2.7,63.1,4.1,4,7.06
Dayot Upamecano,RBL,24, D(C)  ,27(1),2360,0,1,6,1,0.5,89.1,1.9,1,7.06
Patrik Schick,RBL,27," AM(R),FW  ",15(7),1304,10,2,3,0,2.4,72,2.7,0,7.06
Dedryck Boyata,Hertha Berlin,32, D(C)  ,28,2441,4,1,8,1,0.6,89.4,2.7,2,7.04
Julian Brandt,Borussia Dortmund,26," M(CLR),FW  ",25(8),2210,3,7,0,0,1,83.8,0.6,0,7.04
Florian Niederlechner,Augsburg,32," AM(CR),FW  ",31(2),2732,13,6,1,0,2.4,73.4,1.4,4,7.03
Jordan Torunarigha,Hertha Berlin,25, D(CL)  ,16(2),1461,1,1,3,0,0.1,85.3,2.2,0,7.03
Sebastian Schonlau,Paderborn,28," D(C),DMC  ",23,2070,2,0,2,0,0.5,87.9,2.5,1,7.01
Maximilian Arnold,Wolfsburg,28, M(CR)  ,32(1),2826,4,8,8,0,1.9,81.1,0.8,3,7.01
David Alaba,Bayern,30," D(CL),M(CL)  ",27(1),2498,1,1,0,0,0.7,90.7,0.8,0,6.99
Milot Rashica,Werder Bremen,26," AM(CLR),FW  ",27(1),2278,8,5,2,0,2.6,75.9,0.5,2,6.99
Omar Mascarell,Schalke,30, DMC  ,23,2029,0,1,4,0,0.4,85,2.5,0,6.99
Florian Neuhaus,Borussia M.Gladbach,25, M(C)  ,26(4),2362,4,2,6,0,1.9,83.8,0.5,0,6.98
Axel Witsel,Borussia Dortmund,34," D(C),M(C)  ",25(3),2245,4,5,4,0,1.1,94.1,0.8,0,6.98
Sven Bender,Leverkusen,33," D(C),M(C)  ",33,2730,2,1,3,0,0.5,91.3,3.4,2,6.98
Lars Bender,Leverkusen,33," D(CR),M(CR)  ",16(2),1375,2,1,3,0,0.8,86.2,1.4,0,6.97
Maximilian Mittelstädt,Hertha Berlin,25," D(L),M(CL)  ",19(7),1883,1,3,4,0,0.8,72.5,1.6,2,6.97
Jhon Córdoba,FC Koln,29, FW  ,23(6),2005,13,2,5,0,2.1,76.4,3.2,2,6.96
Konrad Laimer,RBL,25," D(R),M(CR)  ",26(3),2124,2,6,6,1,0.3,81.1,0.8,0,6.96
Daniel Caligiuri,Schalke,35," D(R),M(CLR),FW  ",26(2),2300,2,2,5,0,1.6,67.6,2.1,0,6.95
Christopher Lenz,Union Berlin,28," D(L),M(L)  ",26,2269,0,3,2,0,0.5,72.5,1.8,1,6.94
Marko Grujic,Hertha Berlin,26, DMC  ,29,2422,4,1,9,0,1.2,78.7,3.4,2,6.94
Pavel Kaderábek,Hoffenheim,30," D(R),M(LR)  ",28(2),2476,2,7,2,0,0.9,69.6,2.7,2,6.94
Moussa Diaby,Leverkusen,23," M(CLR),FW  ",18(10),1771,5,5,3,0,1.5,79.2,0.1,3,6.93
Nicolas Höfler,Freiburg,33," D(C),DMC  ",31(1),2785,1,0,9,0,0.8,84.6,1.8,2,6.93
Martin Hinteregger,Eintracht Frankfurt,30, D(C)  ,30(1),2721,8,1,8,0,1.4,75.3,2.7,0,6.92
Karim Bellarabi,Leverkusen,32," M(CLR),FW  ",17(9),1429,4,6,2,0,2.1,76.4,0.1,1,6.92
Danny da Costa,Eintracht Frankfurt,29," D(R),M(R)  ",15(4),1389,1,4,0,0,0.9,67.5,1.3,0,6.92
Vincenzo Grifo,Freiburg,29, AM(CL)  ,17(9),1623,4,8,1,1,1.9,79.2,0.5,2,6.92
Philipp Max,Augsburg,29," D(L),M(L)  ",31,2713,8,6,5,0,1.2,68.9,0.6,3,6.91
Amine Harit,Schalke,25," AM(CLR),FW  ",24(1),2109,6,4,3,0,1.2,83.8,0.3,3,6.91
Kerem Demirbay,Leverkusen,29, M(C)  ,18(7),1578,1,5,2,1,1.2,82.9,0.8,1,6.91
Almamy Touré,Eintracht Frankfurt,26," D(CR),M(R)  ",18(1),1495,1,3,2,0,0.8,71.7,2.3,0,6.90
Jonathan Tah,Leverkusen,27, D(C)  ,22(3),2090,0,1,4,1,0.2,90,2.9,1,6.90
Lukas Klostermann,RBL,26," D(CLR),M(R)  ",31,2647,3,1,1,0,0.4,85.5,1.3,0,6.89
Jonas Hofmann,Borussia M.Gladbach,30," D(R),M(CLR)  ",18(6),1632,5,3,3,0,1,82.3,0.2,1,6.89
Ihlas Bebou,Hoffenheim,28," M(CLR),FW  ",20(12),2098,6,1,1,0,1.1,70.1,1.8,1,6.89
Nico Elvedi,Borussia M.Gladbach,26, D(CLR)  ,30(2),2624,1,0,5,0,0.3,92,2.6,0,6.88
André Silva,Eintracht Frankfurt,27, FW  ,16(9),1580,12,3,2,0,2.2,68.7,1.6,2,6.87
Yussuf Poulsen,RBL,28," AM(R),FW  ",12(10),1219,5,6,2,0,1.5,68.2,1.6,0,6.87
Jonas Hector,FC Koln,32," D(L),M(CL)  ",28(1),2435,4,2,9,0,1,79.9,2.4,1,6.86
Manuel Gulde,Freiburg,32, D(C)  ,15(2),1373,1,0,0,0,0.8,86.4,2.5,0,6.86
Robin Quaison,Mainz,29," M(CLR),FW  ",31(1),2613,13,2,2,0,2.2,70.8,0.8,2,6.86
Jérôme Boateng,Bayern,34, D(CR)  ,23(1),1802,0,2,5,1,0.3,89.7,1.6,1,6.86
Lars Stindl,Borussia M.Gladbach,34," M(CLR),FW  ",14(11),1434,9,3,4,0,1.3,82.5,0.8,3,6.85
Ozan Kabak,Schalke,22, D(C)  ,21(5),1776,3,1,4,0,0.4,81.5,2.9,3,6.85
Erik Thommy,Fortuna Duesseldorf,28, M(CLR)  ,25(9),2266,6,4,3,0,1.8,77.7,0.4,1,6.85
Keven Schlotterbeck,Union Berlin,25, D(C)  ,23,1942,0,0,6,1,0.5,79,2.7,1,6.85
Breel Embolo,Borussia M.Gladbach,26," AM(CR),FW  ",17(11),1551,8,5,4,0,1.6,76.7,0.8,3,6.85
Jonathan Schmid,Freiburg,32," D(R),M(CLR)  ",31(2),2839,5,1,1,0,1.3,75,1.1,2,6.85
Wendell,Leverkusen,29," D(CL),M(L)  ",21(3),1906,0,2,4,1,0.4,86.3,1.3,0,6.85
Matthias Ginter,Borussia M.Gladbach,29," D(CR),DMC  ",31,2781,1,1,2,0,0.6,85.1,3.1,0,6.84
Sebastian Rudy,Hoffenheim,33," D(R),M(CR)  ",31(1),2740,1,3,9,0,0.8,81,0.6,1,6.84
Nils Petersen,Freiburg,34, FW  ,24(10),2432,11,2,1,0,1.6,62.5,2.6,1,6.84
Mitchell Weiser,Leverkusen,28," D(R),M(R)  ",14(4),1173,1,0,3,0,0.4,78.9,1,0,6.84
Christian Gentner,Union Berlin,37, M(CLR)  ,29(2),2453,3,2,4,0,1.1,72.1,1.1,1,6.83
Kenan Karaman,Fortuna Duesseldorf,29," AM(CLR),FW  ",16(4),1358,6,1,4,0,1.6,66.6,2.3,1,6.83
Lukasz Piszczek,Borussia Dortmund,37," D(CR),M(R)  ",25(4),2111,1,3,3,0,0.2,88.6,1.1,1,6.83
Dodi Lukébakio,Hertha Berlin,25," AM(CLR),FW  ",24(6),2047,7,6,2,0,1.3,79.7,0.7,0,6.83
Kevin Stöger,Fortuna Duesseldorf,29, M(CL)  ,14(3),1268,0,4,3,0,1.3,83.8,0.2,2,6.83
Gonçalo Paciência,Eintracht Frankfurt,28, FW  ,15(8),1280,7,3,4,0,2.2,66.9,2.1,1,6.82
Marvin Plattenhardt,Hertha Berlin,31," D(L),M(L)  ",17,1399,0,5,1,0,0.2,77,1.1,0,6.82
Theodor Gebre Selassie,Werder Bremen,36," D(CLR),DMC,M(R)  ",28,2431,2,2,2,0,0.4,81.4,2.2,1,6.82
Kai Pröger,Paderborn,30," AM(CR),FW  ",22(9),2079,2,6,0,0,1.6,61.7,0.3,3,6.82
Lucas Höler,Freiburg,28," AM(CLR),FW  ",28(6),2497,8,2,4,0,1.5,66.8,2.1,1,6.82
Bastian Oczipka,Schalke,34," D(CL),M(L)  ",33(1),3015,0,5,4,0,0.3,79.4,0.8,2,6.81
Daniel Brosinski,Mainz,34," D(LR),M(LR)  ",16(10),1705,2,4,3,0,0.9,67.6,1,1,6.81
John Brooks,Wolfsburg,30, D(C)  ,25,2226,0,1,4,0,0.5,81.7,3,0,6.81
Ridle Baku,Mainz,24," D(R),M(CR)  ",26(4),2353,1,3,5,1,0.7,74.9,1,2,6.80
Florian Kainz,FC Koln,30, AM(CLR)  ,16(12),1563,5,6,5,0,1.5,70.1,0.3,0,6.80
Nadiem Amiri,Leverkusen,26, M(CLR)  ,22(8),1862,1,2,3,0,1.4,84.4,0.3,1,6.80
Stefan Posch,Hoffenheim,25, D(CR)  ,27(1),2316,0,0,9,0,0.9,79.8,2.2,1,6.80
Florian Grillitsch,Hoffenheim,27," D(C),M(CL)  ",28(3),2412,0,3,3,0,0.5,88.8,1.1,1,6.80
Yann Sommer,Borussia M.Gladbach,34, GK  ,34,3060,0,0,0,0,0,80.7,0.2,2,6.79
Jean-Paul Boëtius,Mainz,28," AM(CL),FW  ",26(2),2271,4,5,5,0,1.3,76,0.7,1,6.79
Yuya Osako,Werder Bremen,32," AM(CLR),FW  ",22(6),1860,8,2,2,0,1.6,75.5,2.4,1,6.79
Karim Onisiwo,Mainz,30," AM(CLR),FW  ",16(16),1726,4,6,3,0,1.3,64.1,1.8,2,6.79
Robin Zentner,Mainz,28, GK  ,22,1936,0,0,1,0,0,57.2,0.7,4,6.79
Renato Steffen,Wolfsburg,31, M(CLR)  ,19(8),1590,6,3,6,0,1.1,76.3,0.7,1,6.79
Stefan Lainer,Borussia M.Gladbach,30," D(R),M(R)  ",31,2714,1,3,9,0,0.5,71.4,1.2,0,6.79
Vladimír Darida,Hertha Berlin,32," M(CLR),FW  ",25(3),2264,3,4,6,1,1.5,75.9,0.6,3,6.79
Dominique Heintz,Freiburg,29, D(CL)  ,27(1),2434,0,1,2,0,0.1,82.9,1.3,1,6.79
Christian Günter,Freiburg,30," D(L),M(L)  ",34,3032,2,8,2,0,0.9,72.5,0.3,0,6.78
Ivan Perisic,Bayern,34," M(CLR),FW  ",11(11),1204,4,3,1,0,1.8,77,0.9,1,6.78
Ellyes Skhiri,FC Koln,27, DMC  ,31(1),2676,1,3,4,0,0.8,85.6,1.5,2,6.78
Weston McKennie,Schalke,24," D(C),M(CLR)  ",24(4),2078,3,0,8,0,1.1,80.9,2.3,1,6.78
Davy Klaassen,Werder Bremen,30, M(CL)  ,33,2941,7,5,7,0,1.4,76.5,0.9,3,6.77
Patrick Herrmann,Borussia M.Gladbach,32," M(LR),FW  ",16(11),1453,6,6,4,0,1.5,76.5,0.4,2,6.77
Alexander Schwolow,Freiburg,30, GK  ,24,2093,0,0,0,0,0,65.1,0.2,2,6.77
Manuel Neuer,Bayern,36, GK  ,33,2970,0,0,0,0,0,86.4,0.3,0,6.77
Marco Friedl,Werder Bremen,24," D(CL),M(L)  ",24(3),2184,1,3,9,0,0.4,77.7,0.9,0,6.77
Oliver Baumann,Hoffenheim,32, GK  ,30,2700,0,0,1,0,0,75.2,0.3,1,6.76
Christoph Baumgartner,Hoffenheim,23," AM(CLR),FW  ",17(9),1496,7,2,3,0,2.1,71.6,1.7,2,6.75
Felix Uduokhai,Augsburg,25, D(C)  ,21(5),1961,0,0,3,0,0.2,80.8,3.1,1,6.75
Charles Aránguiz,Leverkusen,33, M(C)  ,23(4),2126,1,3,2,0,0.6,86,0.5,0,6.75
Jeremiah St. Juste,Mainz,26," D(CR),DMC  ",24(1),2116,2,2,7,0,0.5,86.2,2.1,0,6.75
Josuha Guilavogui,Wolfsburg,32," D(C),M(C)  ",23(2),2063,0,1,5,1,1,81.5,2.5,0,6.74
Jérôme Roussillon,Wolfsburg,30," D(L),M(L)  ",27(2),2367,1,1,4,0,0.7,72.6,0.6,0,6.73
Lukás Hrádecky,Leverkusen,33, GK  ,34,3060,0,0,1,0,0,74.3,0.3,1,6.73
Robin Knoche,Wolfsburg,30, D(C)  ,17(4),1593,1,0,2,0,0.2,82.4,2,0,6.73
Xaver Schlager,Wolfsburg,25, M(C)  ,21(2),1724,1,2,4,0,1.4,76.5,1.1,0,6.73
Robin Koch,Freiburg,26," D(C),DMC  ",31(1),2708,1,0,3,0,1.1,83.7,3.6,0,6.73
Josip Brekalo,Wolfsburg,24," AM(CLR),FW  ",19(11),1678,3,4,0,0,1.4,72.8,0.4,0,6.73
Tony Jantschke,Borussia M.Gladbach,32," D(CR),DMC  ",11(6),1012,0,0,6,0,0.2,80.3,1.5,0,6.73
Tin Jedvaj,Augsburg,27, D(CLR)  ,30(1),2642,2,0,6,0,0.5,73.7,2.4,0,6.73
Benjamin Hübner,Hoffenheim,33, D(C)  ,25,2075,1,4,4,2,1,86.4,2.5,1,6.71
Jamilu Collins,Paderborn,28, D(L)  ,30,2669,1,2,7,1,0.6,74.7,1.1,1,6.71
Emil Forsberg,RBL,31," AM(CLR),FW  ",14(8),1142,5,2,1,0,1.2,80.4,0.4,1,6.71
Timothy Chandler,Eintracht Frankfurt,32," D(R),M(LR)  ",12(10),1214,5,1,4,0,0.9,63.3,1.8,1,6.71
Daichi Kamada,Eintracht Frankfurt,26," AM(CLR),FW  ",22(6),1973,2,4,5,0,1.6,79.7,0.4,0,6.71
Noah Katterbach,FC Koln,21, D(L)  ,16(2),1320,0,0,2,0,0.2,66.4,1.2,0,6.70
Leon Bailey,Leverkusen,25," M(CLR),FW  ",12(10),1095,5,3,0,2,1.3,73.3,0.5,1,6.70
Robert Andrich,Union Berlin,28, M(C)  ,30,2579,1,2,11,1,1.6,72,1.6,1,6.70
Kingsley Ehizibue,FC Koln,27," D(R),M(R)  ",29(2),2338,1,1,6,1,0.4,76.5,1.1,1,6.70
Diego Demme,RBL,31, DMC  ,14(3),1213,0,0,3,0,0.2,86.6,0.4,0,6.70
Rouwen Hennings,Fortuna Duesseldorf,35, FW  ,27(5),2459,15,0,4,0,2.3,70.7,1.5,1,6.70
Rubén Vargas,Augsburg,24," AM(CLR),FW  ",29(4),2538,6,1,8,0,1.8,63.5,0.6,2,6.69
Ismail Jakobs,FC Koln,23," D(L),M(L)  ",20,1679,2,2,4,0,0.9,66.7,1.2,0,6.69
Sebastian Rode,Eintracht Frankfurt,32," D(R),M(C)  ",25(4),1948,3,3,6,0,0.4,84.9,0.8,1,6.69
Péter Gulácsi,RBL,32, GK  ,32,2880,0,1,0,0,0,77.2,0.2,1,6.69
Rune Jarstein,Hertha Berlin,38, GK  ,29,2548,0,0,1,1,0,62.5,0.4,1,6.69
Marius Bülter,Union Berlin,29," D(R),M(CLR),FW  ",28(4),2332,7,1,1,0,1.3,64.9,0.9,3,6.68
Sebastiaan Bornauw,FC Koln,23, D(C)  ,28,2449,6,0,5,1,0.6,81.4,2.5,2,6.68
Daniel Baier,Augsburg,38, M(C)  ,22(1),1946,1,0,6,0,0.7,75.1,1.4,0,6.68
Christoph Kramer,Borussia M.Gladbach,32, M(C)  ,17(5),1465,0,0,4,0,0.5,85.4,1.3,0,6.68
Rafal Gikiewicz,Union Berlin,35, GK  ,33,2970,0,0,0,0,0.1,60.8,0.3,2,6.67
Pierre Kunde,Mainz,27, DMC  ,22(6),1873,4,0,6,0,1.4,79.3,0.7,0,6.67
Levin Öztunali,Mainz,26, M(CLR)  ,19(8),1781,4,3,1,0,1.3,66,0.8,0,6.66
Javairô Dilrosun,Hertha Berlin,24, AM(CLR)  ,16(7),1315,4,2,2,0,0.8,75.1,0.2,1,6.66
Niklas Moisander,Werder Bremen,37, D(C)  ,22,1980,0,0,3,1,0.6,86.7,1.5,0,6.66
Diadié Samassékou,Hoffenheim,27, DMC  ,16(5),1311,0,1,4,0,0.3,81.9,0.9,0,6.66
Manuel Akanji,Borussia Dortmund,27, D(CR)  ,25(4),2309,0,1,2,0,0.3,90.7,1.2,1,6.66
Philipp Lienhart,Freiburg,26, D(C)  ,20(2),1816,0,1,3,0,0.3,86,1.6,0,6.66
László Bénes,Borussia M.Gladbach,25, AM(C)  ,10(12),891,0,4,3,0,1,81.1,0.6,1,6.66
Raphael Framberger,Augsburg,27," D(R),M(R)  ",12(6),1173,0,2,3,0,0.1,57.6,1,0,6.65
Dominik Kohr,Eintracht Frankfurt,29, DMC  ,16(10),1453,0,3,5,1,1.1,80.9,0.8,1,6.65
Marvin Friedrich,Union Berlin,27, D(C)  ,31,2790,2,0,9,1,0.9,76.2,3.1,0,6.65
David Abraham,Eintracht Frankfurt,36, D(C)  ,19(1),1692,2,0,2,1,0.4,81.6,2.4,1,6.65
Rafael Czichos,FC Koln,32, D(C)  ,26,2210,1,1,2,1,0.5,81.9,2.9,0,6.65
Lucas Alario,Leverkusen,30, FW  ,11(13),1165,7,1,6,0,2.1,72,1.9,2,6.64
Dominick Drexler,FC Koln,32, AM(CLR)  ,18(9),1587,3,4,5,0,0.7,74.6,0.6,0,6.63
Sebastian Vasiliadis,Paderborn,25, M(C)  ,32,2811,1,1,10,0,1.2,76,0.7,0,6.62
Kevin Trapp,Eintracht Frankfurt,32, GK  ,22,1980,0,0,1,0,0,72.6,0.2,0,6.62
André Hoffmann,Fortuna Duesseldorf,30," D(C),DMC  ",27(2),2430,2,1,7,0,0.5,88.9,2.4,0,6.62
Djibril Sow,Eintracht Frankfurt,26, M(C)  ,18(11),1740,1,3,2,0,0.8,83.3,0.7,0,6.62
Oscar Wendt,Borussia M.Gladbach,37," D(L),M(L)  ",18(7),1676,2,2,3,0,0.4,78.9,0.6,0,6.62
Marco Richter,Augsburg,25," M(CLR),FW  ",26(5),2290,4,3,2,0,2.1,64.1,0.8,0,6.61
Roland Sallai,Freiburg,25," AM(CLR),FW  ",15(6),1170,2,0,2,0,1.6,76.1,1.3,0,6.61
Julian Baumgartlinger,Leverkusen,35, DMC  ,20(7),1792,2,2,4,0,0.6,90.7,0.8,0,6.61
Niko Gießelmann,Fortuna Duesseldorf,31," D(CL),M(L)  ",22(3),2056,1,1,6,0,0.6,77.7,1.6,2,6.60
Luca Waldschmidt,Freiburg,26," AM(CLR),FW  ",14(9),1272,7,1,3,0,1.9,75.3,0.5,2,6.60
Jeffrey Gouweleeuw,Augsburg,31, D(C)  ,18(3),1644,0,1,5,0,0,76.4,1.5,0,6.60
Maximilian Eggestein,Werder Bremen,26, M(CR)  ,32,2856,1,3,6,0,1.4,78.2,1.2,0,6.60
Moussa Niakhaté,Mainz,27, D(CL)  ,33,2970,1,2,7,0,0.3,79.5,2.6,0,6.60
Josh Sargent,Werder Bremen,23," AM(CLR),FW  ",15(13),1419,4,2,2,0,1.1,70.5,1.7,0,6.59
Dennis Srbeny,Paderborn,28," AM(C),FW  ",14(3),1128,5,1,2,0,1.6,63.3,1.5,0,6.59
Leopold Zingerle,Paderborn,28, GK  ,28,2520,0,0,1,0,0,80.6,0.3,1,6.59
Zack Steffen,Fortuna Duesseldorf,27, GK  ,17,1530,0,0,0,0,0,65,0.4,1,6.58
Aarón Martín,Mainz,25," D(L),M(L)  ",21(1),1797,0,0,2,0,0.4,79.7,0.6,0,6.58
Klaus Gjasula,Paderborn,33," D(C),DMC  ",28(1),2296,2,1,17,0,0.5,77,1.7,0,6.58
Ermin Bicakcic,Hoffenheim,33, D(C)  ,13(8),1174,2,0,0,0,0.3,86.1,2.6,0,6.57
Per Ciljan Skjelbred,Hertha Berlin,35, M(CR)  ,21(3),1639,0,0,4,0,0,82.7,0.6,0,6.57
Kaan Ayhan,Fortuna Duesseldorf,28," D(CR),DMC  ",31,2733,2,3,10,0,0.9,83.5,1.4,0,6.57
Lukas Klünter,Hertha Berlin,26," D(CR),M(R)  ",20(3),1876,0,2,5,0,0.1,70.1,1.1,0,6.56
Rani Khedira,Augsburg,29," D(C),DMC  ",32,2658,0,2,8,0,0.3,70.1,1.7,0,6.56
Leonardo Bittencourt,Werder Bremen,29," M(CLR),FW  ",23(5),1899,4,2,6,0,1.5,76.8,0.7,0,6.56
Marcus Ingvartsen,Union Berlin,27," AM(CR),FW  ",20(8),1725,5,2,4,0,1.6,67.2,1.8,0,6.56
Danny Latza,Mainz,33, M(C)  ,15(8),1375,0,2,7,0,0.7,80,1,0,6.56
Amadou Haidara,RBL,25, M(CLR)  ,5(14),745,0,1,1,0,1,85.2,0.8,1,6.55
Abdelhamid Sabiri,Paderborn,26," AM(CL),FW  ",9(15),1039,4,1,6,0,1.8,79.6,1.1,2,6.55
Marius Wolf,Hertha Berlin,27," D(R),M(CLR)  ",15(6),1411,1,3,1,1,0.7,65.9,1.1,0,6.54
Neven Subotic,Union Berlin,34, D(C)  ,23,1972,1,0,1,1,0.5,71.5,3,0,6.54
Evan Ndicka,Eintracht Frankfurt,23, D(CL)  ,20(2),1725,1,1,3,0,0.5,81.3,1.8,0,6.54
Koen Casteels,Wolfsburg,30, GK  ,26,2340,0,0,1,0,0,70.8,0.2,2,6.54
Admir Mehmedi,Wolfsburg,31," M(CLR),FW  ",14(7),1205,2,2,0,0,1.1,74.9,1,0,6.54
Janik Haberer,Freiburg,28," M(CLR),FW  ",20(6),1725,2,2,3,1,0.5,82.4,1.4,0,6.53
Matthias Zimmermann,Fortuna Duesseldorf,30," D(R),DMC,M(R)  ",33(1),2925,1,2,4,0,0.5,75.2,0.9,2,6.53
Benito Raman,Schalke,28," AM(LR),FW  ",19(6),1613,4,3,2,0,1.4,66.8,0.3,1,6.52
Vedad Ibisevic,Hertha Berlin,38, FW  ,15(10),1257,7,2,4,0,1.1,70.8,1.2,2,6.52
Lucas Hernández,Bayern,27, D(CL)  ,10(9),916,0,1,3,0,0.2,88.1,0.9,0,6.51
Florian Kastenmeier,Fortuna Duesseldorf,25, GK  ,17,1530,0,0,0,0,0,67.6,0.2,0,6.51
Yannick Gerhardt,Wolfsburg,28," D(L),M(CL)  ",7(11),820,2,0,1,0,0.6,78.2,0.7,0,6.51
Jonjoe Kenny,Schalke,25," D(LR),M(R)  ",31,2725,2,3,5,0,0.4,73.5,1,1,6.51
Alfredo Morales,Fortuna Duesseldorf,32," D(C),M(C)  ",18(9),1724,1,2,6,0,0.7,70.4,3.4,0,6.50
Makoto Hasebe,Eintracht Frankfurt,39," D(CR),M(CR)  ",21(2),1967,0,0,3,0,0,87.3,1.2,0,6.49
Jirí Pavlenka,Werder Bremen,30, GK  ,33,2970,0,0,1,0,0,68.1,0.4,1,6.49
Timo Horn,FC Koln,29, GK  ,34,3060,0,0,0,0,0,71.7,0.3,0,6.49
Mohamed Dräger,Paderborn,26, D(R)  ,16(2),1458,1,3,2,0,0.8,77.6,0.4,1,6.49
Leandro Barreiro,Mainz,23, DMC  ,11(7),940,0,2,4,0,0.4,76.8,1.1,0,6.48
Streli Mamba,Paderborn,28," AM(R),FW  ",18(6),1528,5,2,5,0,1,76,0.8,0,6.46
Jean-Philippe Mateta,Mainz,25, FW  ,12(6),1057,3,1,0,1,1.9,64.8,2.2,0,6.46
Niklas Stark,Hertha Berlin,27," D(C),DMC  ",20(1),1736,1,0,8,0,0.5,82.4,1.6,0,6.46
Victor Sá,Wolfsburg,28, AM(CLR)  ,18(14),1631,2,2,4,0,0.9,76,0.6,0,6.46
Daniel Ginczek,Wolfsburg,31," AM(R),FW  ",9(9),770,3,1,2,0,1.3,66.3,1.2,0,6.45
