Name,Team,Age,Position,Apps,Minutes,Total Assists,Key passes per game,Passes per game,Pass success percentage,Crosses per game,Long balls per game,Through balls per game,Rating
Timo Horn,FC Koln,29, GK  ,34,3010,0,0,35.6,72.7,0,9.1,0,6.44
Lukas Kübler,Freiburg,30," D(CR),M(R)  ",11(8),889,1,0.3,16.6,69.9,0.2,1.7,0.1,6.44
Admir Mehmedi,Wolfsburg,31," M(CLR),FW  ",8(10),821,2,1,23,80.4,0.2,0.8,0.1,6.44
Jonathan Burkardt,Mainz,22," AM(CR),FW  ",16(13),1377,0,0.5,12.3,71.8,0,0.5,0.1,6.44
Rani Khedira,Augsburg,29," D(C),DMC  ",23(4),1829,0,0.2,24.2,71.1,0.1,0.8,0,6.43
Roberto Massimo,Stuttgart,22, M(R)  ,7(11),756,0,0.4,12.5,76,0.1,0.3,0,6.43
Omar Mascarell,Schalke,30, DMC  ,21(3),1768,1,0.2,36.4,82.7,0.1,3.2,0,6.43
Mateo Klimowicz,Stuttgart,22," AM(C),FW  ",12(13),1196,1,0.6,12.5,77.9,0,0.5,0,6.43
Yann Sommer,Borussia M.Gladbach,34, GK  ,31,2713,0,0,36,80.3,0,6.3,0,6.43
Deyovaisio Zeefuik,Hertha Berlin,24," D(R),M(R)  ",10(12),908,0,0.5,16.9,71.5,0.5,0.7,0,6.42
Dominick Drexler,FC Koln,32, AM(CLR)  ,11(16),1229,1,0.6,18.1,79.6,0.3,0.6,0,6.42
Karim Bellarabi,Leverkusen,32," M(CLR),FW  ",7(15),791,0,0.7,15.1,79.8,0.5,0.5,0,6.42
Sargis Adamyan,Hoffenheim,29," AM(CLR),FW  ",3(15),473,3,0.6,7.9,68.5,0.1,0.1,0,6.41
Ismail Jakobs,FC Koln,23," D(L),M(L)  ",18(5),1728,1,0.7,23.2,69.9,0.5,0.9,0,6.41
Matthew Hoppe,Schalke,21, FW  ,15(7),1310,1,0.4,11.4,68.9,0,0.1,0,6.41
Steven Zuber,Eintracht Frankfurt,31," D(L),M(CLR)  ",6(14),582,3,0.7,14.2,78.9,0.3,0.8,0,6.40
Stefan Ilsanker,Eintracht Frankfurt,33," D(CR),DMC  ",17(10),1575,0,0.2,32.1,79.2,0,1.5,0,6.40
Mike van der Hoorn,Arminia Bielefeld,30, D(C)  ,15(7),1352,0,0.1,38,86.6,0,3,0,6.40
Daniel Brosinski,Mainz,34," D(LR),M(LR)  ",16(5),1431,1,1.3,27.3,68.6,1.1,1.9,0,6.39
Woo-Yeong Jeong,Freiburg,23," AM(CR),FW  ",7(19),819,0,0.5,13.8,76.3,0.1,0.4,0,6.39
Marco Richter,Augsburg,25," M(CLR),FW  ",16(13),1420,1,0.5,13.8,65.9,0.3,0.9,0,6.39
Christian Groß,Werder Bremen,34," D(C),DMC  ",17(6),1472,1,0.3,37.5,85.3,0,1.5,0,6.38
Nils Petersen,Freiburg,34, FW  ,12(20),1292,0,0.3,7.4,64.3,0,0.2,0,6.38
Sergio Córdova,Arminia Bielefeld,25, FW  ,13(10),1091,1,0.5,10.3,66.7,0.1,0.3,0,6.38
Kevin Stöger,Mainz,29, M(CL)  ,4(15),529,0,0.6,17.7,73.8,0.7,0.9,0,6.38
Javi Martínez,Bayern,34," D(C),M(C)  ",4(15),457,0,0.1,20.3,89.6,0,1.3,0,6.37
Patrick Herrmann,Borussia M.Gladbach,32," M(LR),FW  ",9(18),868,3,0.8,10.6,74.4,0.4,0.3,0,6.37
Kevin Vogt,Hoffenheim,31," D(CR),M(C)  ",20(4),1840,1,0.2,62.9,89.3,0,7.5,0,6.36
Timo Becker,Schalke,25," D(CR),M(R)  ",18(2),1640,0,0.2,33.3,76,0.2,1.4,0,6.36
Carlos Gruezo,Augsburg,27, DMC  ,23(5),2092,0,0.3,28.1,79.6,0,2.3,0,6.35
Jean-Manuel Mbom,Werder Bremen,23," D(R),DMC,M(R)  ",15(6),1166,1,0.4,15.2,67.7,0.2,0.5,0,6.34
Christian Gentner,Union Berlin,37, M(CLR)  ,13(9),1037,0,0.4,21.1,77,0.1,1,0,6.34
Davie Selke,Werder Bremen,28, FW  ,7(16),803,0,0.3,8.8,55,0,0.1,0,6.33
Romano Schmid,Werder Bremen,23, AM(CL)  ,13(9),1180,3,0.7,20.4,70.6,0.3,0.5,0,6.33
Jannes Horn,FC Koln,26," D(CL),M(L)  ",20(9),1772,1,0.4,25.9,79.7,0.6,1.8,0,6.32
Fabian Kunze,Arminia Bielefeld,24, DMC  ,12(14),1261,0,0.2,22,76,0,0.7,0,6.32
Tobias Strobl,Augsburg,32," D(CR),DMC  ",21(8),1849,0,0.5,27.6,81.9,0.1,1.7,0,6.32
Pascal Stenzel,Stuttgart,26," D(CR),M(R)  ",14(9),1275,1,0.2,42.8,85.1,0,3.6,0,6.32
Hannes Wolf,Borussia M.Gladbach,23, M(CLR)  ,14(18),1372,2,0.5,17,76.3,0,0.2,0.1,6.32
Michael Gregoritsch,Augsburg,28," AM(CR),FW  ",9(15),832,2,0.2,10.1,65.7,0.2,0.3,0,6.31
Niklas Moisander,Werder Bremen,37, D(C)  ,12(6),1218,0,0.1,51.8,86.7,0,3.9,0,6.31
Marius Bülter,Union Berlin,29," D(R),M(CLR),FW  ",8(18),968,0,0.5,10,66.4,0.4,0.2,0,6.30
Oscar Wendt,Borussia M.Gladbach,37," D(L),M(L)  ",15(7),1259,1,0.4,25.7,77,0.4,0.6,0,6.29
Cedric Teuchert,Union Berlin,26," AM(CLR),FW  ",5(19),740,1,0.3,7.4,70.2,0.1,0.3,0,6.29
Robert Gumny,Augsburg,24, D(CLR)  ,14(10),1373,1,0.3,17.3,75.5,0.2,0.3,0,6.28
Salih Özcan,FC Koln,25, M(C)  ,15(13),1369,1,0.4,24.2,80.5,0,1,0,6.28
Julian Ryerson,Union Berlin,25," D(R),M(CLR)  ",10(14),1064,1,0.3,18.1,74,0.2,1,0,6.28
Mijat Gacinovic,Hoffenheim,28, M(CLR)  ,7(16),812,2,0.5,15.5,76.1,0.2,0.4,0,6.27
Yuya Osako,Werder Bremen,32," AM(CLR),FW  ",7(17),753,1,0.4,9.6,69.1,0.1,0.3,0,6.26
Victor Sá,Wolfsburg,28, AM(CLR)  ,3(18),459,1,0.5,8.3,80.5,0,0.1,0,6.25
Bastian Oczipka,Schalke,34," D(CL),M(L)  ",20(7),1919,2,0.9,31.9,78.7,0.8,1.4,0,6.24
Bartosz Bialek,Wolfsburg,21, FW  ,1(18),257,0,0.2,3.9,67.6,0,0.4,0,6.23
Jan Thielmann,FC Koln,20," AM(CLR),FW  ",9(15),1024,3,0.4,12.6,67.3,0.2,0.1,0,6.23
Ádám Szalai,Mainz,35, FW  ,8(10),733,0,0.3,11.2,56.2,0,0.3,0.1,6.21
Benito Raman,Schalke,28," AM(LR),FW  ",13(12),1246,0,0.6,11.6,68,0.3,0.7,0,6.21
Sven Schipplock,Arminia Bielefeld,34, FW  ,5(27),724,0,0.3,5.3,55.6,0,0.1,0,6.19
Christian Gebauer,Arminia Bielefeld,29," D(R),M(R)  ",5(18),677,1,0.5,7.2,67.5,0,0.5,0,6.17
Hwang Hee-Chan,RBL,27," AM(CLR),FW  ",3(15),448,1,0.2,6.7,65.8,0,0.2,0,6.16
Sebastian Griesbeck,Union Berlin,32," D(C),DMC  ",8(16),881,0,0,9.4,72.6,0,0.3,0,6.13
Alessandro Schöpf,Schalke,29, M(CLR)  ,10(9),943,0,0.2,16.9,81.6,0.1,0.2,0,6.05
