Name,Team,Age,Position,Apps,Minutes,Total Goals,Total Assists,Yellow cards,Red cards,Shots per game,Pass success percentage,Aerials won per game,Man of the match,Rating
Stevan Jovetic,Monaco,33," AM(CL),FW  ",6(23),790,6,0,1,0,1.6,69.8,0.4,0,6.50
Jean-Kévin Duverne,Brest,25, D(CLR)  ,22(5),2025,1,0,4,0,0.4,84.2,1.4,0,6.50
Fabien Lemoine,Lorient,35, M(C)  ,25(6),1949,1,0,8,0,0.5,86.6,1,1,6.50
Quentin Boisgard,Lorient,25, AM(CLR)  ,17(7),1322,2,2,5,0,1,80.2,0.3,0,6.49
Moreto Cassamá,Reims,25, DMC  ,26(3),2043,1,1,8,3,0.4,88.4,0.2,0,6.49
Rayan Cherki,Lyon,19, AM(CR)  ,5(22),681,1,3,1,1,0.7,82.6,0,0,6.49
Vincent Manceau,Angers,33, D(CLR)  ,25(2),2308,0,0,4,0,0.2,81.5,0.5,0,6.49
Jean-Louis Leca,Lens,37, GK  ,37,3315,0,0,2,0,0,63,0.2,1,6.49
Romain Del Castillo,Rennes,26," AM(LR),FW  ",5(21),639,0,5,2,0,0.6,73.8,0.4,0,6.48
Sofiane Alakouch,Nimes,24, D(R)  ,17(5),1514,0,2,4,0,0.2,78,0.3,0,6.48
Sada Thioub,Angers,27, M(LR)  ,12(15),1256,1,1,0,0,0.9,84.7,0.5,0,6.48
Clément Michelin,Lens,25," D(R),M(R)  ",13(13),1147,0,4,1,2,0.4,77,1,1,6.48
Khéphren Thuram,Nice,21, DMC  ,17(12),1493,2,0,3,0,0.3,88,0.6,1,6.47
Mathias Pereira Lage,Angers,26, M(CLR)  ,16(12),1475,4,1,5,0,1,76.3,0.8,1,6.47
Mattia De Sciglio,Lyon,30," D(CLR),M(LR)  ",14(15),1460,0,1,4,1,0.1,84.2,0.7,0,6.47
Senou Coulibaly,Dijon,28, D(C)  ,22,1936,2,0,4,1,0.2,79.8,2,1,6.47
Mama Baldé,Dijon,27," D(R),M(CLR),FW  ",24(5),2174,7,0,4,0,2,69.7,2,1,6.47
Didier Ndong,Dijon,28, DMC  ,29,2610,0,1,8,0,0.2,87.7,0.9,0,6.47
Victorien Angban,Metz,26, M(C)  ,21(5),1680,0,1,5,0,0.2,88.5,0.5,0,6.46
Jordan Ferri,Montpellier,30, M(C)  ,31(3),2592,0,3,6,0,0.1,86,0.6,0,6.45
Ibrahim Amadou,Angers,29," D(C),DMC  ",20(4),1513,0,0,6,0,0.6,84.6,0.8,0,6.45
Stéphane Bahoken,Angers,30, FW  ,18(12),1619,6,2,4,0,2,74.8,0.9,2,6.45
Haris Duljevic,Nimes,29," AM(CLR),FW  ",8(12),769,0,2,1,0,0.8,78.7,0.6,0,6.45
Irvin Cardona,Brest,25," AM(L),FW  ",22(14),2034,8,1,2,0,1.5,69,0.6,0,6.45
Moussa Koné,Nimes,26, FW  ,21(12),1762,9,0,2,0,0.9,77.5,0.5,0,6.45
Lionel Carole,Strasbourg,31," D(CL),M(L)  ",14(13),1332,0,1,2,0,0.1,78.3,0.9,0,6.44
Paul Bernardoni,Angers,25, GK  ,38,3420,0,0,1,0,0,56.3,0.3,0,6.44
Fouad Chafik,Dijon,36," D(LR),M(R)  ",18(5),1621,1,0,5,0,0.2,78.7,0.8,0,6.43
Papa Ndiaga Yade,Metz,23, M(L)  ,9(19),990,3,4,4,0,1,75.1,0.5,0,6.43
Jérémy Morel,Lorient,38, D(CL)  ,28,2494,0,0,1,0,0.2,82.8,1.6,0,6.43
Jessy Moulin,Saint-Etienne,37, GK  ,29,2610,0,0,1,0,0,67,0.4,1,6.43
Andy Pelmard,Nice,22, D(CR)  ,12(7),1204,0,0,1,0,0.1,90.8,0.5,0,6.43
Mehdi Chahiri,Strasbourg,26, AM(L)  ,8(15),798,2,0,0,0,0.9,75.6,0.5,0,6.43
Stefan Mitrovic,Strasbourg,32, D(C)  ,31(1),2785,2,0,3,1,0.4,87.3,1.6,0,6.42
Zaydou Youssouf,Saint-Etienne,23, M(CR)  ,14(15),1229,1,1,2,0,0.5,81.5,0.2,0,6.42
Antonin Bobichon,Angers,27, AM(CL)  ,10(13),908,0,1,0,0,1,86.1,0.3,1,6.42
Hilton,Montpellier,45, D(C)  ,24(5),2114,0,1,4,2,0.4,81.6,1.6,0,6.42
Simon Banza,Lens,26, FW  ,12(22),1366,5,2,4,1,1,73.4,1.7,2,6.42
Steve Mandanda,Marseille,37, GK  ,37,3330,0,0,1,0,0,66,0.2,0,6.41
Marcus Coco,Nantes,26," M(LR),FW  ",16(16),1472,0,2,6,0,0.4,72.9,1.2,0,6.41
Flavius Daniliuc,Nice,21, D(CR)  ,15(8),1474,1,0,0,0,0.4,87.8,0.7,0,6.40
Yuto Nagatomo,Marseille,36," D(LR),M(LR)  ",20(5),1603,0,1,2,0,0.2,79.7,0.6,0,6.40
Lois Diony,Angers,30," AM(L),FW  ",20(16),1757,5,1,2,0,0.8,65,1.3,1,6.40
Bersant Celina,Dijon,26," AM(CLR),FW  ",25(7),2303,0,5,5,1,0.8,82,0.1,0,6.39
Aïmen Moueffek,Saint-Etienne,21, DMC  ,6(13),735,0,0,3,0,0.1,75.6,0.8,0,6.39
Loïck Landre,Nimes,30, D(C)  ,20,1629,1,0,2,1,0.5,86.9,1.3,0,6.39
Jimmy Cabot,Angers,28, M(LR)  ,8(14),943,1,1,1,0,0.5,77.4,0,0,6.39
Florian Miguel,Nimes,26, D(CL)  ,18(3),1541,0,0,2,2,0.4,80.2,1.5,0,6.39
Moussa Doumbia,Reims,28," AM(CL),FW  ",9(14),896,0,1,1,0,0.7,85.3,0.1,0,6.39
Adrien Hunou,Rennes,29," AM(CLR),FW  ",5(15),582,4,0,1,0,1.1,78.8,0.5,1,6.38
El Bilal Touré,Reims,21, FW  ,11(22),1239,4,1,4,0,0.6,71.6,2.1,1,6.38
Lucas Deaux,Nimes,34," D(C),DMC  ",19(6),1755,1,2,4,1,0.5,79.6,1.5,0,6.38
Pedro Chirivella,Nantes,25, DMC  ,26(6),2284,0,2,4,0,0.3,83.7,0.3,0,6.37
Pierre-Yves Hamel,Lorient,29, FW  ,7(16),843,4,2,5,0,1,63.7,1.5,0,6.37
Ismaël Boura,Lens,22, M(L)  ,8(12),819,0,0,1,0,0.1,83.6,0.6,0,6.37
Kader Bamba,Nantes,28, AM(LR)  ,6(23),902,3,1,2,0,0.5,79.9,0.1,0,6.37
Mehdi Zerkane,Bordeaux,23, AM(R)  ,15(12),1192,1,1,3,1,0.6,84.8,0.7,0,6.37
Valère Germain,Marseille,32," AM(CLR),FW  ",6(18),846,3,0,1,0,0.4,69.4,1.8,0,6.35
Thomas Monconduit,Lorient,32, DMC  ,12(15),1148,2,0,4,0,0.8,80.5,0.5,0,6.35
Yassine Benrahou,Nimes,24, AM(CR)  ,15(8),1244,0,0,2,0,0.8,82.6,0.3,0,6.34
Michaël Cuisance,Marseille,23, AM(C)  ,11(12),1021,2,1,3,0,0.4,84.6,0.4,0,6.33
Paul Nardi,Lorient,28, GK  ,23,2070,0,0,1,0,0,53.2,0.1,0,6.33
Darío Benedetto,Marseille,32, FW  ,19(13),1584,5,3,1,2,1.2,68.5,0.9,1,6.33
Timothy Weah,Lille,23," D(L),M(LR),FW  ",7(21),870,3,0,1,0,0.9,78.9,0.5,0,6.31
Kévin Zohi,Strasbourg,26, AM(LR)  ,2(21),421,2,0,0,0,0.7,81.1,0.3,0,6.31
Aaron Leya Iseka,Metz,25," AM(C),FW  ",12(9),1013,4,0,4,0,1,75,1.4,0,6.30
Charles Abi,Saint-Etienne,22, FW  ,9(15),907,3,2,1,0,0.8,64.3,1.5,0,6.29
Patrick Burner,Nimes,26, D(R)  ,14(8),1314,0,0,0,0,0.3,75.8,0.6,0,6.29
Mattéo Ahlinvi,Nimes,23, DMC  ,10(10),895,2,0,0,0,0.6,81.9,0.4,0,6.29
Vagner,Metz,27, FW  ,10(16),964,4,1,3,0,0.8,77.5,0.3,0,6.28
Corentin Jean,Lens,27," AM(LR),FW  ",6(17),571,1,1,3,0,0.9,78.5,0.2,1,6.28
Fodé Ballo-Touré,Monaco,26," D(L),M(L)  ",6(18),649,0,3,2,0,0.1,84.4,0.5,0,6.28
Thierry Ambrose,Metz,25," AM(LR),FW  ",5(18),744,0,1,4,0,0.8,71.5,0.9,0,6.27
Tony Mauricio,Lens,28, Midfielder  ,2(24),485,0,4,3,0,0.5,86.8,0.1,0,6.27
Pape Cheikh,Dijon,25, DMC  ,13(8),1094,0,0,5,0,0.3,85.5,0.4,0,6.27
Jérémy Le Douaron,Brest,24," AM(L),FW  ",7(21),807,1,2,0,0,0.5,70.3,1,0,6.27
Lucas Gourna-Douath,Saint-Etienne,19, DMC  ,13(17),1320,0,0,8,0,0.2,87.3,0.5,0,6.27
Adrian Grbic,Lorient,26, FW  ,9(24),946,4,0,2,0,1,61.5,0.9,0,6.25
Moussa Konaté,Dijon,29," AM(R),FW  ",13(14),1195,5,1,4,0,1.3,74.7,0.9,1,6.23
Jordan Marié,Dijon,31, M(C)  ,16(8),1431,0,0,2,0,0.4,83.8,0.5,0,6.23
Dereck Kutesa,Reims,25, AM(LR)  ,6(22),672,1,2,2,0,0.4,70.5,0.3,0,6.23
Frédéric Sammaritano,Dijon,36, AM(CLR)  ,10(20),1122,0,2,4,1,0.3,84.5,0.1,0,6.23
Petar Skuletic,Montpellier,32, FW  ,1(18),220,2,0,0,0,0.6,54.1,1.3,0,6.22
Damien Le Tallec,Montpellier,32," D(C),DMC  ",13(10),1225,0,0,3,1,0.6,79.3,1.3,0,6.21
Kaj Sierhuis,Reims,24, FW  ,6(18),642,0,1,2,0,0.6,63.5,0.5,0,6.20
Wesley Lautoa,Dijon,35," D(C),DMC  ",19(6),1611,0,0,4,0,0.4,84.7,0.9,0,6.19
Jimmy Briand,Bordeaux,37," M(LR),FW  ",1(23),552,1,2,2,0,0.5,76.1,1.3,0,6.16
Alex Dobre,Dijon,24, AM(R)  ,4(18),519,0,0,0,0,0.4,73.2,0.5,0,6.16
Dan Ndoye,Nice,22, Forward  ,3(25),534,1,1,0,0,0.4,78.6,0.2,0,6.16
Joris Chotard,Montpellier,21, DMC  ,11(18),1158,0,0,3,0,0.3,73.4,0.3,0,6.15
Renaud Emond,Nantes,31, FW  ,3(19),340,2,0,1,0,0.4,68.3,0.8,0,6.15
Amadou Traoré,Bordeaux,21, Forward  ,0(19),286,0,1,0,0,0.2,79.7,0.1,0,6.13
Momo Cho,Angers,19, FW  ,1(20),332,0,0,1,0,0.5,67.7,0.3,0,6.06
Nolan Roux,Nimes,35," AM(LR),FW  ",6(13),648,0,0,2,0,0.5,74.3,0.7,0,6.05
