Name,Team,Age,Position,Apps,Minutes,Tackles per game,Interceptions per game,Fouls per game,Offsides per game,Clearances per game,Dribbled past per game,Outfield blocks per game,Own goals,Rating
Ibrahima Sissoko,Strasbourg,25," D(C),DMC  ",26(9),2306,1.3,1,1.7,0,0.7,0.8,0.3,0,6.79
Walter Benítez,Nice,30, GK  ,37,3330,0,0,0,0,0.6,0.1,0,0,6.79
Romain Thomas,Angers,34, D(C)  ,29(1),2566,1.6,1.5,1.3,0.4,4.1,0.9,0.7,0,6.78
Keylor Navas,PSG,36, GK  ,21,1858,0,0,0,0,0.6,0,0,0,6.78
Laurent Abergel,Lorient,30, DMC  ,34,2963,3.2,1.6,1.2,0,0.3,2.8,0,0,6.78
Sanjin Prcic,Strasbourg,29, M(C)  ,27(5),2197,1.5,1.5,0.8,0,0.5,0.5,0.1,0,6.77
Mahdi Camara,Saint-Etienne,24," D(CR),DMC  ",34(1),3074,2.9,1.7,1.3,0,0.9,0.9,0.2,0,6.77
Alban Lafont,Nantes,24, GK  ,38,3420,0.1,0,0,0,1.5,0.1,0,0,6.77
Kevin Danso,Lens,24, D(C)  ,32(1),2793,1.2,1.2,1.3,0.4,3.3,0.3,0.8,0,6.77
Castello Lukeba,Lyon,20, D(C)  ,24,2097,1.4,1.6,0.8,0.6,2.5,0.3,0.4,0,6.77
Benoît Badiashile,Monaco,21, D(C)  ,21(3),1837,1.5,1.2,1,0.3,2.8,0.4,0.5,0,6.77
Giulian Biancone,Troyes,22," D(CLR),M(LR)  ",26(7),2292,2.1,1.6,1,0.2,2,0.9,0.2,0,6.77
Gelson Martins,Monaco,27, M(LR)  ,24(8),1921,1.3,0.5,0.7,0,0.1,1.2,0,0,6.77
Presnel Kimpembe,PSG,27, D(C)  ,29(1),2580,1.1,1.3,0.9,0.7,2.4,0.3,0.5,0,6.76
Quentin Merlin,Nantes,20," D(L),M(L)  ",21(7),1923,1.6,1,0.4,0.1,0.8,0.8,0.1,0,6.76
Wout Faes,Reims,24, D(C)  ,37,3330,1.1,1.4,0.6,0.3,4.5,0.2,1,0,6.76
Yunis Abdelhamid,Reims,35, D(C)  ,34,2984,1.4,2,1.1,0.2,2.9,0.5,0.7,0,6.76
Dimitri Liénard,Strasbourg,35," D(L),M(CL)  ",23(10),2047,2.2,0.6,1,0.2,0.6,0.9,0,0,6.76
Przemyslaw Frankowski,Lens,27, M(CLR)  ,28(9),2452,1.5,0.8,1,0.1,1.2,1,0,0,6.75
Alexander Djiku,Strasbourg,28," D(CR),DMC  ",30(1),2697,1.6,2,1.4,0.2,2.9,0.5,0.4,0,6.74
Wahbi Khazri,Saint-Etienne,32," M(CLR),FW  ",26(4),2239,1.1,0.4,0.7,0,0.2,0.8,0,0,6.74
Enzo Le Fée,Lorient,23, M(CLR)  ,25(11),2202,1.9,0.8,0.9,0,0.4,1.4,0,0,6.74
Anthony Lopes,Lyon,32, GK  ,34,2984,0,0.1,0,0,0.5,0,0,0,6.74
Caio Henrique,Monaco,25," D(L),M(CL)  ",31(3),2670,1.6,0.8,0.6,0.1,1,0.9,0.2,0,6.74
Guillermo Maripán,Monaco,28, D(C)  ,21(5),1828,1.4,1,0.8,0.5,2.5,0.8,0.5,0,6.73
Armand Laurienté,Lorient,24," AM(LR),FW  ",28(7),2493,0.9,0.4,1.3,0,0.1,0.5,0.1,0,6.73
Anthony Caci,Strasbourg,25," D(CLR),M(L)  ",26(11),2395,1.8,0.9,0.9,0.1,1.3,0.6,0.1,0,6.73
Jonathan David,Lille,23," AM(C),FW  ",32(6),2811,0.6,0.1,0.7,0,0.4,0.6,0.1,0,6.73
Zeki Çelik,Lille,26," D(R),M(R)  ",30(2),2698,2,1.3,1.2,0.1,1.6,0.8,0.3,0,6.73
Maxence Caqueret,Lyon,23, DMC  ,26(5),2335,2.4,1.4,1.4,0.1,0.7,1.6,0.3,0,6.73
Tiago Djaló,Lille,22, D(CLR)  ,26(2),2330,2.1,0.9,0.8,0.3,2.3,0.5,0.4,2,6.73
Alexis Flips,Reims,23, M(CLR)  ,13(12),1062,1.5,1,0.7,0,0.6,0.9,0,0,6.73
Amine Harit,Marseille,25," AM(CLR),FW  ",12(11),1168,0.8,0.2,0.7,0,0,0.3,0,0,6.73
Christophe Hérelle,Brest,30, D(CR)  ,23,1938,2.1,1.9,0.9,0.5,3.5,0.4,0.7,0,6.73
Youssouf Fofana,Monaco,24, DMC  ,23(10),2187,2.1,1,1,0,0.6,0.8,0.2,0,6.72
Jean-Charles Castelletto,Nantes,28, D(C)  ,28,2512,1.6,1.1,1.5,0.4,2.6,0.4,1,0,6.72
Wylan Cyprien,Nantes,28, M(C)  ,17(7),1494,1.4,0.4,0.8,0,0.6,0.8,0.3,0,6.72
Thomas Mangani,Angers,35, M(C)  ,25(8),2195,1.8,1.1,0.8,0.1,0.8,1.1,0.3,0,6.72
Dante,Nice,39, D(C)  ,33(1),2874,1.2,1.4,0.8,0.6,2.7,0.3,0.8,0,6.71
Stephy Mavididi,Montpellier,24," AM(LR),FW  ",27(3),2313,0.8,0.3,0.8,0,0.3,0.8,0.1,0,6.71
Nicolas Pallois,Nantes,35, D(C)  ,29(1),2450,1.7,1.8,0.6,0.4,3.6,0.8,0.6,0,6.71
Thomas Monconduit,Lorient,32, DMC  ,26(8),2254,1.2,0.6,1.4,0,1.4,1.1,0.3,0,6.71
Gerzino Nyamsi,Strasbourg,26, D(C)  ,33(1),2983,1,0.7,1,0.4,2.5,0.2,0.5,0,6.70
Jean-Ricner Bellegarde,Strasbourg,24, M(CLR)  ,26(10),2337,1.4,0.8,1,0,0.4,0.7,0.1,0,6.70
José Fonte,Lille,39, D(C)  ,38,3420,0.6,1.2,0.6,0.2,4.1,0.4,0.8,0,6.70
Axel Disasi,Monaco,24, D(C)  ,30(2),2725,1.3,0.8,1.3,0.4,2.3,0.5,0.9,0,6.70
Habib Diallo,Strasbourg,27," AM(R),FW  ",16(15),1537,0.3,0.1,0.5,0,0.3,0.3,0.1,0,6.70
Arnaud Kalimuendo,Lens,21, FW  ,27(5),2165,0.3,0.3,0.4,0,0,0.2,0,0,6.69
Jonathan Bamba,Lille,26," AM(CLR),FW  ",28(3),2442,1,0.7,0.4,0,0.2,0.7,0,0,6.69
Kalifa Coulibaly,Nantes,31, FW  ,9(12),848,0.2,0,0.5,0,0.5,0.2,0.1,0,6.69
Pedro Chirivella,Nantes,25, DMC  ,31,2647,1.6,1.2,0.7,0,0.4,1.5,0.1,0,6.69
Lucas Perrin,Strasbourg,24, D(C)  ,29(2),2508,1.4,1.4,1.5,0.3,2,0.6,0.4,0,6.68
Pablo Rosario,Nice,26," D(C),DMC  ",31(5),2736,1.6,1.1,1,0.1,1.2,1.2,0.2,0,6.68
Malo Gusto,Lyon,19," D(R),M(R)  ",21(9),1884,1.8,1.1,0.8,0.3,1,0.5,0.2,1,6.68
Mamadou Sakho,Montpellier,33, D(C)  ,29,2578,1.2,1.4,0.3,0.4,4.4,0.3,1.2,0,6.68
Lucien Agoumé,Brest,21, DMC  ,21(6),1869,1.9,1.9,1.1,0,0.9,0.8,0.3,0,6.67
Vital N'Simba,Clermont Foot,29, D(L)  ,31(3),2791,1.9,0.9,0.8,0.1,0.8,0.8,0.2,0,6.67
Akim Zedadka,Clermont Foot,27, D(R)  ,37(1),3338,1.9,1.5,0.7,0.1,1.1,0.9,0.2,0,6.67
Nuno Mendes,PSG,20," D(L),M(L)  ",18(9),1654,1.8,0.8,0.7,0.3,0.5,0.8,0.2,0,6.67
Vincent Pajot,Metz,32, M(C)  ,27(3),2320,2.9,1.7,1.8,0,1.2,0.9,0.2,0,6.67
Facundo Medina,Lens,23, D(CL)  ,30(1),2597,2,1.2,1.2,0.2,2.4,0.8,0.3,0,6.67
Xeka,Lille,28, M(C)  ,19(4),1622,2,1,1.4,0,1.1,1.3,0.1,0,6.66
Yacine Adli,Bordeaux,22, M(C)  ,25(11),2265,1.2,1,0.6,0,0.3,1.4,0.1,0,6.66
Jean-Kévin Duverne,Brest,25, D(CLR)  ,33(4),3007,1.9,1.4,0.9,0.3,2.3,1.3,0.1,1,6.66
Khéphren Thuram,Nice,21, DMC  ,20(16),1897,0.9,0.8,0.9,0,0.5,0.5,0.3,0,6.65
Elbasan Rashani,Clermont Foot,29, AM(CLR)  ,22(7),1769,1.4,0.4,1.3,0,0.6,1.3,0.1,0,6.65
Kevin Gameiro,Strasbourg,35, FW  ,28(7),2397,0.5,0.2,0.5,0,0,0.3,0,0,6.65
Haris Belkebla,Brest,29, DMC  ,26(5),2312,1.5,1.5,0.9,0,0.9,0.7,0.2,0,6.64
Alberth Elis,Bordeaux,27," AM(LR),FW  ",16(4),1416,1,0.4,1.1,0.1,0.4,0.7,0,0,6.64
Johan Gastien,Clermont Foot,35, DMC  ,32,2752,1.8,1.7,0.9,0,1.5,1.5,0.3,1,6.64
Léo Dubois,Lyon,28," D(LR),M(R)  ",20(3),1747,1.9,1,0.8,0.2,1.2,0.8,0.1,0,6.63
Renaud Ripart,Troyes,29," D(R),M(CLR),FW  ",22(6),1902,1.4,0.7,0.9,0.1,0.6,1.1,0,0,6.63
Jason Berthomier,Clermont Foot,33, AM(C)  ,22(7),1744,1,0.3,0.5,0,0.1,0.8,0.1,0,6.63
Marco Bizot,Brest,32, GK  ,38,3420,0.1,0,0,0,1,0.1,0,0,6.63
El Bilal Touré,Reims,21, FW  ,15(6),1201,0.6,0.3,1,0,0.8,0.2,0.1,0,6.63
Jordan Ferri,Montpellier,30, M(C)  ,33(1),2920,1.6,0.9,1.4,0,0.9,1.7,0.1,0,6.62
Matz Sels,Strasbourg,31, GK  ,37,3330,0,0,0,0,1.2,0,0,0,6.62
Mihailo Ristic,Montpellier,27," D(L),M(L)  ",19(10),1808,1.5,0.6,0.9,0.1,1.4,0.6,0.2,0,6.62
Jonas Martin,Rennes,32, M(CL)  ,24(5),2111,1.2,0.8,1.1,0,0.9,1.2,0.1,0,6.62
Mickaël Nadé,Saint-Etienne,24, D(C)  ,29(1),2568,1.9,2,1.5,0.6,2.6,0.5,0.5,0,6.62
Bamba Dieng,Marseille,22," AM(L),FW  ",11(14),976,0.7,0.2,0.6,0,0.3,0.4,0,0,6.61
Hicham Boudaoui,Nice,23, M(CR)  ,21(8),1633,1.1,0.6,1,0,0.4,0.8,0.1,0,6.61
Xavier Chavalerin,Troyes,32," DMC,M(L)  ",31(3),2724,1.4,1.1,0.9,0,0.9,1.3,0.1,0,6.61
Erik Palmer-Brown,Troyes,25, D(C)  ,19(2),1739,1.8,1.6,0.9,0.4,4,0.3,0.9,0,6.61
Birger Meling,Rennes,28," D(LR),DMC  ",20(11),1828,1.4,0.7,0.5,0.2,0.9,0.3,0.2,0,6.61
Souleyman Doumbia,Angers,26," D(L),M(L)  ",27,2231,1.1,1.4,0.8,0.3,1.5,0.5,0.1,0,6.61
Alexander Nübel,Monaco,26, GK  ,38,3420,0,0,0,0,0.4,0,0,1,6.61
Duje Caleta-Car,Marseille,26, D(C)  ,24(2),2062,0.8,0.9,0.4,0.8,2.1,0.1,0.3,0,6.60
Yoann Salmier,Troyes,30, D(C)  ,30(1),2671,1.9,1.3,1.1,0.3,2.8,0.3,0.5,1,6.60
Florent Mollet,Montpellier,31, AM(CLR)  ,32(3),2649,0.9,0.7,1,0,0.3,1.2,0.1,0,6.60
Thiago Mendes,Lyon,30," D(CR),M(CR)  ",21(8),1864,1.2,1.2,0.8,0.3,1.9,0.6,0.2,0,6.59
Pau López,Marseille,28, GK  ,29,2610,0,0,0,0,0.7,0,0,0,6.59
Jean-Louis Leca,Lens,37, GK  ,27,2315,0,0,0.1,0,0.8,0,0,0,6.59
Arnaud Souquet,Montpellier,31," D(CR),M(R)  ",27(7),2341,1.6,1,0.8,0.1,1.6,1,0.2,0,6.59
Ismaël Traoré,Angers,36, D(CR)  ,36(1),3215,0.8,1.2,0.4,0.7,3.2,0.4,0.5,0,6.59
Ivo Grbic,Lille,27, GK  ,21,1890,0,0,0,0,1.1,0,0,0,6.58
Arkadiusz Milik,Marseille,29," AM(C),FW  ",15(8),1419,0.4,0.1,0.8,0,0.4,0.6,0,0,6.58
Warmed Omari,Rennes,22, D(C)  ,31(3),2798,1,0.9,0.7,0.6,2.7,0.2,0.4,0,6.58
Yohann Magnin,Clermont Foot,25, DMC  ,19(5),1717,2.2,0.8,0.9,0.2,1.4,0.8,0.3,0,6.58
Jérôme Boateng,Lyon,34, D(CR)  ,19(5),1627,0.8,0.8,0.5,0.4,3,0.3,0.4,0,6.58
Tristan Dingomé,Troyes,32, M(C)  ,12(13),1073,0.9,0.4,0.5,0,0.1,0.3,0,0,6.58
Javairô Dilrosun,Bordeaux,24, AM(CLR)  ,19(13),1738,0.4,0.3,0.4,0,0.1,0.5,0,0,6.57
Terem Moffi,Lorient,23," AM(R),FW  ",34(3),2736,0.5,0.1,0.6,0,0.6,0.6,0.1,0,6.57
Kasper Dolberg,Nice,25, FW  ,20(7),1503,0.3,0.2,1.1,0,0.6,0.2,0,0,6.57
Nicolas Cozza,Montpellier,24, D(CL)  ,32(2),2778,2.4,1.1,0.7,0.2,2.2,0.9,0.6,0,6.57
Adrien Truffert,Rennes,21," D(L),M(L)  ",18(12),1635,1,0.6,0.8,0.1,0.8,0.4,0.2,0,6.56
Gauthier Gallon,Troyes,29, GK  ,31,2790,0.1,0.1,0,0,0.7,0,0,0,6.56
Thomas Delaine,Metz,30," D(L),M(LR)  ",26(3),2317,1.7,0.9,0.8,0.1,1,0.7,0.2,0,6.56
Thilo Kehrer,PSG,26," D(CLR),M(R)  ",16(11),1505,0.8,0.9,0.6,0.2,1,0.4,0.4,0,6.56
Ilan Kebbal,Reims,24," AM(C),FW  ",21(10),1785,1,0.4,0.4,0,0.1,1,0,0,6.56
Romain Del Castillo,Brest,26," AM(LR),FW  ",13(6),985,1.4,0.4,0.8,0.1,0.1,1,0,0,6.55
Enock Kwateng,Bordeaux,25," D(CR),M(R)  ",22(7),2002,1.9,1.5,0.8,0.2,1.6,1.3,0.1,0,6.55
Marc-Aurèle Caillard,Metz,28, GK  ,17(2),1540,0,0.1,0,0,0.7,0.1,0,0,6.54
Mathias Pereira Lage,Angers,26, M(CLR)  ,11(13),1038,0.9,0.9,1,0.1,0.8,0.9,0.3,0,6.54
Hwang Ui-Jo,Bordeaux,30," AM(CLR),FW  ",29(3),2526,0.3,0.2,0.5,0,0.5,0.3,0,0,6.54
Florent Ogier,Clermont Foot,33, D(C)  ,29(1),2434,1,1.2,0.6,0.3,2.8,0.5,0.9,0,6.54
Pape Sarr,Metz,20, AM(C)  ,22(11),2130,1.4,0.9,1,0,0.6,0.6,0.1,0,6.54
Alfred Gomis,Rennes,29, GK  ,25,2250,0,0,0,0,0.5,0,0,0,6.54
Farid Boulaya,Metz,30," AM(CLR),FW  ",18(6),1534,0.8,0.5,0.3,0,0.1,1,0.1,0,6.54
Remi Oudin,Bordeaux,26," M(CLR),FW  ",20(13),1744,1,0.8,0.4,0,0.6,0.4,0.1,0,6.53
David Costa,Lens,22, AM(CL)  ,16(17),1463,0.7,0.4,0.3,0,0.1,0.5,0,0,6.53
Joris Chotard,Montpellier,21, DMC  ,33(3),2942,1.6,1.2,0.8,0.1,1.6,1.2,0.4,0,6.53
Lilian Brassier,Brest,23, D(CL)  ,23(8),2258,1.3,1,0.8,0.6,2.6,0.4,0.7,1,6.52
Amadou Onana,Lille,21, DMC  ,11(21),1352,1.5,0.9,1,0,0.6,0.2,0.1,0,6.52
Jean Lucas,Monaco,24, M(C)  ,18(10),1451,1.5,0.5,1,0,0.1,0.8,0.2,0,6.52
Thomas Foket,Reims,28," D(R),M(R)  ",26(3),2243,1,1.1,0.9,0.1,1,0.8,0.1,0,6.52
Fábio,Nantes,32," D(LR),M(R)  ",21(6),1679,2.3,1.3,1.1,0,1.1,1.4,0.3,0,6.52
Flavius Daniliuc,Nice,21, D(CR)  ,14(10),1291,1.9,0.6,0.7,0.4,1.3,0.4,0.3,0,6.52
Valère Germain,Montpellier,32," AM(CLR),FW  ",22(12),1978,0.7,0.3,0.7,0,0.8,0.7,0,0,6.51
Gaël Kakuta,Lens,31," M(CLR),FW  ",20(9),1685,0.8,0.1,0.5,0,0.1,0.6,0,0,6.51
Ismail Jakobs,Monaco,23," D(L),M(L)  ",10(18),1193,1.1,0.6,0.5,0.1,1,0.7,0,0,6.51
Vincent Le Goff,Lorient,33," D(L),M(L)  ",34,3060,1.8,1.1,0.7,0.1,1.2,0.7,0.1,0,6.51
Léo Pétrot,Lorient,25, D(C)  ,21(1),1820,1.4,1,0.3,0.3,3.8,0.4,0.8,0,6.50
Stian Gregersen,Bordeaux,27, D(C)  ,22(2),1955,1.6,1.6,1,0.6,4.1,0.6,0.7,0,6.50
Cédric Hountondji,Clermont Foot,29, D(C)  ,23,2035,1.4,1.5,0.5,0.3,3.3,0.3,0.5,1,6.50
Issa Kaboré,Troyes,21," D(R),M(R)  ",26(5),2261,1.5,0.6,1,0.1,0.9,0.6,0.1,0,6.50
