Name,Team,Age,Position,Apps,Minutes,Tackles per game,Interceptions per game,Fouls per game,Offsides per game,Clearances per game,Dribbled past per game,Outfield blocks per game,Own goals,Rating
Neal Maupay,Brighton,26," AM(C),FW  ",29(4),2519,0.6,0.4,0.8,0,0.2,0.6,0,0,6.57
Gary Cahill,Crystal Palace,37, D(C)  ,20,1800,0.7,0.7,0.6,0.3,4.3,0.2,1.1,0,6.57
Cheikhou Kouyaté,Crystal Palace,33," D(CR),DMC  ",35(1),3123,1.6,0.9,1,0.4,3.4,0.5,0.7,0,6.57
Theo Walcott,Southampton,33," M(CLR),FW  ",20(1),1629,1.1,0.7,0.6,0,0.1,1,0,0,6.56
Ben Davies,Tottenham,29," D(CL),M(L)  ",14(6),1340,1.4,0.9,1,0.4,2.3,0.9,0.3,0,6.56
Édouard Mendy,Chelsea,31, GK  ,31,2746,0,0,0,0,0.4,0,0,0,6.56
Rayan Aït-Nouri,Wolves,21," D(L),M(L)  ",16(5),1406,1.4,0.7,0.7,0,0.9,0.7,0,0,6.56
Bernd Leno,Arsenal,31, GK  ,35,3132,0,0,0.1,0,0.7,0,0,1,6.56
Luka Milivojevic,Crystal Palace,31, DMC  ,27(4),2365,2.1,1.1,1.2,0,1.5,1.1,0.2,0,6.55
Aaron Ramsdale,Sheff Utd,24, GK  ,38,3420,0,0.1,0,0,0.9,0,0,0,6.55
Nathan Redmond,Southampton,29," AM(CLR),FW  ",17(12),1731,1,0.4,1.1,0,0.3,0.6,0.1,0,6.55
Joel Ward,Crystal Palace,33," D(CLR),DMC,M(R)  ",25(1),2255,1.7,1.6,1.2,0.5,3.1,0.7,0.3,0,6.55
Kasper Schmeichel,Leicester,36, GK  ,38,3420,0,0,0,0,0.4,0,0,1,6.55
Ivan Cavaleiro,Fulham,29," AM(CLR),FW  ",27(9),2476,0.6,0.5,0.8,0.1,0.4,0.6,0,0,6.54
Alex Iwobi,Everton,26, M(CLR)  ,17(13),1543,0.9,0.5,0.4,0,0.4,0.4,0,0,6.54
Conor Coady,Wolves,30," D(CR),DMC  ",37,3304,0.9,0.7,0.6,0.6,3.5,0.4,0.9,0,6.53
Bobby De Cordova-Reid,Fulham,30," D(R),M(CLR),FW  ",28(5),2383,0.9,0.6,1.2,0.1,1,0.6,0.2,0,6.52
Jordan Ayew,Crystal Palace,31," AM(CLR),FW  ",23(10),2098,1.1,0.5,1.4,0,0.3,0.8,0.1,0,6.52
Mateusz Klich,Leeds,32, M(C)  ,28(7),2399,1.1,0.3,1.3,0,0.4,1.3,0.1,0,6.51
John Fleck,Sheff Utd,31, DMC  ,29(2),2577,1.6,0.9,1.1,0,0.3,1.8,0.1,0,6.51
Robert Brady,Burnley,31," D(L),M(CLR)  ",12(7),1055,1.2,0.5,1.1,0,1.3,1.2,0,0,6.51
Dara O'Shea,West Brom,24, D(CR)  ,25(3),2102,1.6,1.6,0.5,0.4,3.5,0.9,0.6,0,6.51
David Luiz,Arsenal,35," D(C),DMC  ",17(3),1400,0.6,0.8,0.8,0.2,2.5,0,0.5,0,6.51
Ruben Loftus-Cheek,Fulham,27, M(CLR)  ,21(9),1913,0.8,0.2,0.9,0,0.5,0.5,0.1,0,6.50
Aleksandar Mitrovic,Fulham,28, FW  ,13(14),1390,0.3,0.1,0.8,0,0.3,0.2,0.1,0,6.50
Rui Patrício,Wolves,35, GK  ,37,3330,0,0,0,0,0.2,0,0,0,6.50
Alex McCarthy,Southampton,33, GK  ,30,2700,0,0,0,0,0.7,0.1,0,0,6.49
Steven Bergwijn,Tottenham,25," AM(CLR),FW  ",13(8),1214,0.7,0.2,1,0,0.3,0.6,0,0,6.49
Jóhann Gudmundsson,Burnley,32, AM(CLR)  ,16(6),1369,0.9,0.8,0.5,0,0.8,0.5,0.1,0,6.49
Oliver Norwood,Sheff Utd,31, M(C)  ,26(6),2226,1.5,1.1,0.8,0,1.5,1.6,0.4,0,6.48
James Milner,Liverpool,37," D(LR),M(CLR)  ",11(15),1062,1,0.5,0.7,0,0.5,0.8,0.1,0,6.48
David de Gea,Man Utd,32, GK  ,26,2296,0,0,0,0,0.5,0,0,0,6.47
Patrick van Aanholt,Crystal Palace,32," D(L),M(L)  ",20(2),1776,1.6,1.4,0.5,0,1.5,1.1,0.3,0,6.47
Ashley Barnes,Burnley,33," AM(CL),FW  ",15(7),1337,0.5,0.2,2.1,0,0.5,0.5,0.1,0,6.47
Tom Davies,Everton,24, M(C)  ,17(8),1426,1.2,1.4,1,0,0.8,0.9,0.4,0,6.46
André Gomes,Everton,29, M(CLR)  ,17(11),1568,1.3,0.4,1.3,0,0.4,1.5,0,0,6.46
Vicente Guaita,Crystal Palace,36, GK  ,37,3330,0,0,0,0,0.9,0,0,0,6.46
Adam Lallana,Brighton,34, M(CLR)  ,16(14),1592,0.9,0.5,0.6,0,0.4,1,0.1,0,6.45
Moussa Sissoko,Tottenham,33, M(CR)  ,15(10),1577,0.9,0.9,0.9,0,0.9,0.5,0.2,0,6.44
Alexis Mac Allister,Brighton,24," M(CL),FW  ",13(8),1117,1.2,0.4,0.9,0,0.1,1.3,0.2,0,6.44
Erik Pieters,Burnley,34," D(CL),M(L)  ",13(7),1262,1.5,0.6,1.3,0.3,1.4,1,0.5,1,6.44
Tyler Roberts,Leeds,24," AM(CR),FW  ",14(13),1341,0.6,0.3,0.9,0,0.4,0.6,0.1,0,6.43
Mohamed Elneny,Arsenal,30, DMC  ,17(6),1542,0.6,1,0.4,0,0.9,0.9,0.2,0,6.43
Ryan Bertrand,Southampton,33," D(CL),M(L)  ",29,2599,2.1,1,1,0.2,1.3,0.6,0,0,6.41
Grady Diangana,West Brom,24," AM(CLR),FW  ",15(5),1239,1.8,0.8,0.6,0,0.4,1.2,0.1,0,6.41
Callum Robinson,West Brom,28," AM(CLR),FW  ",20(8),1567,0.3,0.3,0.1,0,0.3,0.6,0,0,6.41
Ben Osborn,Sheff Utd,28," D(L),M(CLR)  ",17(7),1606,1.4,0.5,0.4,0,0.5,1.1,0.1,0,6.40
Semi Ajayi,West Brom,29," D(C),DMC  ",31(2),2780,1.2,1.3,0.8,0.4,3.6,0.5,1,0,6.40
Enda Stevens,Sheff Utd,32," D(CL),M(L)  ",30,2700,2,0.7,1.1,0.3,2.5,0.8,0.4,0,6.39
Moussa Djenepo,Southampton,24, M(LR)  ,15(12),1240,1.9,0.4,1.1,0,0.4,1.3,0.1,0,6.37
Nampalys Mendy,Leicester,30, M(C)  ,15(8),1458,1.1,0.6,0.9,0,0.3,0.6,0,0,6.36
Matej Vydra,Burnley,30," AM(CL),FW  ",15(13),1368,0.3,0.2,0.2,0,0.2,0.3,0,0,6.36
Sean Longstaff,Newcastle,25, DMC  ,15(7),1406,1.4,0.9,1,0,0.6,1.1,0.2,0,6.36
Erik Lamela,Tottenham,31," AM(CLR),FW  ",5(18),708,0.7,0.3,1,0,0,0.6,0,0,6.36
George Baldock,Sheff Utd,30," D(CR),M(R)  ",32,2789,1.5,0.8,1.4,0.1,1.9,0.9,0.2,0,6.35
Donny van de Beek,Man Utd,25, M(C)  ,4(15),515,0.8,0.3,0.3,0,0.3,0.4,0.1,0,6.35
Matt Phillips,West Brom,31," M(CLR),FW  ",20(13),1829,0.5,0.3,0.9,0,0.8,0.5,0.1,0,6.34
Jairo Riedewald,Crystal Palace,26," D(CL),DMC  ",19(14),1819,1,0.9,0.6,0,0.7,0.6,0.2,0,6.34
Jamal Lewis,Newcastle,25," D(L),M(L)  ",20(4),1833,1.5,0.5,0.8,0.5,1.5,0.9,0.3,0,6.34
Jeff Hendrick,Newcastle,31, M(CR)  ,17(5),1423,0.4,0.9,0.7,0,0.6,0.5,0.4,0,6.33
Hélder Costa,Leeds,29, AM(CLR)  ,13(9),1158,1.1,0.1,0.9,0,0.2,1,0,1,6.32
Fábio Silva,Wolves,20, FW  ,11(21),1357,0.2,0.1,0.6,0,0.2,0.3,0,0,6.30
Jay Rodríguez,Burnley,34," AM(CLR),FW  ",12(19),1256,0.8,0.1,1,0,0.2,0.5,0.1,0,6.27
Alireza Jahanbakhsh,Brighton,29, AM(CLR)  ,6(15),525,0.4,0.4,0.3,0,0,0.5,0,0,6.26
Oliver Burke,Sheff Utd,25," AM(LR),FW  ",14(11),1273,0.6,0.1,0.9,0,0.2,0.8,0,0,6.25
Vitinha,Wolves,23, M(C)  ,5(14),513,0.4,0.2,0.4,0,0.1,0.3,0,0,6.23
John Lundstram,Sheff Utd,29," D(C),DMC  ",23(5),2032,0.9,0.5,0.9,0.1,0.8,1.2,0.3,0,6.23
Ibrahima Diallo,Southampton,24, DMC  ,10(12),1012,1.3,0.5,1,0,0.5,0.3,0,0,6.22
Jacob Ramsey,Aston Villa,21, AM(CLR)  ,6(16),619,0.5,0.2,0.6,0,0.2,0.5,0.3,0,6.20
Mark Noble,West Ham,35, M(C)  ,8(13),707,0.4,0.6,0.4,0,0.1,0.5,0.1,0,6.17
Rhian Brewster,Sheff Utd,22, FW  ,12(15),1125,0.3,0.2,0.7,0,0.1,0.4,0.1,0,6.17
Karlan Grant,West Brom,25," AM(CL),FW  ",14(7),1133,0.2,0.2,0.4,0,0.7,0.1,0,0,6.15
Hal Robson-Kanu,West Brom,33," AM(LR),FW  ",2(17),549,0.1,0.1,0.8,0,0.4,0.1,0,0,6.13
Romaine Sawyers,West Brom,31, M(CL)  ,17(2),1490,1.6,0.9,0.9,0.1,0.5,1.5,0.2,1,6.12
