Name,Team,Age,Position,Apps,Minutes,Total Goals,Total Assists,Yellow cards,Red cards,Shots per game,Pass success percentage,Aerials won per game,Man of the match,Rating
Ryan Christie,Bournemouth,28," AM(CLR),FW  ",12(8),1047,1,0,1,0,0.9,82.6,0.3,0,6.43
Robert Sánchez,Brighton,25, GK  ,22,1980,0,0,1,0,0,73.6,0.3,0,6.43
Conor Coady,Everton,30," D(CR),DMC  ",22,1971,1,1,2,0,0.2,84.9,1.1,0,6.43
James Milner,Liverpool,37," D(LR),M(CLR)  ",6(13),684,0,1,1,0,0.3,81.5,0.5,0,6.43
Wilfred Ndidi,Leicester,26," D(C),DMC  ",11(6),996,0,0,3,0,0.3,86.7,0.6,0,6.43
Chris Mepham,Bournemouth,25, D(C)  ,19(2),1748,0,0,7,0,0.3,82.2,1.7,0,6.42
Richarlison,Tottenham,25," AM(CLR),FW  ",7(10),661,0,2,2,0,1.1,73.7,0.5,1,6.42
Michail Antonio,West Ham,32," D(R),M(CLR),FW  ",12(11),1129,3,2,2,0,1.1,55.1,1.2,0,6.42
Clément Lenglet,Tottenham,27, D(C)  ,14(2),1197,0,2,2,0,0.6,87.4,1.6,0,6.41
Kieffer Moore,Bournemouth,30, FW  ,12(8),1119,4,0,0,0,0.9,59.2,2.8,1,6.41
Ryan Sessegnon,Tottenham,22," D(L),M(LR)  ",9(8),811,2,0,4,0,1.1,73.4,0.6,0,6.40
Mateo Kovacic,Chelsea,28, M(CL)  ,9(8),998,0,1,4,0,0.8,85.1,0.2,0,6.39
Scott McKenna,Nottingham Forest,26, D(C)  ,17(1),1463,0,0,4,0,0.1,80.4,1.8,0,6.39
Pablo Fornals,West Ham,27, M(CLR)  ,11(10),1026,1,1,0,0,0.8,77.7,0.3,1,6.39
Emerson,West Ham,28," D(L),M(L)  ",9(4),719,1,0,1,0,0.5,82,0.8,0,6.39
Gonçalo Guedes,Wolves,26," AM(CLR),FW  ",8(5),710,1,1,1,0,1.5,75,0.5,0,6.38
Orel Mangala,Nottingham Forest,24, M(C)  ,10(5),717,0,0,1,0,0.4,81.9,0.4,0,6.38
Jaidon Anthony,Bournemouth,23, AM(LR)  ,7(13),853,3,0,1,0,0.9,76.6,0.4,0,6.38
Philippe Coutinho,Aston Villa,30, M(CLR)  ,7(13),783,1,0,3,0,1.1,78.5,0.2,0,6.37
Kelechi Iheanacho,Leicester,26," AM(C),FW  ",6(13),660,3,4,0,0,1.4,74.3,0.2,1,6.37
Fábio Vieira,Arsenal,22," AM(CR),FW  ",2(14),387,1,2,0,0,0.8,85,0.1,0,6.37
Thilo Kehrer,West Ham,26," D(CLR),M(R)  ",18,1576,0,0,4,0,0.4,85.3,1.2,0,6.36
Alejandro Garnacho,Man Utd,18, AM(L)  ,4(10),432,2,2,2,0,1.1,80.9,0.1,0,6.34
Sam Greenwood,Leeds,21, M(C)  ,2(13),329,1,2,1,0,0.7,65.6,0.1,0,6.34
Zanka,Brentford,32, D(C)  ,8(5),742,0,0,1,0,0.2,81.6,0.8,0,6.34
Mikkel Damsgaard,Brentford,22, AM(CL)  ,2(11),380,0,0,2,0,0.3,72.2,0.3,0,6.33
Takehiro Tomiyasu,Arsenal,24, D(CLR)  ,6(14),646,0,1,2,0,0.2,82.6,0.9,0,6.33
Taiwo Awoniyi,Nottingham Forest,25, FW  ,9(7),733,4,0,0,0,1.2,74.2,0.4,0,6.33
Christian Pulisic,Chelsea,24," M(CLR),FW  ",6(10),606,1,1,1,0,0.9,83.9,0.3,0,6.31
Nampalys Mendy,Leicester,30, M(C)  ,5(8),542,1,0,1,0,0.2,87.8,0.2,0,6.31
Lewis O'Brien,Nottingham Forest,24," D(L),M(CL)  ",6(7),581,1,0,2,0,0.5,78.7,0.2,0,6.31
Nathaniel Clyne,Crystal Palace,31," D(LR),M(R)  ",17(2),1478,0,0,3,0,0,80.6,0.3,0,6.31
Samuel Edozie,Southampton,20, Forward  ,5(10),535,0,0,0,0,0.5,72.1,0.4,0,6.31
Abdoulaye Doucouré,Everton,30, M(C)  ,8(8),751,1,0,4,0,0.6,80.1,0.6,0,6.30
Jamie Vardy,Leicester,36," AM(L),FW  ",11(14),1239,1,4,1,0,0.6,54.5,1.2,0,6.30
Chris Wood,Newcastle,31, FW  ,4(14),440,2,0,0,0,0.5,62.3,1.3,0,6.29
Shandon Baptiste,Brentford,24, AM(C)  ,4(9),435,0,0,1,0,0.2,84.5,0.2,0,6.29
Adam Smith,Bournemouth,31," D(LR),M(LR)  ",24,2047,0,1,8,0,0.2,76.4,0.7,0,6.29
Jacob Murphy,Newcastle,28," D(R),M(LR)  ",5(19),587,1,1,0,0,0.5,69.7,0.1,0,6.28
Lyanco,Southampton,26, D(CR)  ,7(7),693,0,0,4,0,0.6,75,1.4,0,6.28
Dennis Praet,Leicester,28, AM(CR)  ,5(10),511,1,0,1,0,0.2,78.1,0.1,0,6.27
Anthony Elanga,Man Utd,20, AM(LR)  ,5(11),424,0,1,0,0,0.6,76,0.5,0,6.26
Yves Bissouma,Tottenham,26, M(C)  ,8(12),809,0,0,5,0,0.3,90.5,0.3,0,6.26
Leander Dendoncker,Aston Villa,27," D(C),M(C)  ",3(10),358,0,0,0,0,0.1,88.2,0.5,0,6.26
Neal Maupay,Everton,26," AM(C),FW  ",10(9),942,1,0,3,0,1.4,75,0.7,0,6.26
Adam Armstrong,Southampton,26," AM(CLR),FW  ",12(11),1100,1,1,1,0,0.9,76.4,0.2,0,6.25
Ibrahima Diallo,Southampton,24, DMC  ,10(5),749,0,0,3,0,0.4,78.2,1,0,6.24
Kieran Tierney,Arsenal,25," D(CL),M(L)  ",4(13),471,0,0,0,0,0.3,77.4,0.1,0,6.24
Stuart Armstrong,Southampton,30, AM(CLR)  ,9(12),896,1,0,5,0,0.8,80.9,0.2,0,6.24
Tom Cairney,Fulham,32, M(CR)  ,1(21),454,0,0,1,0,0.5,88.6,0.2,0,6.23
Patrick Bamford,Leeds,29," AM(CLR),FW  ",9(8),827,1,2,1,0,1.6,72.2,0.9,0,6.22
Hwang Hee-Chan,Wolves,27," AM(CLR),FW  ",9(8),692,0,1,1,0,0.4,78.2,0.1,0,6.22
Sékou Mara,Southampton,20, FW  ,3(14),405,0,1,1,0,0.9,65.3,1.1,0,6.22
Carlos Vinícius,Fulham,27, FW  ,5(13),556,2,1,2,0,0.6,59,0.8,0,6.21
Tariq Lamptey,Brighton,22," D(R),M(R)  ",3(17),443,0,0,1,0,0.3,86.2,0.1,0,6.21
Harry Wilson,Fulham,25, AM(CLR)  ,4(13),432,0,0,1,0,0.5,80,0.2,0,6.20
Jesse Lingard,Nottingham Forest,30," AM(CLR),FW  ",11(4),880,0,0,1,0,0.7,81,0.1,0,6.19
Jean-Philippe Mateta,Crystal Palace,25, FW  ,6(15),675,1,0,2,0,1.1,70,1,0,6.18
Diego Costa,Wolves,34, FW  ,9(5),713,0,0,2,1,1.5,76.2,1.4,0,6.17
Joe Gelhardt,Leeds,20, FW  ,1(14),202,0,2,1,0,0.7,67.2,0.3,0,6.16
Sam Surridge,Nottingham Forest,24, FW  ,1(14),259,1,0,2,0,0.6,46.9,0.8,0,6.16
Mateusz Klich,Leeds,32, M(C)  ,0(14),266,0,0,2,0,0.3,75.7,0.1,0,6.12
Tom Davies,Everton,24, M(C)  ,4(11),461,0,0,3,0,0.6,75.3,0.5,0,6.12
Will Hughes,Crystal Palace,27, M(CLR)  ,3(14),383,0,0,4,0,0.1,78.6,0.2,0,6.11
