team,player,Nation,Pos,Age,Born,90s,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,League,Season
,,,,,,,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,,
Celta Vigo,Lucas Olaza,URU,DF,26,1994,17.9,0,11,2,18.2,0.61,0.11,0.00,0.00,27.1,1,0,0,0.4,0.4,0.03,-0.4,-0.4,La Liga,2020-2021
Celta Vigo,Miguel Baeza,ESP,"MF,FW",20,2000,6.0,1,11,2,18.2,1.82,0.33,0.09,0.50,13.9,0,0,0,1.6,1.6,0.18,-0.6,-0.6,La Liga,2020-2021
Celta Vigo,Miguel Rodríguez,ESP,"FW,DF",17,2003,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,La Liga,2020-2021
Celta Vigo,Nolito,ESP,"MF,FW",33,1986,28.9,7,55,23,41.8,1.91,0.80,0.13,0.30,17.4,3,0,0,5.9,5.9,0.11,+1.1,+1.1,La Liga,2020-2021
Celta Vigo,Néstor Araujo,MEX,DF,28,1991,27.0,0,6,0,0.0,0.22,0.00,0.00,,11.3,0,0,0,0.4,0.4,0.06,-0.4,-0.4,La Liga,2020-2021
Celta Vigo,Okay Yokuşlu,TUR,MF,26,1994,5.1,0,3,0,0.0,0.58,0.00,0.00,,17.6,0,0,0,0.4,0.4,0.15,-0.4,-0.4,La Liga,2020-2021
Celta Vigo,Renato Tapia,PER,MF,25,1995,30.0,0,17,5,29.4,0.57,0.17,0.00,0.00,20.6,0,0,0,1.0,1.0,0.06,-1.0,-1.0,La Liga,2020-2021
Celta Vigo,Rubén Blanco,ESP,GK,25,1995,18.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,La Liga,2020-2021
Celta Vigo,Santi Mina,ESP,FW,24,1995,26.8,12,44,21,47.7,1.64,0.78,0.25,0.52,14.6,1,1,1,9.2,8.4,0.19,+2.8,+2.6,La Liga,2020-2021
Celta Vigo,Sergio Carreira,ESP,DF,19,2000,2.9,1,2,1,50.0,0.69,0.35,0.50,1.00,6.0,0,0,0,0.8,0.8,0.39,+0.2,+0.2,La Liga,2020-2021
Cádiz,Alberto Cifuentes,ESP,GK,41,1979,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,La Liga,2020-2021
Cádiz,Alberto Perea,ESP,MF,29,1990,17.2,2,28,6,21.4,1.63,0.35,0.07,0.33,22.4,4,0,0,1.8,1.8,0.06,+0.2,+0.2,La Liga,2020-2021
Cádiz,Alfonso Espino,URU,DF,28,1992,28.9,0,8,4,50.0,0.28,0.14,0.00,0.00,23.7,0,0,0,0.2,0.2,0.03,-0.2,-0.2,La Liga,2020-2021
Cádiz,Anthony Lozano,HON,FW,27,1993,16.9,3,35,14,40.0,2.07,0.83,0.09,0.21,13.7,0,0,0,5.7,5.7,0.16,-2.7,-2.7,La Liga,2020-2021
Cádiz,Augusto Fernández,ARG,MF,34,1986,4.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,La Liga,2020-2021
Cádiz,Bobby Adekanye,NED,"FW,MF",21,1999,0.4,0,1,0,0.0,2.50,0.00,0.00,,17.1,0,0,0,0.3,0.3,0.34,-0.3,-0.3,La Liga,2020-2021
Cádiz,Cala,ESP,DF,30,1989,25.2,3,14,5,35.7,0.55,0.20,0.21,0.60,13.4,0,0,0,1.9,1.9,0.14,+1.1,+1.1,La Liga,2020-2021
Cádiz,Carlos Akapo,EQG,DF,27,1993,9.6,1,2,1,50.0,0.21,0.10,0.50,1.00,23.4,0,0,0,0.3,0.3,0.17,+0.7,+0.7,La Liga,2020-2021
Cádiz,David Gil,ESP,GK,26,1994,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,La Liga,2020-2021
Cádiz,Fali,ESP,"DF,MF",26,1993,29.3,0,10,2,20.0,0.34,0.07,0.00,0.00,13.0,1,0,0,0.7,0.7,0.07,-0.7,-0.7,La Liga,2020-2021
Cádiz,Filip Malbašić,SRB,"FW,MF",27,1992,9.6,0,9,1,11.1,0.94,0.10,0.00,0.00,17.5,0,0,0,0.8,0.8,0.08,-0.8,-0.8,La Liga,2020-2021
Cádiz,Isaac Carcelen,ESP,DF,27,1993,28.7,0,11,3,27.3,0.38,0.10,0.00,0.00,26.3,6,0,0,0.5,0.5,0.05,-0.5,-0.5,La Liga,2020-2021
Cádiz,Ivan Šaponjić,SRB,FW,22,1997,4.3,1,10,5,50.0,2.32,1.16,0.00,0.00,11.1,0,1,1,2.2,1.4,0.14,-1.2,-1.4,La Liga,2020-2021
Cádiz,Iván Alejo,ESP,"MF,FW",25,1995,9.2,1,13,4,30.8,1.41,0.44,0.08,0.25,17.9,1,0,0,1.1,1.1,0.08,-0.1,-0.1,La Liga,2020-2021
Cádiz,Jairo Izquierdo,ESP,"MF,DF",26,1993,14.2,1,10,3,30.0,0.70,0.21,0.10,0.33,21.7,0,0,0,0.8,0.8,0.08,+0.2,+0.2,La Liga,2020-2021
Cádiz,Jens Jønsson,DEN,MF,27,1993,29.1,0,15,2,13.3,0.52,0.07,0.00,0.00,19.0,0,0,0,0.9,0.9,0.06,-0.9,-0.9,La Liga,2020-2021
Cádiz,Jeremías Ledesma,ARG,GK,27,1993,32.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,La Liga,2020-2021
Cádiz,Jon Ander Garrido,ESP,MF,30,1989,8.9,0,5,1,20.0,0.56,0.11,0.00,0.00,14.4,0,0,0,0.3,0.3,0.06,-0.3,-0.3,La Liga,2020-2021
Cádiz,Jorge Pombo,ESP,"FW,MF",26,1994,5.8,1,14,4,28.6,2.41,0.69,0.07,0.25,20.7,0,0,0,1.1,1.1,0.08,-0.1,-0.1,La Liga,2020-2021
Cádiz,José Mari,ESP,MF,32,1987,16.1,1,16,3,18.8,0.99,0.19,0.00,0.00,27.9,0,1,1,1.2,0.4,0.03,-0.2,-0.4,La Liga,2020-2021
Cádiz,Marc Baró,ESP,DF,20,1999,1.0,0,1,1,100.0,1.00,1.00,0.00,0.00,22.6,0,0,0,0.0,0.0,0.03,0.0,0.0,La Liga,2020-2021
Cádiz,Marcos Mauro López Gutiérrez,ARG,DF,29,1991,20.3,2,6,4,66.7,0.30,0.20,0.33,0.50,8.4,0,0,0,1.5,1.5,0.25,+0.5,+0.5,La Liga,2020-2021
Cádiz,Nano,ESP,FW,25,1995,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,La Liga,2020-2021
Cádiz,Nieto,ESP,"FW,DF",22,1998,0.2,0,1,0,0.0,6.43,0.00,0.00,,6.1,0,0,0,0.1,0.1,0.09,-0.1,-0.1,La Liga,2020-2021
Cádiz,Pedro Alcalá,ESP,DF,31,1989,10.1,0,2,0,0.0,0.20,0.00,0.00,,14.6,0,0,0,0.1,0.1,0.06,-0.1,-0.1,La Liga,2020-2021
Cádiz,Rubén Sobrino,ESP,"FW,MF",28,1992,12.4,1,9,5,55.6,0.73,0.40,0.11,0.20,11.8,0,0,0,2.0,2.0,0.22,-1.0,-1.0,La Liga,2020-2021
Cádiz,Salvi,ESP,"MF,FW",29,1991,21.5,2,17,5,29.4,0.79,0.23,0.12,0.40,19.2,0,0,0,2.0,2.0,0.12,0.0,0.0,La Liga,2020-2021
Cádiz,Sergio González,ESP,"MF,DF",23,1997,1.0,0,1,0,0.0,1.00,0.00,0.00,,5.2,0,0,0,0.1,0.1,0.10,-0.1,-0.1,La Liga,2020-2021
Cádiz,Yann Bodiger,FRA,MF,25,1995,2.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,La Liga,2020-2021
Cádiz,Álex Fernández,ESP,MF,27,1992,21.6,4,8,2,25.0,0.37,0.09,0.25,1.00,19.3,0,2,2,3.3,1.8,0.22,+0.7,+0.2,La Liga,2020-2021
Cádiz,Álex Martín,ESP,DF,22,1998,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,La Liga,2020-2021
Cádiz,Álvaro Bastida,ESP,MF,16,2004,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,La Liga,2020-2021
Cádiz,Álvaro Giménez,ESP,FW,29,1991,4.5,2,5,2,40.0,1.11,0.44,0.40,1.00,10.9,0,0,0,1.3,1.3,0.26,+0.7,+0.7,La Liga,2020-2021
Cádiz,Álvaro Negredo,ESP,FW,34,1985,24.4,8,48,20,41.7,1.97,0.82,0.17,0.40,15.4,2,0,0,5.7,5.7,0.12,+2.3,+2.3,La Liga,2020-2021
Eibar,Aleix García,ESP,MF,23,1997,4.9,0,3,1,33.3,0.62,0.21,0.00,0.00,25.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1,La Liga,2020-2021
Eibar,Alejandro Pozo Pozo,ESP,"DF,MF",21,1999,24.3,0,11,1,9.1,0.45,0.04,0.00,0.00,23.6,0,0,0,0.4,0.4,0.04,-0.4,-0.4,La Liga,2020-2021
Eibar,Anaitz Arbilla,ESP,DF,33,1987,31.2,0,27,2,7.4,0.87,0.06,0.00,0.00,27.1,5,0,0,1.8,1.8,0.07,-1.8,-1.8,La Liga,2020-2021
Eibar,Bryan,ESP,"MF,FW",19,2001,25.2,4,40,16,40.0,1.59,0.64,0.10,0.25,17.4,1,0,0,3.6,3.4,0.08,+0.4,+0.6,La Liga,2020-2021
Eibar,Damian Kądzior,POL,"FW,MF",28,1992,2.2,0,5,1,20.0,2.31,0.46,0.00,0.00,21.9,1,0,0,0.2,0.2,0.04,-0.2,-0.2,La Liga,2020-2021
Eibar,Edu Expósito,ESP,MF,23,1996,27.3,0,41,8,19.5,1.50,0.29,0.00,0.00,23.8,0,0,2,3.3,1.7,0.04,-3.3,-1.7,La Liga,2020-2021
Eibar,Esteban Burgos,ARG,DF,28,1992,12.3,3,3,2,66.7,0.24,0.16,0.33,0.50,20.3,0,2,3,3.3,1.0,0.33,-0.3,0.0,La Liga,2020-2021
Eibar,Eñaut Mendía,ESP,FW,21,1999,0.7,0,1,0,0.0,1.48,0.00,0.00,,27.0,0,0,0,0.0,0.0,0.03,0.0,0.0,La Liga,2020-2021
Eibar,José Ángel,ESP,DF,30,1989,10.0,0,2,0,0.0,0.20,0.00,0.00,,30.2,0,0,0,0.0,0.0,0.02,0.0,0.0,La Liga,2020-2021
Eibar,Kike,ESP,FW,30,1989,34.3,12,87,34,39.1,2.54,0.99,0.14,0.35,13.7,1,0,0,10.8,10.8,0.13,+1.2,+1.2,La Liga,2020-2021
Eibar,Kévin Rodrigues,POR,"DF,MF",26,1994,12.2,1,10,4,40.0,0.82,0.33,0.10,0.25,20.9,0,0,0,0.8,0.8,0.08,+0.2,+0.2,La Liga,2020-2021
Eibar,Marko Dmitrović,SRB,GK,28,1992,34.7,1,1,0,0.0,0.03,0.00,0.00,,46.8,0,1,2,1.6,0.0,0.04,-0.6,0.0,La Liga,2020-2021
Eibar,Miguel Atienza,ESP,MF,21,1999,9.3,0,5,0,0.0,0.54,0.00,0.00,,15.1,0,0,0,0.3,0.3,0.06,-0.3,-0.3,La Liga,2020-2021
Eibar,Papakouli Diop,SEN,MF,34,1986,25.8,1,28,9,32.1,1.08,0.35,0.04,0.11,18.7,0,0,0,1.7,1.6,0.06,-0.7,-0.6,La Liga,2020-2021
Eibar,Paulo Oliveira,POR,DF,28,1992,29.3,0,13,3,23.1,0.44,0.10,0.00,0.00,11.5,0,0,0,0.9,0.9,0.07,-0.9,-0.9,La Liga,2020-2021
Eibar,Pedro Bigas,ESP,DF,29,1990,17.0,0,10,0,0.0,0.59,0.00,0.00,,13.6,0,0,0,0.9,0.9,0.09,-0.9,-0.9,La Liga,2020-2021
Eibar,Pedro León,ESP,"MF,FW",33,1986,10.4,1,19,5,26.3,1.83,0.48,0.05,0.20,24.2,5,0,0,1.3,1.3,0.07,-0.3,-0.3,La Liga,2020-2021
Eibar,Quique,ESP,"FW,MF",30,1990,1.9,0,4,1,25.0,2.16,0.54,0.00,0.00,14.7,0,0,0,0.2,0.2,0.06,-0.2,-0.2,La Liga,2020-2021
Eibar,Rafa Soares,POR,DF,25,1995,12.6,0,2,0,0.0,0.16,0.00,0.00,,18.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1,La Liga,2020-2021
Eibar,Recio,ESP,MF,29,1991,8.2,1,13,2,15.4,1.59,0.25,0.00,0.00,21.7,1,1,1,1.3,0.6,0.04,-0.3,-0.6,La Liga,2020-2021
Eibar,Rober Correa,ESP,DF,27,1992,12.6,0,6,0,0.0,0.48,0.00,0.00,,22.9,0,0,0,0.3,0.3,0.04,-0.3,-0.3,La Liga,2020-2021
Eibar,Sergi Enrich,ESP,FW,30,1990,15.6,3,44,13,29.5,2.82,0.83,0.07,0.23,9.9,0,0,1,7.8,7.0,0.16,-4.8,-4.0,La Liga,2020-2021
Eibar,Sergio Cubero Ezcurra,ESP,MF,20,1999,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,La Liga,2020-2021
Eibar,Sergio Álvarez,ESP,"MF,DF",28,1992,17.4,0,6,2,33.3,0.34,0.11,0.00,0.00,17.5,0,0,0,0.4,0.4,0.07,-0.4,-0.4,La Liga,2020-2021
Eibar,Takashi Inui,JPN,"MF,FW",32,1988,20.2,1,37,17,45.9,1.83,0.84,0.03,0.06,20.2,0,0,0,2.4,2.4,0.07,-1.4,-1.4,La Liga,2020-2021
Eibar,Unai Arietaleanizbeaskoa,ESP,"FW,MF",21,1999,0.5,0,1,0,0.0,1.91,0.00,0.00,,30.3,0,0,0,0.0,0.0,0.02,0.0,0.0,La Liga,2020-2021
Eibar,Unai Dufur,ESP,DF,21,1999,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,La Liga,2020-2021
Eibar,Yoel,ESP,GK,31,1988,3.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,La Liga,2020-2021
Eibar,Yoshinori Mutō,JPN,"FW,MF",28,1992,12.5,1,22,5,22.7,1.76,0.40,0.05,0.20,15.6,0,0,0,2.5,2.5,0.11,-1.5,-1.5,La Liga,2020-2021
Eibar,Álvaro Tejero,ESP,DF,24,1996,1.2,0,2,1,50.0,1.64,0.82,0.00,0.00,27.1,0,0,0,0.0,0.0,0.02,0.0,0.0,La Liga,2020-2021
Elche,Antonio Barragán,ESP,DF,33,1987,24.8,0,6,0,0.0,0.24,0.00,0.00,,12.3,0,0,0,0.9,0.9,0.15,-0.9,-0.9,La Liga,2020-2021
Elche,Cifu,ESP,DF,29,1990,5.0,0,3,0,0.0,0.60,0.00,0.00,,22.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,La Liga,2020-2021
Elche,Dani Calvo,ESP,DF,26,1994,19.8,2,8,4,50.0,0.40,0.20,0.25,0.50,10.4,0,0,0,1.3,1.3,0.16,+0.7,+0.7,La Liga,2020-2021
Elche,Diego González,ESP,DF,25,1995,14.2,1,5,2,40.0,0.35,0.14,0.20,0.50,11.4,0,0,0,0.4,0.4,0.07,+0.6,+0.6,La Liga,2020-2021
Elche,Emiliano Rigoni,ARG,MF,27,1993,12.7,1,16,7,43.8,1.26,0.55,0.06,0.14,20.6,4,0,0,2.4,2.4,0.15,-1.4,-1.4,La Liga,2020-2021
Elche,Fidel,ESP,"MF,DF",30,1989,26.6,6,15,6,40.0,0.56,0.23,0.27,0.67,20.9,3,2,3,4.3,1.9,0.13,+1.7,+2.1,La Liga,2020-2021
Elche,Gonzalo Verdú,ESP,DF,31,1988,32.7,0,11,4,36.4,0.34,0.12,0.00,0.00,12.6,2,0,0,1.6,1.6,0.15,-1.6,-1.6,La Liga,2020-2021
Elche,Guido Carrillo,ARG,FW,29,1991,11.1,3,26,7,26.9,2.34,0.63,0.12,0.43,13.0,0,0,0,2.5,2.5,0.10,+0.5,+0.5,La Liga,2020-2021
Elche,Helibelton Palacios,COL,DF,27,1993,8.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,La Liga,2020-2021
Elche,Iván Marcone,ARG,MF,30,1990,29.4,0,2,0,0.0,0.07,0.00,0.00,,18.4,0,0,0,0.1,0.1,0.05,-0.1,-0.1,La Liga,2020-2021
Elche,Jeison Lucumí,COL,MF,25,1995,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,La Liga,2020-2021
Elche,Johan Mojica,COL,DF,27,1992,13.4,0,7,2,28.6,0.52,0.15,0.00,0.00,27.7,0,0,0,0.2,0.2,0.03,-0.2,-0.2,La Liga,2020-2021
Elche,John Donald,ESP,"DF,MF",19,2000,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,La Liga,2020-2021
Elche,Jony Álamo,ESP,MF,18,2001,0.8,0,1,0,0.0,1.23,0.00,0.00,,26.1,0,0,0,0.0,0.0,0.03,0.0,0.0,La Liga,2020-2021
Elche,Josan,ESP,"MF,DF",30,1989,21.4,4,15,8,53.3,0.70,0.37,0.27,0.50,16.4,0,0,0,1.2,1.2,0.08,+2.8,+2.8,La Liga,2020-2021
Elche,Josema,ESP,DF,24,1996,21.8,0,6,0,0.0,0.27,0.00,0.00,,18.9,0,0,0,0.3,0.3,0.06,-0.3,-0.3,La Liga,2020-2021
Elche,Juan Sánchez Miño,ARG,"DF,MF",30,1990,5.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,La Liga,2020-2021
Elche,Lucas Boyé,ARG,FW,24,1996,29.9,7,58,22,37.9,1.94,0.73,0.12,0.32,16.6,3,0,0,5.2,5.2,0.09,+1.8,+1.8,La Liga,2020-2021
Elche,Luismi,ESP,"MF,DF",28,1992,1.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,La Liga,2020-2021
Elche,Nino,ESP,"FW,MF",40,1980,3.2,0,3,1,33.3,0.95,0.32,0.00,0.00,12.8,0,0,0,0.6,0.6,0.21,-0.6,-0.6,La Liga,2020-2021
Elche,Omenuke Mfulu,COD,MF,26,1994,8.8,0,3,0,0.0,0.34,0.00,0.00,,20.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1,La Liga,2020-2021
Elche,Pablo Piatti,ARG,"MF,FW",31,1989,4.0,0,4,3,75.0,1.00,0.75,0.00,0.00,22.1,0,0,0,0.5,0.5,0.13,-0.5,-0.5,La Liga,2020-2021
Elche,Paulo Gazzaniga,ARG,GK,28,1992,8.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,La Liga,2020-2021
Elche,Pere Milla,ESP,"FW,MF",27,1992,22.0,4,30,11,36.7,1.36,0.50,0.13,0.36,12.1,0,0,0,5.0,5.0,0.17,-1.0,-1.0,La Liga,2020-2021
Elche,Ramón Folch,ESP,MF,30,1989,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,La Liga,2020-2021
Elche,Raúl Guti,ESP,MF,23,1996,31.8,3,27,6,22.2,0.85,0.19,0.11,0.50,22.6,0,0,0,1.8,1.8,0.07,+1.2,+1.2,La Liga,2020-2021
Elche,Tete Morente,ESP,"MF,FW",23,1996,22.4,2,19,3,15.8,0.85,0.13,0.11,0.67,16.5,0,0,0,1.7,1.7,0.09,+0.3,+0.3,La Liga,2020-2021
Elche,Víctor Rodríguez,ESP,MF,31,1989,4.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,La Liga,2020-2021
Elche,Youssouf Koné,MLI,"DF,MF",25,1995,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,La Liga,2020-2021
Elche,Édgar Badía,ESP,GK,28,1992,30.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,La Liga,2020-2021
Getafe,Abdoulay Diaby,MLI,DF,29,1991,0.2,0,1,0,0.0,5.00,0.00,0.00,,15.0,0,0,0,0.3,0.3,0.26,-0.3,-0.3,La Liga,2020-2021
Getafe,Allan Nyom,CMR,"MF,DF",32,1988,25.8,0,10,2,20.0,0.39,0.08,0.00,0.00,14.0,0,0,0,1.0,1.0,0.10,-1.0,-1.0,La Liga,2020-2021
Getafe,Ante Palaversa,CRO,MF,20,2000,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,La Liga,2020-2021
Getafe,Carles Aleñá,ESP,"MF,FW",22,1998,15.2,2,30,8,26.7,1.98,0.53,0.07,0.25,22.0,0,0,0,1.7,1.7,0.06,+0.3,+0.3,La Liga,2020-2021
Getafe,Chema,ESP,"DF,MF",28,1992,6.2,0,3,1,33.3,0.48,0.16,0.00,0.00,28.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,La Liga,2020-2021
Getafe,Cucho,COL,"FW,MF",21,1999,16.3,2,28,11,39.3,1.72,0.68,0.07,0.18,16.0,1,0,0,2.7,2.7,0.10,-0.7,-0.7,La Liga,2020-2021
Getafe,Damián Suárez,URU,DF,32,1988,27.0,1,10,2,20.0,0.37,0.07,0.10,0.50,31.6,2,0,0,0.3,0.3,0.03,+0.7,+0.7,La Liga,2020-2021
Getafe,Darío Poveda,ESP,FW,23,1997,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,La Liga,2020-2021
Getafe,David Soria,ESP,GK,27,1993,28.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,La Liga,2020-2021
Getafe,David Timor,ESP,"MF,DF",30,1989,15.5,0,17,4,23.5,1.10,0.26,0.00,0.00,33.8,9,0,0,0.6,0.6,0.03,-0.6,-0.6,La Liga,2020-2021
Getafe,Djené,TOG,DF,28,1991,32.7,0,2,0,0.0,0.06,0.00,0.00,,9.9,0,0,0,0.2,0.2,0.09,-0.2,-0.2,La Liga,2020-2021
Getafe,Emmanuel Amankwaa Akurugu,GHA,DF,18,2001,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,La Liga,2020-2021
Getafe,Enes Ünal,TUR,FW,23,1997,14.6,4,37,8,21.6,2.53,0.55,0.08,0.38,13.9,2,1,1,4.8,4.0,0.11,-0.8,-1.0,La Liga,2020-2021
Getafe,Erick Cabaco,URU,DF,25,1995,14.7,0,5,0,0.0,0.34,0.00,0.00,,10.9,0,0,0,0.5,0.5,0.09,-0.5,-0.5,La Liga,2020-2021
Getafe,Francisco Portillo,ESP,"MF,FW",30,1990,4.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,La Liga,2020-2021
Getafe,Iglesias,ESP,"DF,MF",22,1998,6.7,0,4,1,25.0,0.60,0.15,0.00,0.00,32.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1,La Liga,2020-2021
Getafe,Jaime Mata,ESP,FW,31,1988,22.6,5,38,15,39.5,1.68,0.66,0.11,0.27,12.4,0,1,2,7.0,5.5,0.15,-2.0,-1.5,La Liga,2020-2021
Getafe,John Joe,IRL,"MF,FW",16,2003,0.7,0,2,0,0.0,2.77,0.00,0.00,,18.4,0,0,0,0.2,0.2,0.11,-0.2,-0.2,La Liga,2020-2021
Getafe,José Antonio Miranda,EQG,"MF,DF",22,1998,0.3,0,1,0,0.0,3.46,0.00,0.00,,7.6,0,0,0,0.1,0.1,0.06,-0.1,-0.1,La Liga,2020-2021
Getafe,Mamor Niang,SEN,"MF,FW",18,2002,0.2,0,1,0,0.0,4.09,0.00,0.00,,11.1,0,0,0,0.1,0.1,0.07,-0.1,-0.1,La Liga,2020-2021
Getafe,Marc Cucurella,ESP,MF,22,1998,36.0,3,26,8,30.8,0.72,0.22,0.12,0.38,18.6,0,0,0,1.9,1.8,0.07,+1.1,+1.2,La Liga,2020-2021
Getafe,Mathías Olivera,URU,DF,22,1997,29.0,0,19,4,21.1,0.65,0.14,0.00,0.00,12.9,0,0,0,2.5,2.5,0.13,-2.5,-2.5,La Liga,2020-2021
Getafe,Mauro Arambarri,URU,MF,24,1995,33.1,3,46,9,19.6,1.39,0.27,0.07,0.33,26.5,6,0,0,2.1,2.1,0.05,+0.9,+0.9,La Liga,2020-2021
Getafe,Nemanja Maksimović,SRB,MF,25,1995,30.3,1,17,4,23.5,0.56,0.13,0.06,0.25,15.6,0,0,0,2.0,2.0,0.12,-1.0,-1.0,La Liga,2020-2021
Getafe,Rubén Yáñez,ESP,GK,26,1993,10.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,La Liga,2020-2021
Getafe,Sabit Abdulai,GHA,MF,21,1999,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,La Liga,2020-2021
Getafe,Sofian Chakla,MAR,DF,26,1993,10.0,0,3,1,33.3,0.30,0.10,0.00,0.00,10.9,0,0,0,0.3,0.3,0.08,-0.3,-0.3,La Liga,2020-2021
Getafe,Takefusa Kubo,JPN,"MF,FW",19,2001,8.9,1,15,7,46.7,1.68,0.78,0.07,0.14,19.0,4,0,0,0.7,0.7,0.05,+0.3,+0.3,La Liga,2020-2021
Getafe,Victor Mollejo,ESP,"MF,DF",19,2001,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,La Liga,2020-2021
Getafe,Xabier Etxeita,ESP,DF,32,1987,9.8,0,4,0,0.0,0.41,0.00,0.00,,8.8,0,0,0,0.4,0.4,0.10,-0.4,-0.4,La Liga,2020-2021
Getafe,Ángel Rodríguez,ESP,"FW,MF",33,1987,15.3,5,36,12,33.3,2.36,0.79,0.11,0.33,16.9,0,1,2,5.7,4.1,0.11,-0.7,-0.1,La Liga,2020-2021
Granada,Aarón Escandell,ESP,GK,24,1995,5.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,La Liga,2020-2021
Granada,Adrián Marín,ESP,"DF,MF",23,1997,3.0,0,1,0,0.0,0.33,0.00,0.00,,21.2,0,0,0,0.1,0.1,0.06,-0.1,-0.1,La Liga,2020-2021
Granada,Alberto Soro,ESP,"FW,MF",21,1999,4.4,1,2,1,50.0,0.46,0.23,0.50,1.00,11.3,0,0,0,0.7,0.7,0.37,+0.3,+0.3,La Liga,2020-2021
Granada,Antonio Puertas,ESP,"FW,MF",28,1992,24.1,3,26,11,42.3,1.08,0.46,0.12,0.27,16.8,0,0,0,3.3,3.3,0.13,-0.3,-0.3,La Liga,2020-2021
Granada,Barcia,ESP,DF,19,2000,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,La Liga,2020-2021
Granada,Carlos Neva,ESP,DF,24,1996,20.0,0,8,1,12.5,0.40,0.05,0.00,0.00,22.4,0,0,0,0.5,0.5,0.07,-0.5,-0.5,La Liga,2020-2021
Granada,Dani Plomer,ESP,FW,21,1998,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,La Liga,2020-2021
Granada,Darwin Machís,VEN,"FW,MF",27,1993,22.5,5,47,20,42.6,2.09,0.89,0.11,0.25,21.4,5,0,1,5.1,4.3,0.10,-0.1,+0.7,La Liga,2020-2021
Granada,Dimitri Foulquier,FRA,DF,27,1993,29.6,0,8,4,50.0,0.27,0.14,0.00,0.00,14.4,0,0,0,0.8,0.8,0.10,-0.8,-0.8,La Liga,2020-2021
Granada,Domingos Duarte,POR,DF,25,1995,26.3,1,6,2,33.3,0.23,0.08,0.17,0.50,8.4,0,0,0,1.4,1.4,0.23,-0.4,-0.4,La Liga,2020-2021
