team,player,Nation,Pos,Age,Born,90s,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,League,Season
,,,,,,,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,,
Eint Frankfurt,Aymen Barkok,MAR,"FW,MF",19,1998,3.5,0,3,0,0.0,0.86,0.00,0.00,,23.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Bundesliga,2017-2018
Eint Frankfurt,Branimir Hrgota,SWE,"MF,FW",24,1993,2.2,0,3,2,66.7,1.38,0.92,0.00,0.00,15.3,0,0,0,0.5,0.5,0.15,-0.5,-0.5,Bundesliga,2017-2018
Eint Frankfurt,Carlos Salcedo,MEX,DF,23,1993,17.9,0,5,2,40.0,0.28,0.11,0.00,0.00,24.0,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Bundesliga,2017-2018
Eint Frankfurt,Daichi Kamada,JPN,"MF,FW",20,1996,1.6,0,2,0,0.0,1.25,0.00,0.00,,15.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Bundesliga,2017-2018
Eint Frankfurt,Danny Blum,GER,"MF,DF",26,1991,0.3,1,2,1,50.0,6.21,3.10,0.50,1.00,12.7,0,0,0,0.5,0.5,0.27,+0.5,+0.5,Bundesliga,2017-2018
Eint Frankfurt,Danny da Costa,GER,"DF,FW",24,1993,13.4,1,9,2,22.2,0.67,0.15,0.11,0.50,11.4,0,0,0,0.8,0.8,0.09,+0.2,+0.2,Bundesliga,2017-2018
Eint Frankfurt,David Abraham,ARG,DF,31,1986,25.6,0,7,1,14.3,0.27,0.04,0.00,0.00,19.2,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Bundesliga,2017-2018
Eint Frankfurt,Gelson Fernandes,SUI,MF,30,1986,11.5,0,1,1,100.0,0.09,0.09,0.00,0.00,21.0,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Bundesliga,2017-2018
Eint Frankfurt,Jetro Willems,NED,"FW,DF",23,1994,18.5,0,21,9,42.9,1.14,0.49,0.00,0.00,21.2,4,0,0,1.9,1.9,0.09,-1.9,-1.9,Bundesliga,2017-2018
Eint Frankfurt,Jonathan de Guzmán,NED,MF,29,1987,12.1,0,11,4,36.4,0.91,0.33,0.00,0.00,21.3,2,0,0,1.1,1.1,0.10,-1.1,-1.1,Bundesliga,2017-2018
Eint Frankfurt,Kevin-Prince Boateng,GHA,"MF,FW",30,1987,26.2,6,46,16,34.8,1.76,0.61,0.13,0.38,17.1,1,0,0,4.7,4.7,0.10,+1.3,+1.3,Bundesliga,2017-2018
Eint Frankfurt,Luka Jović,SRB,FW,19,1997,10.4,8,38,15,39.5,3.65,1.44,0.21,0.53,12.2,0,0,0,8.1,8.1,0.21,-0.1,-0.1,Bundesliga,2017-2018
Eint Frankfurt,Lukáš Hrádecký,FIN,GK,27,1989,34.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Bundesliga,2017-2018
Eint Frankfurt,Makoto Hasebe,JPN,"DF,MF",33,1984,23.2,0,2,1,50.0,0.09,0.04,0.00,0.00,26.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Bundesliga,2017-2018
Eint Frankfurt,Marc Stendera,GER,MF,21,1995,4.1,0,8,1,12.5,1.94,0.24,0.00,0.00,23.4,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Bundesliga,2017-2018
Eint Frankfurt,Marco Fabián,MEX,"MF,FW",28,1989,4.7,1,17,4,23.5,3.63,0.85,0.06,0.25,23.0,0,0,0,1.2,1.2,0.07,-0.2,-0.2,Bundesliga,2017-2018
Eint Frankfurt,Marco Russ,GER,DF,31,1985,12.7,1,7,5,71.4,0.55,0.39,0.14,0.20,10.3,0,0,0,0.5,0.5,0.08,+0.5,+0.5,Bundesliga,2017-2018
Eint Frankfurt,Marijan Ćavar,BIH,MF,19,1998,0.4,0,1,0,0.0,2.81,0.00,0.00,,28.7,0,0,0,0.0,0.0,0.03,0.0,0.0,Bundesliga,2017-2018
Eint Frankfurt,Marius Wolf,GER,"MF,FW",22,1995,26.3,5,35,15,42.9,1.33,0.57,0.14,0.33,18.9,1,0,0,3.3,3.3,0.10,+1.7,+1.7,Bundesliga,2017-2018
Eint Frankfurt,Mijat Gaćinović,SRB,"MF,FW",22,1995,20.2,1,37,17,45.9,1.83,0.84,0.03,0.06,19.5,0,0,0,3.0,3.0,0.08,-2.0,-2.0,Bundesliga,2017-2018
Eint Frankfurt,Omar Mascarell,ESP,MF,24,1993,8.6,1,4,2,50.0,0.47,0.23,0.25,0.50,21.3,0,0,0,0.4,0.4,0.09,+0.6,+0.6,Bundesliga,2017-2018
Eint Frankfurt,Simon Falette,GUI,DF,25,1992,24.6,1,16,2,12.5,0.65,0.08,0.06,0.50,13.6,0,0,0,1.6,1.6,0.10,-0.6,-0.6,Bundesliga,2017-2018
Eint Frankfurt,Slobodan Medojević,SRB,MF,26,1990,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Bundesliga,2017-2018
Eint Frankfurt,Sébastien Haller,CIV,FW,23,1994,26.1,9,39,14,35.9,1.50,0.54,0.18,0.50,13.3,0,2,2,7.4,5.8,0.15,+1.6,+1.2,Bundesliga,2017-2018
Eint Frankfurt,Taleb Tawatha,ISR,"DF,MF",25,1992,4.9,0,3,0,0.0,0.61,0.00,0.00,,22.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Bundesliga,2017-2018
Eint Frankfurt,Timothy Chandler,USA,"DF,FW",27,1990,21.0,2,24,7,29.2,1.14,0.33,0.08,0.29,16.2,0,0,0,1.6,1.6,0.07,+0.4,+0.4,Bundesliga,2017-2018
Freiburg,Alexander Schwolow,GER,GK,25,1992,32.3,0,1,0,0.0,0.03,0.00,0.00,,14.8,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Bundesliga,2017-2018
Freiburg,Amir Abrashi,ALB,MF,27,1990,9.4,0,5,0,0.0,0.53,0.00,0.00,,22.2,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Bundesliga,2017-2018
Freiburg,Bartosz Kapustka,POL,"FW,MF",20,1996,2.6,1,4,2,50.0,1.53,0.77,0.25,0.50,19.5,0,0,0,0.2,0.2,0.04,+0.8,+0.8,Bundesliga,2017-2018
Freiburg,Caleb Stanko,USA,DF,24,1993,2.1,0,1,0,0.0,0.47,0.00,0.00,,24.6,0,0,0,0.0,0.0,0.02,0.0,0.0,Bundesliga,2017-2018
Freiburg,Christian Günter,GER,"DF,MF",24,1993,34.0,1,25,8,32.0,0.74,0.24,0.04,0.13,24.8,2,0,1,1.9,1.1,0.05,-0.9,-0.1,Bundesliga,2017-2018
Freiburg,Florian Kath,GER,"FW,MF",22,1994,7.5,1,16,4,25.0,2.14,0.53,0.06,0.25,20.5,0,0,0,1.2,1.2,0.07,-0.2,-0.2,Bundesliga,2017-2018
Freiburg,Florian Niederlechner,GER,"FW,MF",26,1990,7.7,2,23,7,30.4,2.97,0.90,0.09,0.29,15.7,0,0,1,3.1,2.3,0.10,-1.1,-0.3,Bundesliga,2017-2018
Freiburg,Janik Haberer,GER,"MF,FW",23,1994,30.5,3,41,15,36.6,1.34,0.49,0.05,0.13,20.7,0,1,2,4.9,3.3,0.08,-1.9,-1.3,Bundesliga,2017-2018
Freiburg,Julian Schuster,GER,"DF,MF",32,1985,14.5,0,12,1,8.3,0.83,0.07,0.00,0.00,31.2,8,0,0,0.6,0.6,0.05,-0.6,-0.6,Bundesliga,2017-2018
Freiburg,Karim Guédé,SVK,FW,32,1985,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Bundesliga,2017-2018
Freiburg,Lucas Höler,GER,"FW,MF",23,1994,10.1,1,13,5,38.5,1.29,0.50,0.08,0.20,16.3,0,0,0,2.3,2.3,0.18,-1.3,-1.3,Bundesliga,2017-2018
Freiburg,Lukas Kübler,GER,"DF,MF",24,1992,12.8,0,4,1,25.0,0.31,0.08,0.00,0.00,24.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Bundesliga,2017-2018
Freiburg,Manuel Gulde,GER,DF,26,1991,17.0,1,8,3,37.5,0.47,0.18,0.13,0.33,9.2,0,0,0,1.2,1.2,0.15,-0.2,-0.2,Bundesliga,2017-2018
Freiburg,Marc-Oliver Kempf,GER,DF,22,1995,10.0,0,5,1,20.0,0.50,0.10,0.00,0.00,18.5,1,0,0,0.5,0.5,0.09,-0.5,-0.5,Bundesliga,2017-2018
Freiburg,Marco Terrazzino,GER,"MF,FW",26,1991,16.5,0,25,8,32.0,1.51,0.48,0.00,0.00,18.7,2,0,0,1.9,1.9,0.08,-1.9,-1.9,Bundesliga,2017-2018
Freiburg,Mike Frantz,GER,MF,30,1986,11.6,0,11,5,45.5,0.95,0.43,0.00,0.00,19.4,0,0,0,0.9,0.9,0.08,-0.9,-0.9,Bundesliga,2017-2018
Freiburg,Mohamed Dräger,TUN,"MF,FW",21,1996,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Bundesliga,2017-2018
Freiburg,Nicolas Höfler,GER,MF,27,1990,25.1,1,11,1,9.1,0.44,0.04,0.09,1.00,18.1,0,0,0,0.7,0.7,0.07,+0.3,+0.3,Bundesliga,2017-2018
Freiburg,Nils Petersen,GER,FW,28,1988,24.9,15,57,18,31.6,2.29,0.72,0.18,0.56,17.8,0,5,6,12.3,7.6,0.13,+2.7,+2.4,Bundesliga,2017-2018
Freiburg,Onur Bulut,TUR,FW,23,1994,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Bundesliga,2017-2018
Freiburg,Pascal Stenzel,GER,"MF,DF",21,1996,21.6,1,15,4,26.7,0.70,0.19,0.07,0.25,23.3,0,0,0,0.5,0.5,0.03,+0.5,+0.5,Bundesliga,2017-2018
Freiburg,Philipp Lienhart,AUT,DF,21,1996,9.6,0,2,0,0.0,0.21,0.00,0.00,,14.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Bundesliga,2017-2018
Freiburg,Rafał Gikiewicz,POL,GK,29,1987,1.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Bundesliga,2017-2018
Freiburg,Robin Koch,GER,"MF,DF",21,1996,21.3,2,13,5,38.5,0.61,0.23,0.15,0.40,15.9,0,0,0,0.9,0.9,0.07,+1.1,+1.1,Bundesliga,2017-2018
Freiburg,Ryan Kent,ENG,"FW,MF",20,1996,2.7,0,8,2,25.0,2.94,0.73,0.00,0.00,21.5,0,0,0,0.8,0.8,0.10,-0.8,-0.8,Bundesliga,2017-2018
Freiburg,Tim Kleindienst,GER,"FW,DF",21,1995,12.6,2,45,13,28.9,3.56,1.03,0.04,0.15,16.8,1,0,0,4.4,4.4,0.10,-2.4,-2.4,Bundesliga,2017-2018
Freiburg,Vincent Sierro,SUI,"MF,FW",21,1995,2.4,0,4,0,0.0,1.69,0.00,0.00,,21.4,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Bundesliga,2017-2018
Freiburg,Yoric Ravet,FRA,"FW,MF",27,1989,5.5,0,16,4,25.0,2.89,0.72,0.00,0.00,25.7,2,0,0,0.7,0.7,0.04,-0.7,-0.7,Bundesliga,2017-2018
Freiburg,Çağlar Söyüncü,TUR,DF,21,1996,23.9,1,9,3,33.3,0.38,0.13,0.11,0.33,21.3,1,0,0,0.8,0.8,0.09,+0.2,+0.2,Bundesliga,2017-2018
Hamburger SV,Aaron Hunt,GER,"MF,FW",30,1986,23.1,3,29,7,24.1,1.25,0.30,0.07,0.29,24.2,10,1,1,2.8,2.0,0.07,+0.2,0.0,Bundesliga,2017-2018
Hamburger SV,Albin Ekdal,SWE,MF,28,1989,12.3,0,8,1,12.5,0.65,0.08,0.00,0.00,15.1,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Bundesliga,2017-2018
Hamburger SV,André Hahn,GER,FW,26,1990,15.1,3,42,16,38.1,2.78,1.06,0.07,0.19,17.0,0,0,0,3.5,3.5,0.08,-0.5,-0.5,Bundesliga,2017-2018
Hamburger SV,Bakery Jatta,GAM,"MF,FW",19,1998,3.3,0,3,2,66.7,0.91,0.61,0.00,0.00,12.4,0,0,0,0.9,0.9,0.29,-0.9,-0.9,Bundesliga,2017-2018
Hamburger SV,Bobby Wood,USA,"FW,MF",24,1992,17.9,2,38,9,23.7,2.13,0.50,0.03,0.11,15.7,0,1,1,5.3,4.5,0.12,-3.3,-3.5,Bundesliga,2017-2018
Hamburger SV,Christian Mathenia,GER,GK,25,1992,24.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Bundesliga,2017-2018
Hamburger SV,Dennis Diekmeier,GER,DF,27,1989,20.8,0,6,2,33.3,0.29,0.10,0.00,0.00,17.0,0,0,0,0.6,0.6,0.10,-0.6,-0.6,Bundesliga,2017-2018
Hamburger SV,Douglas Santos,BRA,DF,23,1994,26.4,1,22,7,31.8,0.83,0.26,0.05,0.14,27.5,1,0,0,1.0,1.0,0.05,0.0,0.0,Bundesliga,2017-2018
Hamburger SV,Filip Kostić,SRB,"FW,MF",24,1992,27.1,5,64,27,42.2,2.36,1.00,0.08,0.19,19.8,3,0,2,8.2,6.7,0.10,-3.2,-1.7,Bundesliga,2017-2018
Hamburger SV,Gideon Jung,GER,"MF,DF",22,1994,28.6,1,7,2,28.6,0.25,0.07,0.14,0.50,20.1,0,0,0,0.4,0.4,0.06,+0.6,+0.6,Bundesliga,2017-2018
Hamburger SV,Gōtoku Sakai,JPN,"DF,MF",26,1991,25.4,0,18,5,27.8,0.71,0.20,0.00,0.00,24.2,0,0,0,0.7,0.7,0.04,-0.7,-0.7,Bundesliga,2017-2018
Hamburger SV,Jann-Fiete Arp,GER,"FW,MF",17,2000,9.4,2,17,7,41.2,1.80,0.74,0.12,0.29,15.1,0,0,0,1.8,1.8,0.11,+0.2,+0.2,Bundesliga,2017-2018
Hamburger SV,Josha Vagnoman,GER,MF,16,2000,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Bundesliga,2017-2018
Hamburger SV,Julian Pollersbeck,GER,GK,22,1994,10.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Bundesliga,2017-2018
Hamburger SV,Kyriakos Papadopoulos,GRE,DF,25,1992,29.0,1,23,6,26.1,0.79,0.21,0.04,0.17,11.9,1,0,0,1.5,1.5,0.07,-0.5,-0.5,Bundesliga,2017-2018
Hamburger SV,Lewis Holtby,GER,"MF,FW",26,1990,13.3,6,23,9,39.1,1.73,0.68,0.26,0.67,17.5,1,0,0,3.7,3.7,0.17,+2.3,+2.3,Bundesliga,2017-2018
Hamburger SV,Luca Waldschmidt,GER,"MF,FW",21,1996,8.8,1,31,10,32.3,3.51,1.13,0.03,0.10,18.0,1,0,0,2.6,2.2,0.07,-1.6,-1.2,Bundesliga,2017-2018
Hamburger SV,Mohamed Gouaida,TUN,MF,24,1993,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Bundesliga,2017-2018
Hamburger SV,Mërgim Mavraj,ALB,DF,31,1986,16.1,0,5,1,20.0,0.31,0.06,0.00,0.00,10.4,0,0,0,0.4,0.4,0.08,-0.4,-0.4,Bundesliga,2017-2018
Hamburger SV,Nicolai Müller,GER,"DF,MF",29,1987,1.1,1,1,1,100.0,0.89,0.89,1.00,1.00,10.2,0,0,0,0.1,0.1,0.06,+0.9,+0.9,Bundesliga,2017-2018
Hamburger SV,Rick van Drongelen,NED,DF,18,1998,16.0,0,5,1,20.0,0.31,0.06,0.00,0.00,9.8,0,0,0,0.6,0.6,0.11,-0.6,-0.6,Bundesliga,2017-2018
Hamburger SV,Sejad Salihović,BIH,MF,32,1984,4.1,1,8,2,25.0,1.95,0.49,0.00,0.00,32.0,0,1,1,1.0,0.2,0.03,0.0,-0.2,Bundesliga,2017-2018
Hamburger SV,Stephan Ambrosius,GHA,DF,18,1998,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Bundesliga,2017-2018
Hamburger SV,Sven Schipplock,GER,"FW,MF",28,1988,3.8,0,5,2,40.0,1.33,0.53,0.00,0.00,13.3,0,0,0,0.8,0.8,0.17,-0.8,-0.8,Bundesliga,2017-2018
Hamburger SV,Tatsuya Ito,JPN,"MF,FW",20,1997,11.2,0,12,4,33.3,1.07,0.36,0.00,0.00,17.0,0,0,0,0.9,0.9,0.08,-0.9,-0.9,Bundesliga,2017-2018
Hamburger SV,Törles Knöll,GER,"MF,FW",19,1997,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Bundesliga,2017-2018
Hamburger SV,Vasilije Janjicic,SUI,MF,18,1998,3.6,0,2,1,50.0,0.56,0.28,0.00,0.00,27.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Bundesliga,2017-2018
Hamburger SV,Ville Matti Steinmann,GER,MF,22,1995,6.6,0,3,1,33.3,0.45,0.15,0.00,0.00,13.2,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Bundesliga,2017-2018
Hamburger SV,Walace,BRA,MF,22,1995,14.6,1,18,6,33.3,1.23,0.41,0.06,0.17,25.4,0,0,0,0.8,0.8,0.04,+0.2,+0.2,Bundesliga,2017-2018
Hannover 96,Charlison Benschop,CUW,"MF,DF",27,1989,2.0,1,5,1,20.0,2.45,0.49,0.20,1.00,12.4,0,0,0,0.3,0.3,0.06,+0.7,+0.7,Bundesliga,2017-2018
Hannover 96,Felipe,BRA,DF,30,1987,5.1,0,1,0,0.0,0.20,0.00,0.00,,9.3,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Bundesliga,2017-2018
Hannover 96,Felix Klaus,GER,"MF,FW",24,1992,22.0,4,57,24,42.1,2.59,1.09,0.07,0.17,22.9,10,0,0,4.4,4.4,0.08,-0.4,-0.4,Bundesliga,2017-2018
Hannover 96,Florian Hübner,GER,DF,26,1991,3.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Bundesliga,2017-2018
Hannover 96,Ihlas Bebou,TOG,"MF,FW",23,1994,23.8,5,50,19,38.0,2.10,0.80,0.10,0.26,19.1,0,0,0,5.2,5.2,0.10,-0.2,-0.2,Bundesliga,2017-2018
Hannover 96,Iver Fossum,NOR,MF,21,1996,14.5,1,22,2,9.1,1.52,0.14,0.05,0.50,23.9,1,0,0,1.1,1.1,0.05,-0.1,-0.1,Bundesliga,2017-2018
Hannover 96,Jonathas,BRA,FW,28,1989,7.0,3,15,8,53.3,2.13,1.14,0.13,0.25,19.5,0,1,1,2.9,2.1,0.14,+0.1,-0.1,Bundesliga,2017-2018
Hannover 96,Josip Elez,CRO,DF,23,1994,8.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Bundesliga,2017-2018
Hannover 96,Julian Korb,GER,"DF,MF",25,1992,26.0,1,10,4,40.0,0.39,0.15,0.10,0.25,15.6,0,0,0,1.2,1.2,0.12,-0.2,-0.2,Bundesliga,2017-2018
Hannover 96,Kenan Karaman,TUR,"MF,FW",23,1994,9.5,1,18,3,16.7,1.89,0.32,0.06,0.33,16.8,0,0,0,1.9,1.9,0.11,-0.9,-0.9,Bundesliga,2017-2018
Hannover 96,Linton Maina,GER,MF,18,1999,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Bundesliga,2017-2018
Hannover 96,Manuel Schmiedebach,GER,MF,28,1988,1.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Bundesliga,2017-2018
Hannover 96,Martin Harnik,AUT,"FW,MF",30,1987,21.0,9,49,23,46.9,2.34,1.10,0.18,0.39,12.4,0,0,0,8.6,8.6,0.18,+0.4,+0.4,Bundesliga,2017-2018
Hannover 96,Marvin Bakalorz,GER,MF,27,1989,22.8,0,21,5,23.8,0.92,0.22,0.00,0.00,21.1,0,0,0,1.7,1.7,0.08,-1.7,-1.7,Bundesliga,2017-2018
Hannover 96,Matthias Ostrzolek,GER,"DF,MF",27,1990,26.4,0,15,2,13.3,0.57,0.08,0.00,0.00,20.2,0,0,0,0.7,0.7,0.04,-0.7,-0.7,Bundesliga,2017-2018
Hannover 96,Michael Esser,GER,GK,29,1987,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Bundesliga,2017-2018
Hannover 96,Miiko Albornoz,CHI,"DF,MF",26,1990,7.8,0,4,1,25.0,0.51,0.13,0.00,0.00,16.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Bundesliga,2017-2018
Hannover 96,Niclas Füllkrug,GER,FW,24,1993,26.5,14,83,29,34.9,3.13,1.09,0.13,0.38,16.3,1,3,4,11.9,8.7,0.10,+2.1,+2.3,Bundesliga,2017-2018
Hannover 96,Noah Joel Sarenren Bazee,NGA,"FW,MF",20,1996,1.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Bundesliga,2017-2018
Hannover 96,Oliver Sorg,GER,"DF,MF",27,1990,18.7,0,7,0,0.0,0.37,0.00,0.00,,22.9,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Bundesliga,2017-2018
Hannover 96,Philipp Tschauner,GER,GK,31,1985,31.0,0,1,0,0.0,0.03,0.00,0.00,,13.3,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Bundesliga,2017-2018
Hannover 96,Pirmin Schwegler,SUI,MF,30,1987,25.8,0,12,1,8.3,0.47,0.04,0.00,0.00,23.9,3,0,0,0.8,0.8,0.06,-0.8,-0.8,Bundesliga,2017-2018
Hannover 96,Salif Sané,SEN,DF,26,1990,32.0,4,28,10,35.7,0.88,0.31,0.14,0.40,18.1,2,0,0,1.9,1.9,0.07,+2.1,+2.1,Bundesliga,2017-2018
Hannover 96,Sebastian Maier,GER,MF,23,1993,2.9,0,5,2,40.0,1.70,0.68,0.00,0.00,30.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Bundesliga,2017-2018
Hannover 96,Timo Hübers,GER,DF,21,1996,5.0,0,4,1,25.0,0.80,0.20,0.00,0.00,9.4,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Bundesliga,2017-2018
Hannover 96,Waldemar Anton,GER,"DF,MF",21,1996,25.3,1,23,5,21.7,0.91,0.20,0.04,0.20,17.1,0,0,0,1.8,1.8,0.08,-0.8,-0.8,Bundesliga,2017-2018
Hertha BSC,Alexander Esswein,GER,"FW,MF",27,1990,6.9,2,9,6,66.7,1.31,0.88,0.22,0.33,17.7,0,0,0,0.9,0.9,0.09,+1.1,+1.1,Bundesliga,2017-2018
Hertha BSC,Arne Maier,GER,MF,18,1999,13.6,0,13,1,7.7,0.96,0.07,0.00,0.00,26.3,0,0,0,1.0,1.0,0.08,-1.0,-1.0,Bundesliga,2017-2018
Hertha BSC,Davie Selke,GER,FW,22,1995,21.0,10,46,21,45.7,2.20,1.00,0.20,0.43,13.9,0,1,1,7.7,6.9,0.16,+2.3,+2.1,Bundesliga,2017-2018
Hertha BSC,Fabian Lustenberger,SUI,"MF,DF",29,1988,17.6,0,3,0,0.0,0.17,0.00,0.00,,30.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Bundesliga,2017-2018
Hertha BSC,Genki Haraguchi,JPN,FW,26,1991,2.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Bundesliga,2017-2018
Hertha BSC,Jordan Torunarigha,GER,DF,19,1997,7.4,1,2,1,50.0,0.27,0.14,0.50,1.00,3.1,0,0,0,0.9,0.9,0.47,+0.1,+0.1,Bundesliga,2017-2018
Hertha BSC,Julian Schieber,GER,"MF,FW",28,1989,0.6,0,1,0,0.0,1.61,0.00,0.00,,12.3,0,0,0,0.3,0.3,0.32,-0.3,-0.3,Bundesliga,2017-2018
Hertha BSC,Karim Rekik,NED,DF,22,1994,25.6,2,8,2,25.0,0.31,0.08,0.25,1.00,13.8,0,0,0,0.5,0.5,0.07,+1.5,+1.5,Bundesliga,2017-2018
Hertha BSC,Marvin Plattenhardt,GER,DF,25,1992,33.0,0,18,3,16.7,0.55,0.09,0.00,0.00,29.0,11,0,0,1.0,1.0,0.05,-1.0,-1.0,Bundesliga,2017-2018
Hertha BSC,Mathew Leckie,AUS,"FW,MF",26,1991,20.6,5,23,8,34.8,1.12,0.39,0.22,0.63,15.7,0,0,0,2.0,2.0,0.09,+3.0,+3.0,Bundesliga,2017-2018
Hertha BSC,Maximilian Mittelstädt,GER,"MF,DF",20,1997,4.7,0,9,6,66.7,1.91,1.27,0.00,0.00,24.6,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Bundesliga,2017-2018
Hertha BSC,Mitchell Weiser,GER,"DF,FW",23,1994,22.0,1,13,4,30.8,0.59,0.18,0.08,0.25,18.1,0,0,0,0.7,0.7,0.05,+0.3,+0.3,Bundesliga,2017-2018
Hertha BSC,Niklas Stark,GER,"DF,MF",22,1995,24.6,1,11,5,45.5,0.45,0.20,0.09,0.20,12.5,0,0,0,1.1,1.1,0.10,-0.1,-0.1,Bundesliga,2017-2018
Hertha BSC,Ondrej Duda,SVK,MF,22,1994,8.3,1,8,3,37.5,0.97,0.36,0.13,0.33,19.1,0,0,0,1.1,1.1,0.13,-0.1,-0.1,Bundesliga,2017-2018
Hertha BSC,Palkó Dárdai,HUN,"FW,MF",18,1999,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Bundesliga,2017-2018
Hertha BSC,Per Ciljan Skjelbred,NOR,MF,30,1987,24.3,0,6,2,33.3,0.25,0.08,0.00,0.00,32.0,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Bundesliga,2017-2018
Hertha BSC,Peter Pekarík,SVK,DF,30,1986,15.3,0,9,3,33.3,0.59,0.20,0.00,0.00,18.6,0,0,0,0.7,0.7,0.08,-0.7,-0.7,Bundesliga,2017-2018
Hertha BSC,Rune Jarstein,NOR,GK,32,1984,31.0,0,1,0,0.0,0.03,0.00,0.00,,9.2,0,0,0,0.1,0.1,0.10,-0.1,-0.1,Bundesliga,2017-2018
Hertha BSC,Salomon Kalou,CIV,"FW,MF",31,1985,24.5,12,48,22,45.8,1.96,0.90,0.23,0.50,16.2,0,1,2,9.2,7.6,0.16,+2.8,+3.4,Bundesliga,2017-2018
Hertha BSC,Sebastian Langkamp,GER,DF,29,1988,10.6,0,6,1,16.7,0.57,0.09,0.00,0.00,14.2,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Bundesliga,2017-2018
Hertha BSC,Thomas Kraft,GER,GK,29,1988,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Bundesliga,2017-2018
Hertha BSC,Valentin Stocker,SUI,MF,28,1989,0.6,0,3,2,66.7,5.19,3.46,0.00,0.00,27.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Bundesliga,2017-2018
Hertha BSC,Valentino Lazaro,AUT,"MF,FW",21,1996,20.7,2,17,11,64.7,0.82,0.53,0.12,0.18,18.6,2,0,0,2.2,2.2,0.13,-0.2,-0.2,Bundesliga,2017-2018
Hertha BSC,Vedad Ibišević,BIH,FW,32,1984,16.1,6,36,19,52.8,2.23,1.18,0.11,0.21,11.8,0,2,2,8.5,6.9,0.21,-2.5,-2.9,Bundesliga,2017-2018
