Name,Team,Age,Position,Minutes,Total Assists,Yellow cards,Red cards,Shots per game,Pass success percentage,Aerials won per game,Man of the match,Rating,League,Saison,Born,Start Application,Remplacement Application,Key passes per game,Passes per game,Crosses per game,Long balls per game,Through balls per game,Tackles per game,Interceptions per game,Fouls per game,Offsides per game,Clearances per game,Dribbled past per game,Outfield blocks per game,Own goals
Christian Pulisic,Chelsea,22,"Midfielder, Forward",1738,2,2,0,1.6,82.9,0.7,2,6.74,PremierLeague,2020,1998,18,9,0.9,24.5,0.2,0.4,0.0,0.7,0.4,0.5,0.0,0.3,0.5,0.1,0
David McGoldrick,Sheff Utd,33,"Midfielder, Forward",2402,1,7,0,2.0,74.7,2.5,2,6.72,PremierLeague,2020,1987,28,7,0.5,26.0,0.1,0.7,0.0,0.9,0.1,1.3,0.0,0.7,0.5,0.1,0
Mason Greenwood,Man Utd,19,"Midfielder, Forward",1826,2,2,0,2.2,85.0,0.2,1,6.72,PremierLeague,2020,2001,21,10,0.5,23.0,0.2,0.8,0.1,0.4,0.2,0.5,0.0,0.0,0.5,0.0,0
Daniel Podence,Wolves,25,"Midfielder, Forward",1679,2,3,0,1.3,77.7,0.3,1,6.68,PremierLeague,2020,1995,22,2,0.9,25.0,0.3,1.8,0.0,0.5,0.5,0.6,0.0,0.1,0.7,0.0,0
Oliver McBurnie,Sheff Utd,24,"Midfielder, Forward",1319,0,2,0,1.3,57.5,6.0,2,6.67,PremierLeague,2020,1996,12,11,0.7,19.1,0.0,0.3,0.0,0.7,0.3,1.0,0.0,1.3,0.5,0.1,0
Edinson Cavani,Man Utd,33,"Midfielder, Forward",1372,3,4,0,1.3,77.4,0.4,1,6.67,PremierLeague,2020,1987,13,13,0.5,12.9,0.0,0.5,0.1,0.5,0.2,0.8,0.0,0.4,0.4,0.0,0
Rodrigo,Leeds,29,"Midfielder, Forward",1291,2,3,0,1.8,76.9,0.9,0,6.67,PremierLeague,2020,1991,14,12,1.2,21.5,0.1,1.0,0.2,0.5,0.2,0.7,0.0,0.6,0.7,0.0,0
Rodrigo,Leeds,20,"Midfielder, Forward",1291,2,3,0,1.8,76.9,0.9,0,6.67,PremierLeague,2020,2000,14,12,1.2,21.5,0.1,1.0,0.2,0.5,0.2,0.7,0.0,0.6,0.7,0.0,0
Gylfi Sigurdsson,Everton,31,"Midfielder, Forward",2256,5,2,0,1.4,85.0,0.1,1,6.67,PremierLeague,2020,1989,24,12,1.2,23.7,0.8,0.7,0.0,0.8,0.9,0.6,0.0,0.5,0.9,0.1,0
Danny Welbeck,Brighton,30,"Midfielder, Forward",1547,1,0,0,1.5,81.0,0.9,1,6.66,PremierLeague,2020,1990,17,7,0.9,10.8,0.0,0.1,0.0,0.5,0.3,0.8,0.0,0.5,0.5,0.0,0
Miguel Almirón,Newcastle,26,"Midfielder, Forward",2438,1,3,0,1.0,82.0,0.2,1,6.66,PremierLeague,2020,1994,28,6,0.9,25.0,0.2,1.0,0.1,1.4,0.7,0.5,0.0,0.5,1.2,0.1,0
Willian,Arsenal,32,"Midfielder, Forward",1407,5,0,0,0.8,87.5,0.4,3,6.65,PremierLeague,2020,1988,16,9,1.3,27.1,1.1,1.4,0.0,0.5,0.3,0.2,0.0,0.2,0.4,0.0,0
Conor Gallagher,West Brom,20,"Midfielder, Forward",2532,2,11,0,1.0,81.5,0.8,0,6.63,PremierLeague,2020,2000,28,2,0.7,29.7,0.4,1.6,0.0,2.7,0.9,1.4,0.0,0.9,2.3,0.3,0
Lucas Moura,Tottenham,28,"Midfielder, Forward",1403,4,1,0,0.6,75.2,0.8,3,6.63,PremierLeague,2020,1992,14,16,0.5,19.0,0.2,0.2,0.0,1.1,0.6,0.8,0.0,0.3,0.7,0.0,0
Kai Havertz,Chelsea,21,"Midfielder, Forward",1522,3,2,0,1.2,84.9,1.1,1,6.6,PremierLeague,2020,1999,18,9,0.7,28.4,0.0,0.4,0.0,0.7,0.1,1.0,0.1,0.7,0.8,0.0,0
Ayoze Pérez,Leicester,27,"Midfielder, Forward",1333,1,2,0,1.2,76.8,0.5,0,6.6,PremierLeague,2020,1993,15,10,0.9,18.8,0.3,0.2,0.0,1.3,0.4,1.2,0.0,0.3,1.4,0.0,0
Saïd Benrahma,West Ham,25,"Midfielder, Forward",1392,6,0,0,1.2,82.0,0.1,0,6.59,PremierLeague,2020,1995,14,16,0.9,16.1,0.3,0.3,0.0,0.8,0.3,0.5,0.0,0.1,0.7,0.0,0
Curtis Jones,Liverpool,19,"Midfielder, Forward",1178,2,2,0,0.8,92.2,0.6,0,6.58,PremierLeague,2020,2001,13,11,0.5,40.3,0.0,0.9,0.0,0.7,0.8,0.8,0.0,0.4,0.5,0.0,0
Neal Maupay,Brighton,24,"Midfielder, Forward",2519,2,1,1,2.2,78.5,0.6,1,6.57,PremierLeague,2020,1996,29,4,1.0,19.7,0.2,0.4,0.1,0.6,0.4,0.8,0.0,0.2,0.6,0.0,0
Theo Walcott,Southampton,31,"Midfielder, Forward",1629,3,0,0,1.4,74.4,0.5,1,6.56,PremierLeague,2020,1989,20,1,0.8,19.0,0.2,0.3,0.0,1.1,0.7,0.6,0.0,0.1,1.0,0.0,0
Nathan Redmond,Southampton,26,"Midfielder, Forward",1731,3,1,0,1.6,76.8,0.3,0,6.55,PremierLeague,2020,1994,17,12,1.0,24.0,0.1,0.7,0.0,1.0,0.4,1.1,0.0,0.3,0.6,0.1,0
Ivan Cavaleiro,Fulham,27,"Midfielder, Forward",2476,0,2,0,1.3,76.2,1.3,0,6.54,PremierLeague,2020,1993,27,9,1.2,20.1,0.8,0.7,0.0,0.6,0.5,0.8,0.1,0.4,0.6,0.0,0
Jordan Ayew,Crystal Palace,29,"Midfielder, Forward",2098,3,4,0,0.8,81.0,0.9,0,6.52,PremierLeague,2020,1991,23,10,0.4,19.2,0.1,0.3,0.0,1.1,0.5,1.4,0.0,0.3,0.8,0.1,0
Steven Bergwijn,Tottenham,23,"Midfielder, Forward",1214,3,3,0,0.7,83.7,0.1,0,6.49,PremierLeague,2020,1997,13,8,0.6,19.8,0.0,0.1,0.0,0.7,0.2,1.0,0.0,0.3,0.6,0.0,0
Jóhann Gudmundsson,Burnley,30,"Midfielder, Forward",1369,0,2,0,0.9,79.6,0.9,0,6.49,PremierLeague,2020,1990,16,6,0.4,19.9,0.2,1.0,0.0,0.9,0.8,0.5,0.0,0.8,0.5,0.1,0
Ashley Barnes,Burnley,31,"Midfielder, Forward",1337,0,4,0,1.7,61.8,2.8,1,6.47,PremierLeague,2020,1989,15,7,0.9,13.8,0.0,0.3,0.0,0.5,0.2,2.1,0.0,0.5,0.5,0.1,0
Alexis Mac Allister,Brighton,22,"Midfielder, Forward",1117,1,1,0,1.1,80.8,0.4,0,6.44,PremierLeague,2020,1998,13,8,0.7,18.9,0.0,0.8,0.0,1.2,0.4,0.9,0.0,0.1,1.3,0.2,0
Tyler Roberts,Leeds,21,"Midfielder, Forward",1341,2,3,0,1.0,71.6,0.7,0,6.43,PremierLeague,2020,1999,14,13,0.6,17.1,0.1,0.5,0.1,0.6,0.3,0.9,0.0,0.4,0.6,0.1,0
Grady Diangana,West Brom,22,"Midfielder, Forward",1239,0,0,0,0.7,76.2,1.2,0,6.41,PremierLeague,2020,1998,15,5,0.3,16.8,0.1,0.3,0.0,1.8,0.8,0.6,0.0,0.4,1.2,0.1,0
Callum Robinson,West Brom,25,"Midfielder, Forward",1567,0,0,0,1.1,74.9,0.6,1,6.41,PremierLeague,2020,1995,20,8,0.6,13.9,0.2,0.4,0.0,0.3,0.3,0.1,0.0,0.3,0.6,0.0,0
Matej Vydra,Burnley,28,"Midfielder, Forward",1368,2,0,0,1.3,71.2,1.3,0,6.36,PremierLeague,2020,1992,15,13,0.5,8.4,0.0,0.1,0.0,0.3,0.2,0.2,0.0,0.2,0.3,0.0,0
Matt Phillips,West Brom,29,"Midfielder, Forward",1829,1,1,0,0.7,74.3,0.5,1,6.34,PremierLeague,2020,1991,20,13,0.8,14.5,0.6,0.4,0.0,0.5,0.3,0.9,0.0,0.8,0.5,0.1,0
Hélder Costa,Leeds,26,"Midfielder, Forward",1158,3,0,0,0.7,76.6,0.2,0,6.32,PremierLeague,2020,1994,13,9,0.4,13.8,0.1,0.1,0.0,1.1,0.1,0.9,0.0,0.2,1.0,0.0,1
Jay Rodríguez,Burnley,32,"Midfielder, Forward",1256,2,3,0,1.0,73.4,1.4,0,6.27,PremierLeague,2020,1988,12,19,0.2,8.8,0.0,0.1,0.0,0.8,0.1,1.0,0.0,0.2,0.5,0.1,0
Oliver Burke,Sheff Utd,23,"Midfielder, Forward",1273,1,2,0,1.0,70.2,1.2,0,6.25,PremierLeague,2020,1997,14,11,0.6,10.1,0.0,0.1,0.0,0.6,0.1,0.9,0.0,0.2,0.8,0.0,0
Karlan Grant,West Brom,23,"Midfielder, Forward",1133,0,1,0,0.8,75.1,0.7,1,6.15,PremierLeague,2020,1997,14,7,0.1,10.3,0.0,0.1,0.0,0.2,0.2,0.4,0.0,0.7,0.1,0.0,0
Eden Hazard,Chelsea,23,"Midfielder, Forward",3379,9,2,0,2.1,86.8,0.4,10,7.96,PremierLeague,2014,1991,38,0,2.6,58.4,0.3,2.3,0.2,0.7,0.6,0.3,0.0,0.2,0.6,0.0,0
Alexis Sánchez,Arsenal,26,"Midfielder, Forward",2953,8,4,0,3.5,76.8,0.8,8,7.81,PremierLeague,2014,1988,34,1,2.3,42.0,0.6,1.3,0.4,2.0,1.2,1.3,0.0,0.2,1.5,0.0,0
Sergio Agüero,Manchester City,26,"Midfielder, Forward",2540,8,4,0,4.5,85.6,0.2,5,7.67,PremierLeague,2014,1988,30,3,1.0,25.2,0.1,0.5,0.1,0.7,0.4,0.5,0.0,0.1,0.5,0.0,0
Cesc Fàbregas,Chelsea,27,"Midfielder, Forward",2890,18,11,1,1.3,85.2,0.8,3,7.62,PremierLeague,2014,1987,33,1,2.8,80.6,1.7,5.4,0.5,2.6,0.7,0.9,0.0,0.9,2.1,0.1,0
Harry Kane,Tottenham,21,"Midfielder, Forward",2582,4,4,0,3.3,75.2,1.5,5,7.28,PremierLeague,2014,1993,28,6,0.8,25.4,0.2,0.8,0.1,1.0,0.5,1.0,0.0,0.6,0.5,0.1,1
Wayne Rooney,Manchester United,29,"Midfielder, Forward",2877,5,5,1,2.4,84.7,1.2,1,7.28,PremierLeague,2014,1985,33,0,1.4,50.3,0.6,5.2,0.2,1.1,0.9,1.1,0.0,1.4,0.7,0.1,0
Raheem Sterling,Liverpool,20,"Midfielder, Forward",3053,7,5,0,2.4,81.1,0.1,3,7.27,PremierLeague,2014,1994,34,1,2.1,32.4,0.5,0.7,0.0,1.1,0.5,1.3,0.0,0.4,0.4,0.1,0
Gylfi Sigurdsson,Swansea,25,"Midfielder, Forward",2697,10,2,0,2.1,84.9,0.3,2,7.18,PremierLeague,2014,1989,32,0,2.3,35.8,1.4,0.3,0.3,1.1,1.3,0.7,0.0,0.7,1.8,0.2,0
Danny Welbeck,Arsenal,24,"Midfielder, Forward",1667,3,3,0,2.3,81.9,1.5,2,7.18,PremierLeague,2014,1990,18,7,1.2,21.0,0.0,0.1,0.1,1.3,1.1,0.6,0.0,0.4,0.3,0.1,0
Riyad Mahrez,Leicester,23,"Midfielder, Forward",2084,3,0,0,2.1,73.3,0.7,2,7.16,PremierLeague,2014,1991,25,5,1.5,24.9,1.2,1.2,0.3,1.4,1.0,0.9,0.0,0.1,1.5,0.2,0
Bojan,Stoke,24,"Midfielder, Forward",1209,1,2,0,2.0,85.0,0.1,1,7.16,PremierLeague,2014,1990,14,2,1.6,34.9,0.9,1.9,0.1,1.4,0.9,0.4,0.0,0.1,1.3,0.1,0
Robin van Persie,Manchester United,31,"Midfielder, Forward",2114,2,5,0,2.8,85.2,1.2,3,7.11,PremierLeague,2014,1983,25,2,1.0,20.3,0.1,0.6,0.2,0.7,0.2,1.3,0.0,1.1,0.3,0.1,0
Sammy Ameobi,Newcastle United,23,"Midfielder, Forward",1423,2,2,0,1.0,66.3,2.3,1,7.07,PremierLeague,2014,1991,15,10,0.8,20.6,0.7,0.7,0.0,2.0,1.4,1.4,0.0,1.1,0.6,0.1,0
Sadio Mané,Southampton,22,"Midfielder, Forward",2135,3,5,0,2.0,79.7,0.5,4,7.07,PremierLeague,2014,1992,24,6,1.3,27.5,0.4,0.6,0.1,1.3,0.5,1.1,0.0,0.2,0.6,0.0,0
Erik Lamela,Tottenham,23,"Midfielder, Forward",2302,7,6,0,1.2,82.8,0.2,4,7.07,PremierLeague,2014,1991,25,8,1.8,34.3,0.8,0.7,0.1,2.4,1.3,1.5,0.0,0.3,1.0,0.0,0
Yannick Bolasie,Crystal Palace,25,"Midfielder, Forward",2778,6,3,0,2.0,71.6,1.1,2,7.05,PremierLeague,2014,1989,31,3,1.4,19.6,0.9,0.4,0.0,1.5,0.3,1.5,0.0,1.0,0.4,0.1,0
Willian,Chelsea,26,"Midfielder, Forward",2418,3,3,0,1.5,85.1,0.4,0,7.02,PremierLeague,2014,1988,28,8,1.4,38.0,0.7,2.4,0.0,1.0,0.4,0.8,0.0,0.2,1.0,0.0,0
Ángel Di María,Manchester United,27,"Midfielder, Forward",1645,10,1,0,2.3,77.8,0.0,1,7.0,PremierLeague,2014,1987,20,7,1.9,31.3,1.6,2.5,0.1,0.5,0.6,0.2,0.0,0.1,0.5,0.0,0
Rémy Cabella,Newcastle United,25,"Midfielder, Forward",1947,2,2,0,1.4,82.6,0.3,3,6.99,PremierLeague,2014,1989,21,10,1.2,29.0,0.5,0.6,0.1,2.4,1.1,1.0,0.0,0.1,1.1,0.0,0
Dusan Tadic,Southampton,26,"Midfielder, Forward",2064,7,2,0,1.7,78.2,0.3,3,6.98,PremierLeague,2014,1988,24,7,2.2,27.5,1.7,0.4,0.1,1.3,0.6,1.0,0.0,0.2,0.8,0.1,0
Wilfried Zaha,Crystal Palace,22,"Midfielder, Forward",1982,2,1,0,1.3,73.3,0.4,1,6.97,PremierLeague,2014,1992,23,8,0.5,13.1,0.6,0.3,0.0,1.3,0.8,1.4,0.0,0.3,0.7,0.0,0
Jonathan Walters,Stoke,31,"Midfielder, Forward",2424,4,5,0,1.4,65.7,3.7,3,6.93,PremierLeague,2014,1983,28,4,0.8,21.3,0.3,0.4,0.0,0.7,0.5,1.0,0.0,1.1,0.2,0.1,0
Adam Lallana,Liverpool,26,"Midfielder, Forward",1792,3,4,0,1.4,82.5,0.7,1,6.93,PremierLeague,2014,1988,23,4,1.2,27.5,0.4,0.6,0.1,1.7,0.4,0.9,0.0,0.6,1.0,0.1,0
Danny Ings,Burnley,22,"Midfielder, Forward",3035,4,6,0,2.8,70.9,0.9,1,6.89,PremierLeague,2014,1992,35,0,1.0,20.5,0.2,0.6,0.0,0.8,0.5,0.7,0.0,0.3,0.6,0.1,0
Juan Mata,Manchester United,26,"Midfielder, Forward",2309,4,2,0,1.0,89.5,0.1,2,6.89,PremierLeague,2014,1988,27,6,1.5,44.0,0.7,3.2,0.2,0.9,0.7,0.8,0.0,0.2,1.3,0.0,0
Mame Biram Diouf,Stoke,27,"Midfielder, Forward",2438,3,7,0,1.6,65.9,1.6,3,6.83,PremierLeague,2014,1987,28,6,0.8,13.3,0.1,0.1,0.0,1.1,0.2,1.8,0.0,1.1,0.6,0.1,0
Connor Wickham,Sunderland,21,"Midfielder, Forward",2774,1,8,0,2.3,65.0,2.8,0,6.81,PremierLeague,2014,1993,31,5,0.6,25.2,0.2,0.9,0.0,1.4,0.8,1.6,0.0,1.6,1.1,0.1,0
Steven Naismith,Everton,28,"Midfielder, Forward",2055,0,8,0,1.1,75.1,2.2,1,6.8,PremierLeague,2014,1986,22,9,0.8,31.7,0.2,0.5,0.1,1.6,0.7,1.3,0.0,1.5,1.2,0.3,0
Jamie Vardy,Leicester,27,"Midfielder, Forward",2247,8,5,0,1.4,64.3,1.9,2,6.8,PremierLeague,2014,1987,26,8,1.0,13.7,0.2,0.3,0.0,0.9,0.7,1.2,0.0,0.2,0.2,0.1,0
Matt Phillips,Queens Park Rangers,23,"Midfielder, Forward",1823,8,1,0,1.7,64.7,1.4,1,6.79,PremierLeague,2014,1991,20,5,1.4,20.5,1.4,0.9,0.0,1.5,0.5,0.8,0.0,0.8,0.8,0.1,0
Romelu Lukaku,Everton,21,"Midfielder, Forward",2877,5,1,0,2.9,73.8,1.7,2,6.77,PremierLeague,2014,1993,32,4,1.0,26.0,0.1,0.5,0.1,0.3,0.1,0.8,0.0,0.2,0.2,0.0,1
Dame N'Doye,Hull,30,"Midfielder, Forward",1196,1,3,0,2.8,76.9,1.1,2,6.76,PremierLeague,2014,1984,13,2,0.8,22.5,0.1,1.3,0.2,0.9,0.3,2.2,0.0,0.4,0.5,0.1,0
Marko Arnautovic,Stoke,26,"Midfielder, Forward",1918,5,2,0,1.5,79.8,0.4,1,6.75,PremierLeague,2014,1988,20,9,1.4,23.9,0.9,0.8,0.0,1.2,0.9,1.1,0.0,0.1,0.6,0.0,0
Ayoze Pérez,Newcastle United,21,"Midfielder, Forward",2372,0,0,0,1.7,79.9,0.6,2,6.74,PremierLeague,2014,1993,25,11,0.8,15.8,0.2,0.2,0.1,1.1,0.8,0.9,0.0,0.6,0.8,0.0,0
Ashley Barnes,Burnley,25,"Midfielder, Forward",2428,2,4,1,1.9,63.1,4.1,1,6.71,PremierLeague,2014,1989,28,7,0.9,21.4,0.1,0.5,0.0,0.7,0.5,2.1,0.1,1.0,0.6,0.2,0
Marouane Chamakh,Crystal Palace,31,"Midfielder, Forward",1156,0,4,0,0.6,72.9,2.9,0,6.7,PremierLeague,2014,1983,15,3,1.0,26.0,0.0,0.2,0.1,1.6,0.6,2.2,0.0,1.4,0.9,0.0,0
Enner Valencia,West Ham,25,"Midfielder, Forward",2107,3,2,0,2.3,76.6,1.3,1,6.7,PremierLeague,2014,1989,25,7,0.6,13.6,0.1,0.3,0.0,0.9,0.5,1.1,0.0,0.2,0.8,0.2,0
Shane Long,Southampton,27,"Midfielder, Forward",1542,5,2,0,1.2,67.3,1.5,1,6.69,PremierLeague,2014,1987,16,16,0.7,13.8,0.5,0.2,0.0,0.7,0.7,0.9,0.0,0.5,0.4,0.0,0
Saido Berahino,West Bromwich Albion,21,"Midfielder, Forward",2930,1,2,0,2.3,83.2,0.5,2,6.69,PremierLeague,2014,1993,32,6,0.7,20.4,0.1,0.4,0.0,0.8,0.3,0.8,0.0,0.2,0.5,0.1,0
Lazar Markovic,Liverpool,21,"Midfielder, Forward",935,1,0,0,0.8,81.2,0.1,1,6.67,PremierLeague,2014,1993,11,8,1.1,23.0,0.2,0.6,0.1,1.4,0.8,0.5,0.1,0.5,0.7,0.1,0
Papiss Demba Cissé,Newcastle United,30,"Midfielder, Forward",1154,1,1,0,2.0,77.5,0.9,1,6.65,PremierLeague,2014,1984,11,11,0.3,15.5,0.1,0.6,0.0,0.4,0.1,0.7,0.0,0.2,0.5,0.0,0
Wayne Routledge,Swansea,29,"Midfielder, Forward",2318,1,1,1,1.1,77.2,0.4,0,6.64,PremierLeague,2014,1985,27,2,1.0,26.3,0.5,0.9,0.2,1.1,0.8,1.2,0.0,0.8,0.6,0.0,0
Eduardo Vargas,Queens Park Rangers,25,"Midfielder, Forward",1386,2,1,0,2.0,76.1,0.9,0,6.62,PremierLeague,2014,1989,16,5,0.7,24.3,0.4,0.8,0.0,0.9,0.7,0.6,0.0,0.4,0.8,0.0,0
Jermain Defoe,Sunderland,32,"Midfielder, Forward",1457,0,1,0,2.0,79.6,0.1,0,6.61,PremierLeague,2014,1982,17,0,0.8,16.4,0.1,0.4,0.1,1.0,0.5,0.5,0.0,0.1,1.1,0.0,0
Yoan Gouffran,Newcastle United,29,"Midfielder, Forward",1973,1,3,0,0.8,81.8,1.7,0,6.6,PremierLeague,2014,1985,24,7,0.6,25.3,0.2,0.6,0.0,1.6,1.3,0.7,0.0,1.0,0.5,0.0,0
Gastón Ramírez,Hull,24,"Midfielder, Forward",986,2,1,1,0.7,83.6,0.5,0,6.6,PremierLeague,2014,1990,11,11,1.0,21.0,0.7,1.1,0.1,1.5,0.4,0.6,0.0,0.3,1.0,0.0,0
Scott Arfield,Burnley,26,"Midfielder, Forward",3204,1,6,0,1.2,75.7,0.7,0,6.58,PremierLeague,2014,1988,36,1,0.8,36.8,0.1,1.3,0.0,1.9,1.1,1.5,0.0,1.0,2.1,0.1,0
David Nugent,Leicester,30,"Midfielder, Forward",1705,2,3,0,1.4,74.2,2.0,0,6.58,PremierLeague,2014,1984,16,13,0.7,19.5,0.3,0.4,0.0,0.6,0.3,0.8,0.0,0.2,0.2,0.1,0
Kevin Mirallas,Everton,27,"Midfielder, Forward",1424,1,3,0,1.8,84.4,0.1,0,6.55,PremierLeague,2014,1987,18,11,0.6,16.4,0.5,1.0,0.0,0.7,0.2,0.6,0.0,0.0,0.6,0.0,0
Andros Townsend,Tottenham,23,"Midfielder, Forward",754,2,2,0,0.9,80.9,0.1,0,6.54,PremierLeague,2014,1991,10,7,0.8,17.5,0.6,0.2,0.0,1.5,0.6,0.4,0.0,0.1,0.6,0.0,0
Victor Anichebe,West Bromwich Albion,27,"Midfielder, Forward",1035,1,0,0,1.2,66.1,2.3,0,6.52,PremierLeague,2014,1987,11,10,0.9,14.8,0.0,0.0,0.0,0.1,0.0,0.9,0.0,0.6,0.0,0.0,0
Dwight Gayle,Crystal Palace,24,"Midfielder, Forward",1091,1,1,0,1.2,69.4,1.2,1,6.49,PremierLeague,2014,1990,11,14,0.6,10.8,0.3,0.3,0.0,0.6,0.5,0.7,0.0,0.4,0.2,0.0,0
Gabriel Agbonlahor,Aston Villa,28,"Midfielder, Forward",2695,1,7,1,1.6,74.8,1.4,1,6.48,PremierLeague,2014,1986,30,4,0.5,17.6,0.2,0.5,0.0,0.5,0.2,1.2,0.0,0.5,0.3,0.0,0
Andreas Weimann,Aston Villa,23,"Midfielder, Forward",1780,2,5,0,1.1,81.5,0.5,1,6.39,PremierLeague,2014,1991,20,11,0.6,18.7,0.2,0.7,0.0,0.8,0.4,0.5,0.0,0.3,0.4,0.1,0
Sone Aluko,Hull,26,"Midfielder, Forward",1242,0,2,0,1.2,82.8,0.0,0,6.34,PremierLeague,2014,1988,13,12,0.5,15.8,0.4,0.6,0.0,0.5,0.4,0.6,0.0,0.1,0.5,0.0,0
Luis Suárez,Liverpool,26,"Midfielder, Forward",2965,12,6,0,5.5,74.8,0.7,14,8.43,PremierLeague,2013,1987,33,0,2.7,38.3,0.8,2.2,0.5,1.1,0.3,1.6,0.0,0.3,0.5,0.1,0
Sergio Agüero,Manchester City,25,"Midfielder, Forward",1539,6,4,0,3.7,84.9,0.4,6,7.71,PremierLeague,2013,1988,20,3,1.6,21.3,0.2,0.3,0.2,0.6,0.3,0.7,0.0,0.0,0.3,0.0,0
Eden Hazard,Chelsea,22,"Midfielder, Forward",2898,7,2,0,2.1,83.4,0.5,6,7.68,PremierLeague,2013,1991,32,3,2.7,44.0,0.3,1.6,0.2,0.7,0.5,0.5,0.0,0.4,0.7,0.0,0
Wayne Rooney,Manchester United,28,"Midfielder, Forward",2448,10,8,0,3.5,80.1,0.9,6,7.62,PremierLeague,2013,1985,27,2,1.9,45.7,1.2,4.9,0.2,1.0,1.0,1.1,0.1,1.1,0.9,0.2,0
Daniel Sturridge,Liverpool,24,"Midfielder, Forward",2277,7,2,0,3.4,79.3,0.3,2,7.45,PremierLeague,2013,1989,26,3,1.0,25.5,0.0,1.5,0.3,0.3,0.1,0.3,0.0,0.1,0.2,0.0,0
Raheem Sterling,Liverpool,19,"Midfielder, Forward",2221,5,3,0,1.4,81.7,0.3,2,7.4,PremierLeague,2013,1994,24,9,1.6,28.3,0.3,0.7,0.2,1.3,0.6,1.6,0.0,0.4,0.9,0.0,0
Juan Mata,Manchester United,25,"Midfielder, Forward",1231,4,0,0,1.9,89.0,0.1,2,7.31,PremierLeague,2013,1988,14,1,2.3,56.5,0.9,3.2,0.3,1.1,0.6,0.5,0.0,0.5,1.4,0.0,0
Romelu Lukaku,Everton,20,"Midfielder, Forward",2564,6,1,0,3.2,66.6,2.9,4,7.31,PremierLeague,2013,1993,29,2,1.1,25.5,0.1,0.6,0.1,0.3,0.1,0.8,0.0,0.6,0.2,0.1,0
Willian,Chelsea,25,"Midfielder, Forward",1680,2,3,1,1.8,85.6,0.3,1,7.25,PremierLeague,2013,1988,18,7,2.6,39.4,1.5,2.9,0.0,1.8,0.7,1.0,0.0,0.3,0.8,0.0,0
Adam Lallana,Southampton,25,"Midfielder, Forward",3102,5,3,0,1.8,84.6,0.5,3,7.24,PremierLeague,2013,1988,37,1,1.9,38.9,0.9,1.5,0.1,1.5,1.0,0.9,0.0,0.6,1.1,0.1,0
Loïc Remy,Newcastle United,27,"Midfielder, Forward",2103,3,2,1,3.5,80.8,1.5,2,7.15,PremierLeague,2013,1986,24,2,1.2,22.5,0.4,0.6,0.1,0.4,0.2,0.9,0.0,0.3,0.4,0.0,0
Robert Snodgrass,Norwich,26,"Midfielder, Forward",2573,2,6,0,2.4,75.7,2.2,2,7.13,PremierLeague,2013,1987,29,1,2.2,36.8,2.1,1.0,0.0,1.8,1.2,1.7,0.0,1.0,1.9,0.1,0
Kevin Mirallas,Everton,26,"Midfielder, Forward",2335,7,6,0,2.5,83.9,0.1,2,7.11,PremierLeague,2013,1987,28,4,1.9,22.3,1.7,0.6,0.1,0.7,0.3,1.0,0.0,0.2,0.5,0.0,0
Peter Odemwingie,Stoke,32,"Midfielder, Forward",1295,1,3,0,1.9,81.2,0.6,2,7.11,PremierLeague,2013,1981,15,0,0.5,29.7,0.1,1.3,0.0,1.6,1.1,1.4,0.0,0.9,1.6,0.1,0
Jay Rodriguez,Southampton,24,"Midfielder, Forward",2570,3,2,0,3.1,76.4,1.2,4,7.09,PremierLeague,2013,1989,30,3,0.6,22.1,0.2,0.7,0.0,1.4,0.7,0.9,0.0,0.9,0.8,0.1,0
Samuel Eto'o,Chelsea,33,"Midfielder, Forward",1306,2,1,0,2.8,76.1,0.3,2,7.08,PremierLeague,2013,1980,16,5,1.0,15.5,0.0,0.3,0.0,0.6,0.1,0.7,0.0,0.2,0.2,0.0,0
Robin van Persie,Manchester United,30,"Midfielder, Forward",1584,3,2,0,3.0,76.7,1.0,1,7.06,PremierLeague,2013,1983,18,3,0.8,18.4,0.4,0.9,0.0,0.5,0.2,1.2,0.0,0.7,0.2,0.0,0
Marko Arnautovic,Stoke,25,"Midfielder, Forward",2257,7,3,0,2.4,80.3,0.5,2,7.02,PremierLeague,2013,1988,27,3,1.6,29.3,1.1,1.8,0.1,1.6,0.7,1.0,0.0,0.1,0.9,0.0,0
Lukas Podolski,Arsenal,29,"Midfielder, Forward",1173,2,0,0,2.1,88.8,0.9,1,6.98,PremierLeague,2013,1984,14,6,0.4,30.0,0.2,0.4,0.1,0.9,0.2,0.5,0.0,1.0,0.6,0.0,0
Adnan Januzaj,Manchester United,18,"Midfielder, Forward",1641,3,7,0,1.7,81.6,0.1,2,6.96,PremierLeague,2013,1995,15,12,1.1,22.1,1.1,0.9,0.2,0.9,0.6,1.1,0.0,0.3,0.5,0.1,0
Yannick Bolasie,Crystal Palace,24,"Midfielder, Forward",2039,4,1,1,1.7,73.2,1.0,0,6.94,PremierLeague,2013,1989,23,6,0.9,15.6,0.8,0.3,0.1,1.7,0.7,1.0,0.0,1.0,0.6,0.2,0
Marouane Chamakh,Crystal Palace,30,"Midfielder, Forward",2308,2,9,0,0.5,71.2,5.0,0,6.94,PremierLeague,2013,1983,27,5,1.1,29.3,0.1,0.3,0.1,1.7,0.7,1.6,0.0,1.5,0.8,0.0,0
