Name,Team,Age,Position,Minutes,Total Assists,Yellow cards,Red cards,Shots per game,Pass success percentage,Aerials won per game,Man of the match,Rating,League,Saison,Born,Start Application,Remplacement Application,Key passes per game,Passes per game,Crosses per game,Long balls per game,Through balls per game,Tackles per game,Interceptions per game,Fouls per game,Offsides per game,Clearances per game,Dribbled past per game,Outfield blocks per game,Own goals
Nicolai Müller,Mainz 05,26,"Midfielder, Forward",2008,3,6,0,1.4,74.3,1.2,2,7.1,Bundesliga,2013,1987,22,4,1.2,20.0,0.1,0.6,0.2,1.7,1.0,1.8,0.0,0.5,1.7,0.2,0
Max Meyer,Schalke 04,18,"Midfielder, Forward",1837,3,3,0,1.1,84.5,0.3,0,7.09,Bundesliga,2013,1995,21,9,1.2,27.1,0.2,1.2,0.0,0.6,0.4,0.8,0.0,0.2,0.9,0.1,0
Josip Drmic,Nuernberg,21,"Midfielder, Forward",2666,3,2,0,2.0,67.0,2.0,0,7.08,Bundesliga,2013,1992,30,3,1.0,19.7,0.3,0.4,0.1,0.8,0.3,1.9,0.0,0.0,0.9,0.0,0
Sami Allagui,Hertha Berlin,28,"Midfielder, Forward",1991,2,4,0,1.4,67.5,2.0,2,7.07,Bundesliga,2013,1985,23,6,0.8,19.6,0.2,0.4,0.0,2.2,0.5,1.6,0.0,0.6,2.0,0.0,0
Pierre-Emerick Aubameyang,Borussia Dortmund,24,"Midfielder, Forward",1974,4,1,0,2.0,68.2,1.1,1,7.05,Bundesliga,2013,1989,21,11,0.8,19.2,0.3,0.3,0.0,1.4,0.7,0.8,0.0,0.2,1.3,0.1,0
Patrick Herrmann,Borussia M.Gladbach,22,"Midfielder, Forward",2706,7,2,0,1.5,78.1,0.5,0,7.04,Bundesliga,2013,1991,34,0,1.3,25.8,0.3,0.9,0.1,1.2,1.1,1.2,0.0,0.2,1.5,0.1,0
Hiroshi Kiyotake,Nuernberg,24,"Midfielder, Forward",2616,8,2,0,1.5,76.8,0.6,0,7.04,Bundesliga,2013,1989,32,1,1.9,34.3,1.1,1.9,0.2,0.8,0.6,0.7,0.0,0.2,0.8,0.1,0
Alexandru Maxim,VfB Stuttgart,23,"Midfielder, Forward",1699,9,3,0,1.0,78.9,0.8,1,7.01,Bundesliga,2013,1990,18,11,1.7,27.6,1.2,1.7,0.0,0.9,0.5,0.9,0.0,0.2,1.3,0.1,0
Martin Harnik,VfB Stuttgart,26,"Midfielder, Forward",2048,1,6,0,1.6,68.2,4.1,4,7.01,Bundesliga,2013,1987,23,7,0.8,22.5,0.3,1.0,0.0,1.3,0.7,1.4,0.0,0.9,2.2,0.0,0
Halil Altintop,Augsburg,31,"Midfielder, Forward",2714,2,1,0,1.8,80.3,1.0,2,6.97,Bundesliga,2013,1982,34,0,1.1,25.5,0.1,1.6,0.2,1.1,0.2,0.6,0.0,0.3,1.0,0.2,0
Karim Bellarabi,Eintracht Braunschweig,23,"Midfielder, Forward",1780,4,7,0,2.1,70.4,0.7,0,6.96,Bundesliga,2013,1990,20,6,1.1,19.5,0.6,0.8,0.1,1.9,0.6,2.5,0.0,0.2,1.6,0.0,0
Ibrahima Traoré,VfB Stuttgart,25,"Midfielder, Forward",1883,6,2,1,1.3,75.1,0.2,2,6.96,Bundesliga,2013,1988,20,11,1.1,20.6,0.8,1.2,0.1,1.7,0.5,0.6,0.0,0.2,1.5,0.0,0
Havard Nielsen,Eintracht Braunschweig,20,"Midfielder, Forward",1308,0,0,0,1.3,71.2,3.1,0,6.95,Bundesliga,2013,1993,15,1,0.6,25.6,0.1,0.7,0.1,1.7,0.3,1.8,0.0,0.4,1.5,0.3,0
Stefan Aigner,Eintracht Frankfurt,26,"Midfielder, Forward",2168,6,4,0,1.6,75.6,1.8,1,6.95,Bundesliga,2013,1987,24,4,1.3,22.4,0.5,0.6,0.1,1.3,0.8,1.2,0.0,0.3,1.5,0.0,0
Maximilian Beister,Hamburger SV,23,"Midfielder, Forward",1225,3,5,0,2.8,72.1,0.6,0,6.94,Bundesliga,2013,1990,14,2,0.8,13.9,0.1,0.7,0.0,0.9,0.8,1.6,0.0,0.7,1.2,0.1,0
Leonardo Bittencourt,Hannover 96,20,"Midfielder, Forward",1840,5,6,0,1.8,73.9,0.7,1,6.93,Bundesliga,2013,1993,20,11,1.1,20.2,0.7,0.5,0.0,1.9,0.9,1.3,0.0,0.2,1.9,0.0,0
Franco Di Santo,Werder Bremen,24,"Midfielder, Forward",1668,4,6,1,1.5,62.5,4.3,0,6.93,Bundesliga,2013,1989,21,2,0.7,21.0,0.2,0.3,0.1,1.0,0.4,2.3,0.0,0.8,1.2,0.2,0
Felix Klaus,Freiburg,21,"Midfielder, Forward",1396,1,5,0,1.7,72.6,1.8,1,6.89,Bundesliga,2013,1992,14,7,0.6,19.0,0.1,0.9,0.0,1.7,0.5,1.0,0.0,1.0,1.2,0.4,0
Jacques Zoua,Hamburger SV,22,"Midfielder, Forward",1678,2,4,0,1.6,69.6,5.1,1,6.8,Bundesliga,2013,1991,18,9,0.5,19.4,0.1,0.1,0.0,0.8,0.3,1.5,0.0,0.8,0.4,0.1,0
Ronny,Hertha Berlin,28,"Midfielder, Forward",1192,4,4,0,2.1,75.5,0.6,2,6.78,Bundesliga,2013,1985,10,17,1.1,19.9,0.7,1.8,0.1,0.5,0.4,0.7,0.0,0.1,0.7,0.0,0
Eljero Elia,Werder Bremen,27,"Midfielder, Forward",2035,3,4,0,1.0,72.4,1.0,2,6.77,Bundesliga,2013,1986,23,10,0.6,17.8,0.1,0.4,0.2,1.7,0.6,2.2,0.0,0.5,1.9,0.1,0
Vaclav Kadlec,Eintracht Frankfurt,22,"Midfielder, Forward",1355,3,1,0,1.7,76.7,1.4,1,6.76,Bundesliga,2013,1991,14,7,0.5,12.3,0.2,0.3,0.0,0.6,0.2,1.0,0.0,0.1,0.7,0.0,0
Yunus Malli,Mainz 05,22,"Midfielder, Forward",1046,3,0,0,1.6,79.6,0.6,0,6.76,Bundesliga,2013,1991,11,10,0.8,16.6,0.2,0.5,0.2,0.8,0.4,0.4,0.0,0.1,0.5,0.0,0
Mike Frantz,Nuernberg,27,"Midfielder, Forward",2154,1,5,0,0.7,84.3,1.7,1,6.74,Bundesliga,2013,1986,24,7,0.5,31.5,0.2,3.2,0.0,2.2,1.3,1.5,0.0,0.7,1.6,0.4,1
Timo Werner,VfB Stuttgart,17,"Midfielder, Forward",1549,5,1,0,1.3,73.4,0.7,1,6.63,Bundesliga,2013,1996,16,14,0.6,13.4,0.3,0.4,0.0,1.0,0.2,0.5,0.0,0.3,1.3,0.0,0
Kai Herdling,Hoffenheim,30,"Midfielder, Forward",1112,2,4,0,0.7,73.8,0.7,0,6.6,Bundesliga,2013,1983,12,11,0.7,16.9,0.5,0.7,0.1,1.1,0.7,1.4,0.0,0.4,1.1,0.0,0
Sebastian Freis,Freiburg,29,"Midfielder, Forward",1105,4,0,0,1.2,72.3,0.4,0,6.55,Bundesliga,2013,1984,13,4,0.9,17.6,0.1,0.2,0.1,0.2,0.5,0.9,0.0,0.1,0.5,0.1,0
Jonas Hofmann,Borussia Dortmund,21,"Midfielder, Forward",711,4,1,0,0.5,81.8,0.1,0,6.53,Bundesliga,2013,1992,4,22,1.1,14.3,0.3,0.5,0.1,0.4,0.2,0.2,0.0,0.0,0.5,0.0,0
Jonas Hofmann,Borussia Dortmund,16,"Midfielder, Forward",711,4,1,0,0.5,81.8,0.1,0,6.53,Bundesliga,2013,1997,4,22,1.1,14.3,0.3,0.5,0.1,0.4,0.2,0.2,0.0,0.0,0.5,0.0,0
Tarik Elyounoussi,Hoffenheim,26,"Midfielder, Forward",1059,3,5,0,1.0,74.7,0.5,0,6.47,Bundesliga,2013,1987,13,8,0.8,16.6,0.2,0.4,0.0,1.4,0.6,1.4,0.0,0.1,1.6,0.0,0
Takashi Inui,Eintracht Frankfurt,25,"Midfielder, Forward",841,0,0,0,1.1,78.3,0.1,0,6.46,Bundesliga,2013,1988,10,4,0.9,21.1,0.5,1.3,0.0,0.8,0.4,0.9,0.0,0.0,1.5,0.0,0
Branimir Hrgota,Borussia M.Gladbach,20,"Midfielder, Forward",612,0,2,0,0.6,78.4,0.2,0,6.27,Bundesliga,2013,1993,3,27,0.4,7.9,0.0,0.2,0.0,0.4,0.1,0.4,0.0,0.2,0.4,0.0,0
Kerem Demirbay,Hoffenheim,25,"Midfielder, Forward",2023,9,6,0,2.3,81.2,0.7,6,7.59,Bundesliga,2018,1993,24,2,3.1,48.8,1.7,2.9,0.2,2.2,0.8,1.8,0.0,0.8,1.5,0.4,0
Jadon Sancho,Borussia Dortmund,18,"Midfielder, Forward",2464,14,2,0,1.2,84.9,0.0,7,7.52,Bundesliga,2018,2000,26,8,1.9,38.3,0.8,0.6,0.1,0.6,0.4,0.1,0.0,0.1,0.6,0.0,0
Thorgan Hazard,Borussia M.Gladbach,25,"Midfielder, Forward",2878,10,1,0,2.3,76.9,0.7,6,7.44,Bundesliga,2018,1993,33,0,2.2,34.8,1.4,1.6,0.2,1.5,0.8,0.8,0.0,0.2,0.9,0.1,0
Marco Reus,Borussia Dortmund,29,"Midfielder, Forward",2322,8,3,1,2.6,81.8,0.7,5,7.39,Bundesliga,2018,1989,27,0,1.4,37.6,0.4,1.5,0.1,1.2,0.3,1.3,0.0,1.2,0.9,0.0,0
Ihlas Bebou,Hannover 96,24,"Midfielder, Forward",1068,3,1,0,2.3,71.5,1.7,4,7.34,Bundesliga,2018,1994,12,0,1.3,30.1,0.8,0.8,0.2,1.3,0.8,0.8,0.0,0.7,0.4,0.2,0
Kingsley Coman,Bayern Munich,22,"Midfielder, Forward",1392,4,2,0,1.5,85.0,0.6,2,7.34,Bundesliga,2018,1996,17,4,1.3,29.4,0.7,0.5,0.0,0.5,0.2,0.8,0.0,0.1,0.6,0.0,0
Ishak Belfodil,Hoffenheim,26,"Midfielder, Forward",1864,3,3,0,3.1,72.2,1.8,4,7.29,Bundesliga,2018,1992,20,8,1.1,15.6,0.1,0.1,0.0,0.5,0.1,0.9,0.0,0.5,0.4,0.0,0
Kevin Volland,Bayer Leverkusen,26,"Midfielder, Forward",2820,9,4,0,2.6,75.0,1.0,4,7.28,Bundesliga,2018,1992,32,2,1.3,25.3,0.6,0.7,0.1,1.0,0.2,1.2,0.1,0.9,0.4,0.0,0
Yussuf Poulsen,RasenBallsport Leipzig,24,"Midfielder, Forward",2454,3,2,0,2.1,60.8,4.6,4,7.27,Bundesliga,2018,1994,27,4,1.1,24.9,0.2,0.3,0.1,0.6,0.2,1.8,0.1,0.9,0.7,0.1,0
Filip Kostic,Eintracht Frankfurt,26,"Midfielder, Forward",2961,10,4,0,1.8,64.7,1.3,5,7.26,Bundesliga,2018,1992,33,1,1.4,29.7,1.4,1.4,0.1,1.9,0.7,0.8,0.1,1.1,1.2,0.2,0
Julian Brandt,Bayer Leverkusen,22,"Midfielder, Forward",2674,11,0,0,2.0,81.4,0.9,3,7.26,Bundesliga,2018,1996,30,3,2.6,51.6,1.2,2.4,0.2,0.8,0.5,0.4,0.0,0.2,1.1,0.0,0
Vincenzo Grifo,Freiburg,25,"Midfielder, Forward",1431,3,1,0,2.6,79.2,0.2,1,7.25,Bundesliga,2018,1993,16,0,2.2,43.3,1.1,2.9,0.1,1.6,0.1,0.5,0.0,0.6,0.8,0.1,0
James Rodríguez,Bayern Munich,27,"Midfielder, Forward",1143,3,2,0,1.8,87.1,0.2,3,7.24,Bundesliga,2018,1991,13,7,2.6,43.9,1.6,2.4,0.2,0.6,0.2,0.4,0.0,0.1,0.7,0.0,0
Max Kruse,Werder Bremen,30,"Midfielder, Forward",2837,9,0,0,2.8,79.1,0.8,5,7.23,Bundesliga,2018,1988,32,0,2.6,49.9,1.7,3.4,0.1,0.5,0.3,0.7,0.0,0.2,1.0,0.0,0
Thomas Müller,Bayern Munich,29,"Midfielder, Forward",2391,9,1,0,2.0,74.7,1.6,3,7.19,Bundesliga,2018,1989,28,4,1.9,37.5,0.2,1.2,0.1,1.3,0.3,0.7,0.0,0.4,0.9,0.2,0
Timo Werner,RasenBallsport Leipzig,22,"Midfielder, Forward",2525,7,1,0,3.6,74.2,0.3,5,7.17,Bundesliga,2018,1996,29,1,1.2,25.5,0.2,0.4,0.1,0.6,0.1,0.8,0.0,0.1,0.4,0.1,0
Serge Gnabry,Bayern Munich,23,"Midfielder, Forward",1774,5,0,0,2.2,83.4,0.2,3,7.15,Bundesliga,2018,1995,21,9,0.9,26.4,0.3,1.0,0.1,1.2,0.4,0.8,0.0,0.1,0.8,0.0,0
Andrej Kramaric,Hoffenheim,28,"Midfielder, Forward",2404,4,2,0,3.7,80.9,0.3,2,7.09,Bundesliga,2018,1990,28,2,1.6,31.9,0.8,1.2,0.1,0.3,0.3,0.2,0.0,0.4,0.7,0.1,0
Emil Forsberg,RasenBallsport Leipzig,27,"Midfielder, Forward",1254,7,0,0,1.5,81.6,0.4,1,7.02,Bundesliga,2018,1991,14,6,2.0,23.9,0.7,0.8,0.2,0.6,0.2,0.4,0.0,0.3,0.6,0.1,0
Ondrej Duda,Hertha Berlin,24,"Midfielder, Forward",2575,5,7,0,1.7,76.9,1.0,5,7.02,Bundesliga,2018,1994,30,2,1.3,37.6,0.5,1.4,0.1,1.7,0.5,2.4,0.0,0.4,1.3,0.1,0
Mario Götze,Borussia Dortmund,26,"Midfielder, Forward",1680,7,0,0,1.1,81.5,0.3,0,7.0,Bundesliga,2018,1992,19,7,1.6,33.3,0.3,0.7,0.2,1.0,0.3,0.8,0.0,0.2,0.8,0.0,0
Nadiem Amiri,Hoffenheim,22,"Midfielder, Forward",760,1,1,0,1.4,87.4,0.3,0,7.0,Bundesliga,2018,1996,10,3,1.2,27.5,0.2,1.2,0.2,1.1,0.5,1.1,0.0,0.3,0.8,0.0,0
Milot Rashica,Werder Bremen,22,"Midfielder, Forward",1559,5,1,0,2.3,69.1,0.3,3,6.98,Bundesliga,2018,1996,19,7,1.2,14.7,1.0,0.3,0.0,0.9,0.2,1.3,0.0,0.2,0.6,0.1,0
Admir Mehmedi,Wolfsburg,27,"Midfielder, Forward",1701,5,1,0,1.4,76.4,1.1,1,6.96,Bundesliga,2018,1991,20,6,1.4,26.0,0.8,1.0,0.1,1.8,0.5,1.1,0.0,0.2,1.0,0.0,0
Marcel Sabitzer,RasenBallsport Leipzig,24,"Midfielder, Forward",2356,3,9,0,2.1,70.4,0.7,1,6.94,Bundesliga,2018,1994,26,4,1.2,36.9,0.4,1.3,0.0,1.5,1.1,0.9,0.0,1.0,0.9,0.1,1
Lars Stindl,Borussia M.Gladbach,30,"Midfielder, Forward",1513,1,3,0,1.6,82.7,0.9,1,6.93,Bundesliga,2018,1988,19,2,1.0,35.6,0.1,1.5,0.2,1.0,0.6,0.9,0.0,0.6,0.6,0.1,0
Paco Alcácer,Borussia Dortmund,25,"Midfielder, Forward",1205,0,0,0,2.0,75.2,0.5,2,6.93,Bundesliga,2018,1993,11,15,0.6,10.8,0.0,0.1,0.1,0.1,0.2,0.2,0.0,0.3,0.2,0.0,0
Jean-Paul Boëtius,Mainz 05,24,"Midfielder, Forward",2130,7,8,0,1.5,77.1,0.8,1,6.9,Bundesliga,2018,1994,25,5,1.0,27.9,0.1,1.6,0.2,1.7,1.2,1.7,0.0,0.3,0.9,0.1,0
Karim Bellarabi,Bayer Leverkusen,28,"Midfielder, Forward",1061,4,4,1,2.2,74.8,0.1,1,6.9,Bundesliga,2018,1990,14,5,1.4,22.1,0.6,0.6,0.1,0.7,0.5,0.8,0.0,0.3,0.8,0.0,0
Ante Rebic,Eintracht Frankfurt,25,"Midfielder, Forward",1985,4,3,1,2.2,56.9,1.3,1,6.89,Bundesliga,2018,1993,23,5,1.2,17.7,0.3,0.1,0.1,0.8,0.3,1.7,0.0,0.1,0.3,0.0,0
Janik Haberer,Freiburg,24,"Midfielder, Forward",2343,3,4,1,1.0,79.2,2.0,1,6.89,Bundesliga,2018,1994,26,1,1.7,38.7,0.2,2.3,0.0,2.6,1.3,1.7,0.0,1.8,1.7,0.1,0
Davy Klaassen,Werder Bremen,25,"Midfielder, Forward",2823,4,5,0,1.0,74.5,0.9,2,6.89,Bundesliga,2018,1993,33,0,1.2,36.0,0.3,1.4,0.0,1.9,1.4,1.4,0.1,1.2,1.1,0.3,0
André Hahn,Augsburg,28,"Midfielder, Forward",2050,4,7,0,1.3,57.8,2.0,1,6.87,Bundesliga,2018,1990,21,7,1.1,16.3,0.7,0.7,0.0,2.3,1.0,2.4,0.0,1.0,1.1,0.1,0
Salomon Kalou,Hertha Berlin,33,"Midfielder, Forward",2327,2,0,0,1.6,73.5,1.4,1,6.83,Bundesliga,2018,1985,27,3,1.0,22.7,0.2,0.7,0.2,0.7,0.2,1.0,0.0,0.7,0.6,0.0,0
Dodi Lukebakio,Fortuna Duesseldorf,21,"Midfielder, Forward",1978,3,6,0,1.8,75.8,0.7,2,6.82,Bundesliga,2018,1997,22,9,0.6,17.6,0.3,0.9,0.0,0.8,0.3,0.9,0.0,0.6,0.2,0.0,0
Karim Onisiwo,Mainz 05,26,"Midfielder, Forward",1153,3,2,0,1.5,62.6,1.7,2,6.81,Bundesliga,2018,1992,11,15,0.8,8.8,0.2,0.0,0.0,0.9,0.3,0.8,0.0,0.3,0.3,0.1,0
Caiuby,Augsburg,30,"Midfielder, Forward",1007,1,3,0,2.3,69.8,4.1,0,6.79,Bundesliga,2018,1988,10,4,1.0,26.2,0.4,1.0,0.0,0.9,0.4,1.4,0.0,0.6,0.6,0.1,0
Matheus Pereira,Nuernberg,22,"Midfielder, Forward",1237,2,3,1,1.5,74.3,0.3,2,6.77,Bundesliga,2018,1996,16,3,0.7,23.3,0.2,1.6,0.1,0.8,0.7,1.5,0.0,0.4,0.6,0.1,0
Dong-Won Ji,Augsburg,28,"Midfielder, Forward",892,1,2,0,1.6,72.5,1.9,0,6.77,Bundesliga,2018,1990,10,4,0.7,25.9,0.2,0.8,0.1,0.7,0.6,1.1,0.0,0.6,0.7,0.1,0
Franck Ribéry,Bayern Munich,35,"Midfielder, Forward",1168,3,3,0,1.0,82.5,0.0,1,6.77,Bundesliga,2018,1983,10,15,0.8,28.1,0.3,1.0,0.0,0.6,0.3,0.7,0.0,0.0,0.2,0.0,0
Alassane Pléa,Borussia M.Gladbach,25,"Midfielder, Forward",2509,4,2,0,2.4,72.0,1.1,1,6.77,Bundesliga,2018,1993,28,6,1.0,18.1,0.1,0.6,0.0,0.4,0.1,1.0,0.0,0.4,0.5,0.1,0
Gian-Luca Waldschmidt,Freiburg,23,"Midfielder, Forward",1719,1,1,0,2.1,81.0,0.4,2,6.75,Bundesliga,2018,1995,16,14,0.8,19.3,0.3,1.2,0.1,0.7,0.4,1.1,0.0,0.2,0.6,0.1,0
Jonas Hofmann,Borussia M.Gladbach,26,"Midfielder, Forward",1917,5,2,0,1.3,84.0,0.3,1,6.75,Bundesliga,2018,1992,21,6,1.3,38.6,0.6,2.2,0.1,1.4,0.6,0.7,0.0,0.5,1.0,0.1,0
Jonas Hofmann,Borussia M.Gladbach,21,"Midfielder, Forward",1917,5,2,0,1.3,84.0,0.3,1,6.75,Bundesliga,2018,1997,21,6,1.3,38.6,0.6,2.2,0.1,1.4,0.6,0.7,0.0,0.5,1.0,0.1,0
Breel Embolo,Schalke 04,21,"Midfielder, Forward",1351,1,4,0,1.3,64.9,1.6,1,6.74,Bundesliga,2018,1997,15,5,1.0,12.6,0.1,0.3,0.2,1.1,0.2,1.5,0.0,0.3,0.4,0.0,0
Nicolás González,VfB Stuttgart,16,"Midfielder, Forward",2164,3,2,1,2.0,62.1,3.9,1,6.74,Bundesliga,2018,2002,23,7,1.0,18.8,0.2,0.4,0.0,0.6,0.4,0.9,0.0,0.9,0.3,0.1,0
Nicolás González,VfB Stuttgart,20,"Midfielder, Forward",2164,3,2,1,2.0,62.1,3.9,1,6.74,Bundesliga,2018,1998,23,7,1.0,18.8,0.2,0.4,0.0,0.6,0.4,0.9,0.0,0.9,0.3,0.1,0
Benito Raman,Fortuna Duesseldorf,24,"Midfielder, Forward",1679,4,1,0,1.8,70.3,0.2,3,6.74,Bundesliga,2018,1994,19,11,0.7,13.6,0.3,1.0,0.0,1.2,0.5,0.9,0.0,0.3,1.4,0.1,0
Michael Gregoritsch,Augsburg,24,"Midfielder, Forward",2494,2,4,0,2.7,71.1,2.9,1,6.71,Bundesliga,2018,1994,28,4,0.9,28.4,0.1,1.2,0.1,0.7,0.5,0.8,0.0,1.8,0.8,0.3,0
Marco Richter,Augsburg,21,"Midfielder, Forward",1433,6,4,0,2.2,70.0,0.9,1,6.7,Bundesliga,2018,1997,17,8,0.6,17.3,0.2,1.2,0.2,0.5,0.5,0.9,0.0,0.4,0.5,0.0,0
Mathew Leckie,Hertha Berlin,27,"Midfielder, Forward",940,0,3,0,1.2,68.7,2.7,0,6.68,Bundesliga,2018,1991,10,8,0.7,18.6,0.3,0.3,0.1,1.1,0.7,1.0,0.0,0.7,0.5,0.1,0
Amine Harit,Schalke 04,21,"Midfielder, Forward",1083,1,1,0,0.7,80.0,0.4,1,6.68,Bundesliga,2018,1997,12,6,1.2,23.6,0.1,1.0,0.0,0.8,0.5,0.5,0.0,0.1,0.9,0.1,0
Yuya Osako,Werder Bremen,28,"Midfielder, Forward",1351,2,2,0,1.3,73.3,1.4,1,6.65,Bundesliga,2018,1990,15,6,0.8,23.0,0.1,0.5,0.1,1.1,0.3,1.0,0.1,0.3,0.7,0.1,0
Robin Quaison,Mainz 05,25,"Midfielder, Forward",2204,3,1,0,1.8,72.9,0.9,1,6.65,Bundesliga,2018,1993,25,3,0.8,15.7,0.1,0.4,0.0,0.7,0.3,1.1,0.0,0.1,0.3,0.0,0
Leonardo Bittencourt,Hoffenheim,25,"Midfielder, Forward",1069,3,1,0,1.1,80.2,0.3,0,6.6,Bundesliga,2018,1993,13,8,1.0,20.2,0.5,0.4,0.0,1.8,0.6,0.8,0.0,0.3,1.1,0.0,0
Jacob Bruun Larsen,Borussia Dortmund,20,"Midfielder, Forward",1271,2,0,0,1.1,78.1,0.6,0,6.59,Bundesliga,2018,1998,16,8,0.8,21.3,0.3,0.7,0.1,0.6,0.5,0.1,0.0,0.5,0.4,0.0,0
Josip Brekalo,Wolfsburg,20,"Midfielder, Forward",1416,3,2,0,1.0,73.0,0.2,0,6.59,Bundesliga,2018,1998,15,10,0.8,22.0,0.4,1.8,0.0,0.6,0.5,0.6,0.0,0.2,0.5,0.0,0
Martin Harnik,Werder Bremen,31,"Midfielder, Forward",829,2,2,0,1.6,63.0,1.2,0,6.58,Bundesliga,2018,1987,10,8,0.7,14.3,0.1,0.4,0.0,0.7,0.2,0.9,0.1,0.4,0.6,0.0,0
Patrick Herrmann,Borussia M.Gladbach,27,"Midfielder, Forward",1075,2,1,0,0.8,80.5,0.3,0,6.56,Bundesliga,2018,1991,10,14,1.0,16.9,0.8,0.7,0.0,0.8,0.3,0.7,0.0,0.5,0.5,0.1,0
Mike Frantz,Freiburg,32,"Midfielder, Forward",2233,1,2,0,0.6,78.2,1.6,0,6.54,Bundesliga,2018,1986,29,2,0.5,19.2,0.4,0.9,0.0,1.1,0.7,0.6,0.0,0.9,0.5,0.1,0
Linton Maina,Hannover 96,19,"Midfielder, Forward",1425,3,1,0,1.1,76.4,0.2,0,6.54,Bundesliga,2018,1999,17,3,0.8,21.0,0.3,0.4,0.1,1.4,0.7,0.5,0.0,0.2,0.6,0.0,0
Claudio Pizarro,Werder Bremen,40,"Midfielder, Forward",677,2,1,0,1.0,69.9,1.4,0,6.49,Bundesliga,2018,1978,3,23,0.4,10.0,0.1,0.3,0.0,0.3,0.0,0.7,0.0,0.3,0.1,0.0,0
Takashi Usami,Fortuna Duesseldorf,26,"Midfielder, Forward",877,2,1,0,1.4,76.1,0.3,0,6.49,Bundesliga,2018,1992,10,9,0.7,11.5,0.7,0.8,0.0,0.9,0.4,0.4,0.0,0.5,0.9,0.1,0
Mark Uth,Schalke 04,27,"Midfielder, Forward",1409,1,3,0,2.0,72.5,0.7,1,6.49,Bundesliga,2018,1991,15,5,0.7,18.4,0.1,1.2,0.1,1.0,0.4,1.3,0.1,0.6,1.0,0.1,0
Nicolai Müller,Hannover 96,31,"Midfielder, Forward",903,0,2,0,1.4,71.8,0.2,1,6.47,Bundesliga,2018,1987,11,3,0.9,17.2,0.3,0.4,0.0,1.3,0.1,0.9,0.1,0.4,1.4,0.1,0
Anastasios Donis,VfB Stuttgart,22,"Midfielder, Forward",961,2,4,0,1.3,80.1,0.4,2,6.45,Bundesliga,2018,1996,11,13,0.3,6.7,0.1,0.2,0.0,0.6,0.2,0.9,0.0,0.0,0.3,0.0,0
Johannes Eggestein,Werder Bremen,20,"Midfielder, Forward",1118,1,0,0,1.5,72.3,0.7,1,6.41,Bundesliga,2018,1998,12,11,0.4,13.5,0.1,0.3,0.0,0.6,0.2,0.7,0.0,0.2,0.6,0.0,0
Alexander Esswein,VfB Stuttgart,28,"Midfielder, Forward",1259,0,3,0,1.7,71.2,0.9,0,6.4,Bundesliga,2018,1990,15,2,1.2,22.9,0.8,0.9,0.1,1.0,0.7,1.1,0.0,0.8,0.9,0.0,0
Guido Burgstaller,Schalke 04,29,"Midfielder, Forward",1524,0,4,0,1.8,64.2,1.4,0,6.4,Bundesliga,2018,1989,17,7,0.4,11.9,0.1,0.2,0.0,0.5,0.1,1.0,0.0,0.4,0.2,0.0,0
Florian Niederlechner,Freiburg,28,"Midfielder, Forward",972,1,3,0,1.3,70.0,0.7,1,6.38,Bundesliga,2018,1990,12,12,0.4,7.1,0.0,0.2,0.0,0.3,0.3,1.0,0.0,0.4,0.2,0.2,0
Sebastian Kerk,Nuernberg,24,"Midfielder, Forward",1187,1,0,0,0.9,73.5,0.6,0,6.37,Bundesliga,2018,1994,17,4,1.1,17.1,1.2,0.6,0.0,0.8,0.1,0.4,0.0,0.7,0.8,0.2,0
Levin Öztunali,Mainz 05,23,"Midfielder, Forward",924,1,3,0,1.1,68.3,0.5,0,6.37,Bundesliga,2018,1995,11,4,0.4,17.9,0.3,0.4,0.0,1.1,0.5,1.2,0.0,0.5,0.9,0.1,0
Virgil Misidjan,Nuernberg,25,"Midfielder, Forward",1545,1,5,0,1.0,74.4,0.7,0,6.35,Bundesliga,2018,1993,17,6,0.3,14.4,0.3,0.4,0.0,0.9,0.4,1.5,0.0,0.2,0.9,0.0,0
Bobby Wood,Hannover 96,26,"Midfielder, Forward",1186,1,1,0,0.9,78.7,1.3,0,6.33,Bundesliga,2018,1992,12,8,0.6,14.4,0.1,0.3,0.1,0.7,0.2,0.9,0.0,0.3,0.2,0.0,0
Yuya Kubo,Nuernberg,25,"Midfielder, Forward",1363,0,2,0,1.3,73.4,0.5,0,6.31,Bundesliga,2018,1993,15,7,0.5,17.8,0.1,1.0,0.0,1.0,0.5,1.0,0.0,0.1,1.0,0.0,0
Lucas Höler,Freiburg,24,"Midfielder, Forward",1004,0,0,0,1.0,67.6,0.6,0,6.27,Bundesliga,2018,1994,11,15,0.3,9.5,0.1,0.1,0.0,0.7,0.1,0.7,0.0,0.5,0.5,0.0,0
Kylian Mbappé,PSG,22,"Midfielder, Forward",2389,7,5,0,3.4,80.7,0.2,6,7.68,Ligue1,2020,1998,27,4,1.1,30.7,0.2,0.2,0.0,0.1,0.1,0.7,0.0,0.1,0.2,0.0,0
Andy Delort,Montpellier,29,"Midfielder, Forward",2494,9,4,0,3.0,62.5,4.7,6,7.6,Ligue1,2020,1991,30,0,1.8,26.3,1.0,1.1,0.0,0.4,0.1,1.8,0.0,1.1,0.3,0.0,0
