Name,Team,Age,Position,Minutes,Total Goals,Total Assists,Yellow cards,Red cards,Shots per game,Pass success percentage,Aerials won per game,Man of the match,Rating,League,Saison,Start Application,Remplacement Application,Key passes per game,Passes per game,Crosses per game,Long balls per game,Through balls per game,Dribbles per game,Fouled per game,Offsides per game,Dispossessed per game,Bad control per game,Dribble
Mario Licka,Brest,37,Midfielder,2446,3.0,4,2.0,0.0,1.5,75.6,0.3,0.0,6.67,Ligue1,2010,27,8,1.1,33.5,0.6,0.8,0.1,0.6,1.0,0.0,1.2,0.7,0.0
Benjamin Moukandjo,Monaco,30,"Midfielder, Forward",1151,3.0,2,2.0,0.0,1.4,66.3,1.1,1.0,6.67,Ligue1,2010,13,3,1.1,16.5,0.4,0.3,0.0,1.0,2.0,0.3,2.1,1.7,0.0
Mathieu Bodmer,Paris Saint-Germain,36,"Midfielder, Forward",1758,5.0,3,3.0,0.0,1.6,77.0,0.7,0.0,6.66,Ligue1,2010,21,7,0.9,35.2,0.1,1.6,0.3,0.3,0.6,0.0,0.9,1.0,0.0
Jamel Aït Ben Idir,Arles-Avignon,35,"Midfielder, Forward",1850,0.0,0,2.0,1.0,0.5,78.3,0.6,1.0,6.66,Ligue1,2010,21,4,0.5,34.6,0.4,1.8,0.0,0.2,1.2,0.0,0.6,0.4,0.0
Jerome Leroy,Rennes,44,"Midfielder, Forward",2012,2.0,6,7.0,0.0,1.0,75.0,0.5,0.0,6.65,Ligue1,2010,22,12,1.6,26.6,1.0,1.1,0.3,0.4,1.1,0.1,1.6,1.3,0.0
Kanga Akalé,Lens,38,"Midfielder, Forward",1800,3.0,3,2.0,0.0,1.1,74.4,0.4,1.0,6.65,Ligue1,2010,21,9,1.1,15.4,1.4,0.4,0.1,1.1,1.1,0.2,1.9,1.1,0.0
Benjamin Gavanon,Nancy,38,"Midfielder, Forward",1354,0.0,4,2.0,0.0,0.8,75.6,0.6,1.0,6.65,Ligue1,2010,16,7,1.4,30.7,1.1,2.7,0.1,0.0,0.4,0.0,0.3,0.3,0.0
Souleymane Camara,Montpellier,36,"Midfielder, Forward",2477,4.0,2,5.0,0.0,1.6,72.8,0.8,0.0,6.64,Ligue1,2010,28,8,1.0,19.9,0.5,0.5,0.0,0.8,2.3,0.6,1.2,1.3,0.0
Joris Marveaux,Montpellier,36,Midfielder,2607,1.0,2,5.0,1.0,1.2,83.2,0.6,0.0,6.64,Ligue1,2010,30,5,0.6,31.3,0.2,2.0,0.0,0.6,0.8,0.1,1.1,0.7,0.0
Romain Pitau,Montpellier,41,Midfielder,2221,0.0,2,5.0,0.0,0.6,82.5,0.2,0.0,6.64,Ligue1,2010,27,3,0.5,42.4,0.1,3.6,0.1,0.4,1.3,0.0,0.6,0.4,0.0
Miralem Pjanic,Lyon,29,Midfielder,1458,3.0,2,3.0,0.0,1.4,82.8,0.2,1.0,6.64,Ligue1,2010,16,14,1.0,29.6,0.7,1.4,0.1,0.5,1.0,0.0,0.8,0.6,0.0
Deme N'Diaye,Arles-Avignon,34,"Midfielder, Forward",2339,2.0,1,2.0,0.0,1.9,72.9,1.2,0.0,6.64,Ligue1,2010,25,8,0.7,24.2,0.4,0.8,0.0,0.8,1.3,0.2,1.5,1.8,0.0
Geoffrey Dernis,Montpellier,38,Midfielder,1253,1.0,0,4.0,0.0,1.2,77.5,0.4,1.0,6.63,Ligue1,2010,14,11,1.1,21.5,1.3,1.0,0.0,0.7,1.7,0.2,1.5,1.2,0.0
Dennis Oliech,Auxerre,34,"Midfielder, Forward",2523,4.0,3,13.0,0.0,1.7,67.9,0.3,2.0,6.62,Ligue1,2010,28,5,1.0,19.4,0.5,0.4,0.1,1.1,1.1,0.3,1.8,1.8,0.0
Laurent Batlles,Saint-Etienne,43,"Defender, Midfielder, Forward",1778,4.0,3,4.0,0.0,0.9,74.1,0.2,0.0,6.62,Ligue1,2010,22,10,1.1,25.3,0.4,1.9,0.1,0.2,1.4,0.2,0.8,1.0,0.0
Jimmy Briand,Lyon,33,"Midfielder, Forward",2096,6.0,7,6.0,0.0,1.2,72.7,0.3,2.0,6.62,Ligue1,2010,22,11,1.1,21.1,0.2,0.4,0.1,0.7,1.9,0.3,1.4,2.2,0.0
Damien Marcq,Caen,30,"Defender, Midfielder, Forward",1938,0.0,0,11.0,0.0,0.2,77.6,0.9,0.0,6.61,Ligue1,2010,22,6,0.3,34.9,0.0,3.3,0.1,0.8,0.9,0.0,1.4,0.8,0.0
Alejandro Alonso,Saint-Etienne,37,"Midfielder, Forward",882,1.0,1,2.0,0.0,1.3,77.1,0.1,0.0,6.61,Ligue1,2010,11,3,0.9,17.5,0.4,0.8,0.1,0.8,1.6,0.6,2.0,1.3,0.0
Mathieu Dossevi,Valenciennes,31,"Midfielder, Forward",1531,2.0,0,2.0,0.0,1.1,78.8,0.3,0.0,6.6,Ligue1,2010,17,7,0.9,18.7,0.5,0.7,0.0,0.8,1.6,0.3,2.5,1.8,0.0
Chaouki Ben Saada,Nice,35,Midfielder,1479,2.0,2,1.0,0.0,1.7,79.9,0.2,0.0,6.59,Ligue1,2010,15,12,1.6,24.7,0.6,1.2,0.1,0.7,1.1,0.0,1.4,0.8,0.0
Sambou Yatabaré,Caen,30,Midfielder,1487,2.0,3,10.0,2.0,0.8,69.5,1.5,1.0,6.59,Ligue1,2010,18,7,0.4,29.8,0.2,2.6,0.1,0.5,1.2,0.0,1.0,1.2,0.0
Grégory Sertic,Lens,29,"Midfielder, Forward",1075,0.0,2,1.0,0.0,1.3,79.0,0.7,1.0,6.58,Ligue1,2010,11,12,0.7,18.9,0.7,1.6,0.0,0.4,0.5,0.0,1.0,0.7,0.0
Pierre-Alain Frau,Lille,39,"Midfielder, Forward",938,5.0,2,0.0,0.0,1.3,71.2,0.4,0.0,6.58,Ligue1,2010,10,19,0.5,11.6,0.1,0.5,0.2,0.7,0.7,0.2,1.0,0.4,0.0
Granddi N'Goyi,Brest,31,Midfielder,1426,0.0,0,1.0,0.0,0.3,76.4,0.7,1.0,6.58,Ligue1,2010,17,8,0.3,24.2,0.0,0.8,0.0,0.4,0.5,0.0,0.7,0.7,0.0
Julien Quercia,Auxerre,32,"Midfielder, Forward",1220,4.0,2,1.0,0.0,1.5,80.8,0.2,0.0,6.58,Ligue1,2010,14,5,1.2,16.2,0.3,0.1,0.1,0.4,0.8,0.8,0.7,1.9,0.0
Fahid Ben Khalfallah,Bordeaux,36,Midfielder,2187,1.0,0,6.0,0.0,1.3,74.4,0.4,0.0,6.58,Ligue1,2010,26,6,0.7,22.5,0.7,0.3,0.0,0.8,1.5,0.2,1.7,1.6,0.0
Lukman Haruna,Monaco,28,Midfielder,1097,0.0,2,3.0,0.0,2.5,79.4,0.1,0.0,6.57,Ligue1,2010,12,5,1.2,22.6,0.6,1.4,0.0,0.4,2.3,0.1,0.9,1.1,0.0
Jacques Faty,Sochaux,35,"Midfielder, Forward",1896,1.0,0,3.0,0.0,0.3,81.5,0.4,0.0,6.57,Ligue1,2010,23,1,0.1,31.3,0.0,3.2,0.0,0.2,0.7,0.0,0.2,0.3,0.0
Daniel Niculae,Monaco,36,"Midfielder, Forward",1125,4.0,1,2.0,0.0,1.7,66.3,1.2,1.0,6.57,Ligue1,2010,13,4,0.9,24.1,0.1,0.5,0.2,0.2,1.1,0.6,1.5,1.4,0.0
Alexandre Cuvillier,Nancy,33,"Midfielder, Forward",1636,2.0,1,3.0,0.0,1.2,66.1,0.5,0.0,6.56,Ligue1,2010,17,8,0.8,19.7,1.1,0.3,0.0,0.6,0.3,0.5,0.8,1.4,0.0
Mejía,Arles-Avignon,37,"Midfielder, Forward",1015,0.0,0,2.0,0.0,0.0,78.7,1.7,0.0,6.56,Ligue1,2010,12,0,0.0,29.3,0.0,2.2,0.0,0.3,2.1,0.0,0.3,0.4,0.0
Alfred N'Diaye,Nancy,29,"Midfielder, Forward",737,0.0,0,1.0,1.0,0.4,75.8,0.5,0.0,6.56,Ligue1,2010,10,4,0.3,19.8,0.0,1.7,0.1,0.6,0.2,0.0,0.4,0.4,0.0
Dianbobo Balde,Arles-Avignon,43,"Midfielder, Forward",1035,0.0,0,5.0,2.0,0.2,69.1,1.4,0.0,6.54,Ligue1,2010,13,0,0.0,18.7,0.0,1.3,0.0,0.1,0.2,0.1,0.0,0.2,0.0
Kamel Chafni,Auxerre,37,Midfielder,1385,1.0,3,7.0,0.0,0.8,84.9,0.2,0.0,6.52,Ligue1,2010,16,6,0.9,32.7,0.1,1.2,0.0,0.4,1.3,0.0,0.9,1.5,0.0
Abdou Traoré,Nice,31,Midfielder,1362,1.0,0,2.0,0.0,0.3,80.5,0.6,0.0,6.52,Ligue1,2010,14,9,0.3,22.7,0.3,0.5,0.0,0.7,1.8,0.1,0.8,0.7,0.0
Nampalys Mendy,Monaco,27,Midfielder,1087,0.0,0,3.0,0.0,0.2,83.1,0.3,0.0,6.52,Ligue1,2010,13,1,0.3,30.4,0.1,1.3,0.1,0.2,1.0,0.0,1.1,0.5,0.0
Benjamin Stambouli,Montpellier,28,"Midfielder, Forward",1467,0.0,1,2.0,1.0,0.2,77.1,0.7,1.0,6.51,Ligue1,2010,14,12,0.1,25.6,0.0,1.4,0.1,0.4,0.5,0.0,0.2,0.4,0.0
Franck Dja Djedje,Arles-Avignon,33,Midfielder,2482,4.0,1,2.0,0.0,1.8,73.5,1.2,0.0,6.51,Ligue1,2010,30,4,0.7,19.4,0.3,0.2,0.0,0.4,2.2,0.9,1.4,1.8,0.0
Mathieu Coutadeur,Monaco,33,Midfielder,966,1.0,0,0.0,1.0,0.6,80.1,0.2,0.0,6.5,Ligue1,2010,11,7,1.3,24.1,1.2,1.0,0.1,0.1,1.7,0.1,1.0,0.7,0.0
Francis Coquelin,Lorient,28,Midfielder,1175,1.0,1,1.0,1.0,0.2,86.2,0.3,0.0,6.49,Ligue1,2010,13,11,0.5,30.3,0.0,1.8,0.0,0.5,0.8,0.0,0.9,0.6,0.0
Kévin Monnet-Paquet,Lorient,30,"Midfielder, Forward",1930,0.0,2,0.0,0.0,0.5,80.1,0.3,0.0,6.48,Ligue1,2010,22,9,0.8,25.2,0.2,0.2,0.1,0.7,1.2,0.2,1.7,1.4,0.0
Yoan Gouffran,Bordeaux,33,"Midfielder, Forward",1362,2.0,0,4.0,0.0,1.4,80.8,1.0,0.0,6.48,Ligue1,2010,15,7,0.8,19.9,0.1,1.0,0.0,0.5,1.4,0.1,1.5,1.1,0.0
Ludovic Obraniak,Lille,34,Midfielder,704,2.0,2,3.0,0.0,0.5,77.1,0.3,0.0,6.48,Ligue1,2010,5,21,0.8,16.0,0.7,0.9,0.0,0.1,0.3,0.0,0.3,0.2,0.0
Jean-Jacques Gosso,Monaco,36,Midfielder,1506,1.0,0,4.0,0.0,0.8,76.9,0.4,0.0,6.47,Ligue1,2010,18,4,0.6,28.2,0.0,0.7,0.0,0.2,1.3,0.1,1.5,1.0,0.0
Issam Jemaa,Lens,35,"Midfielder, Forward",1746,5.0,0,2.0,1.0,2.2,70.6,1.4,0.0,6.47,Ligue1,2010,20,6,0.4,19.7,0.1,0.8,0.0,0.2,1.9,1.2,1.4,1.6,0.0
Julien Sablé,Nice,38,Midfielder,2304,0.0,0,4.0,0.0,0.8,78.4,0.3,0.0,6.44,Ligue1,2010,29,3,0.4,26.5,0.1,1.5,0.0,0.1,0.3,0.0,0.2,0.2,0.0
Drissa Diakité,Nice,34,"Midfielder, Forward",2031,0.0,0,9.0,2.0,0.0,83.3,0.4,0.0,6.42,Ligue1,2010,24,5,0.4,29.3,0.2,1.5,0.0,0.1,0.6,0.0,0.4,0.4,0.0
Hasan Kabze,Montpellier,37,"Midfielder, Forward",1391,0.0,2,1.0,0.0,1.5,75.3,0.4,0.0,6.4,Ligue1,2010,16,6,1.1,19.5,0.4,0.4,0.0,0.3,0.9,0.3,1.0,0.9,0.0
Danijel Ljuboja,Nice,40,"Midfielder, Forward",1947,5.0,1,1.0,0.0,1.8,76.1,0.3,1.0,6.39,Ligue1,2010,22,8,0.9,16.9,0.4,0.3,0.1,0.5,1.6,0.8,2.4,1.7,0.0
Ireneusz Jelen,Auxerre,38,"Midfielder, Forward",1548,5.0,0,0.0,0.0,1.4,77.0,0.1,0.0,6.38,Ligue1,2010,18,3,0.4,12.6,0.4,0.3,0.0,0.4,0.2,0.8,0.5,1.3,0.0
Kandia Traore,Caen,38,"Midfielder, Forward",2079,6.0,3,2.0,0.0,1.4,70.7,1.3,0.0,6.37,Ligue1,2010,24,14,0.3,16.4,0.0,0.4,0.1,0.1,1.2,0.7,0.8,0.9,0.0
Sébastien Piocelle,Arles-Avignon,40,"Midfielder, Forward",1296,0.0,0,4.0,1.0,0.2,77.5,0.3,0.0,6.36,Ligue1,2010,15,4,0.6,34.8,0.1,1.4,0.1,0.3,0.5,0.0,0.5,0.4,0.0
Frederic Sammaritano,Auxerre,33,"Midfielder, Forward",1065,1.0,3,1.0,0.0,0.7,76.4,0.0,0.0,6.35,Ligue1,2010,10,17,0.5,16.1,0.3,0.4,0.0,0.5,1.1,0.0,0.9,0.9,0.0
José Saez,Valenciennes,37,Midfielder,940,0.0,1,3.0,0.0,0.3,84.9,0.1,0.0,6.31,Ligue1,2010,11,8,0.2,14.3,0.1,0.7,0.1,0.1,0.5,0.0,0.5,0.3,0.0
Toifilou Maoulida,Lens,40,Midfielder,1812,2.0,1,3.0,1.0,1.4,71.6,0.8,0.0,6.29,Ligue1,2010,20,12,0.7,11.8,0.2,0.2,0.1,0.3,1.6,1.1,1.6,1.3,0.0
Christophe Landrin,Saint-Etienne,42,"Defender, Midfielder, Forward",1082,1.0,1,4.0,0.0,0.5,78.1,0.3,0.0,6.28,Ligue1,2010,11,14,0.7,22.2,0.0,0.9,0.0,0.2,0.5,0.1,0.9,0.4,0.0
Djamel Bakar,Nancy,30,"Midfielder, Forward",957,1.0,0,2.0,0.0,1.5,74.0,0.7,0.0,6.23,Ligue1,2010,10,10,0.7,13.7,0.3,0.2,0.0,0.3,0.7,0.3,0.6,1.5,0.0
Cristiano Ronaldo,Juventus,34,"Midfielder, Forward",2689,21.0,8,3.0,0.0,5.7,85.1,1.1,10.0,7.68,SerieA,2018,30,1,1.5,33.3,0.5,1.0,0.0,1.5,1.6,0.9,1.3,1.7,0.0
Alejandro Gómez,Atalanta,31,"Midfielder, Forward",2913,7.0,11,5.0,0.0,3.0,84.4,0.3,7.0,7.64,SerieA,2018,34,1,3.2,46.0,2.9,2.2,0.2,2.2,2.7,0.1,2.2,1.9,0.0
Josip Ilicic,Atalanta,31,"Midfielder, Forward",2151,12.0,7,5.0,1.0,3.3,80.2,0.2,4.0,7.39,SerieA,2018,23,8,2.1,39.2,0.5,2.3,0.1,2.5,2.5,0.2,2.5,2.4,0.0
Suso,AC Milan,25,"Midfielder, Forward",3031,7.0,10,8.0,1.0,2.7,82.5,0.1,7.0,7.39,SerieA,2018,35,0,2.8,43.1,1.5,3.1,0.1,1.9,2.3,0.2,1.8,1.8,0.0
Rodrigo de Paul,Udinese,25,"Midfielder, Forward",3194,9.0,8,7.0,0.0,2.4,76.4,0.1,6.0,7.37,SerieA,2018,36,0,2.7,44.1,1.6,4.9,0.3,2.3,2.6,0.0,1.8,2.4,0.0
Mario Mandzukic,Juventus,33,"Midfielder, Forward",2020,9.0,6,4.0,0.0,1.2,71.1,2.9,3.0,7.34,SerieA,2018,23,2,1.2,23.4,0.2,0.4,0.0,0.2,1.4,0.3,0.8,1.1,0.0
Stephan El Shaarawy,Roma,26,"Midfielder, Forward",2109,11.0,3,2.0,0.0,2.5,81.7,0.8,4.0,7.26,SerieA,2018,23,5,1.3,29.1,0.4,1.4,0.1,1.6,1.3,0.4,0.8,1.9,0.0
Fabián Ruiz,Napoli,23,Midfielder,1991,5.0,4,2.0,1.0,1.9,89.8,0.6,2.0,7.25,SerieA,2018,20,7,2.3,66.6,0.3,3.2,0.0,1.3,0.8,0.1,1.1,1.0,0.0
Dries Mertens,Napoli,32,"Midfielder, Forward",2253,16.0,11,1.0,0.0,2.5,79.0,0.2,4.0,7.2,SerieA,2018,23,12,2.0,24.2,0.5,0.7,0.1,0.5,0.8,0.4,0.8,1.2,0.0
João Cancelo,Juventus,25,"Midfielder, Forward",1967,1.0,3,6.0,0.0,1.0,86.2,0.9,2.0,7.2,SerieA,2018,22,3,1.4,50.3,1.0,2.4,0.0,2.4,1.0,0.0,0.9,1.4,0.0
Cristian Ansaldi,Torino,32,"Midfielder, Forward",1816,3.0,2,3.0,0.0,1.6,73.3,0.2,2.0,7.19,SerieA,2018,23,1,1.5,24.2,1.7,2.3,0.0,2.2,1.3,0.1,1.4,2.0,0.0
Lorenzo Insigne,Napoli,28,"Midfielder, Forward",2080,10.0,6,6.0,1.0,4.3,86.0,0.1,3.0,7.16,SerieA,2018,24,4,2.3,43.9,0.4,2.8,0.2,0.9,0.5,0.6,1.0,1.6,0.0
Domenico Criscito,Genoa,32,"Midfielder, Forward",3071,2.0,4,12.0,1.0,0.9,75.7,1.3,3.0,7.15,SerieA,2018,35,0,1.4,41.4,0.9,3.5,0.1,0.6,1.4,0.1,0.3,0.5,0.0
Alex Sandro,Juventus,28,"Midfielder, Forward",2392,1.0,2,7.0,0.0,0.7,84.6,1.8,3.0,7.15,SerieA,2018,28,3,1.2,51.0,0.6,2.5,0.0,0.9,1.6,0.1,0.8,1.1,0.0
Tiemoué Bakayoko,AC Milan,24,"Midfielder, Forward",2301,1.0,1,5.0,1.0,0.8,86.6,2.4,4.0,7.15,SerieA,2018,26,5,0.8,42.9,0.0,1.3,0.0,2.0,2.3,0.0,1.4,1.8,0.0
Sergej Milinkovic-Savic,Lazio,24,"Midfielder, Forward",2405,5.0,3,7.0,1.0,2.5,79.6,3.6,2.0,7.15,SerieA,2018,29,2,1.5,45.2,0.1,2.6,0.2,1.1,1.1,0.4,1.5,2.1,0.0
Allan,Napoli,28,"Midfielder, Forward",2614,1.0,3,10.0,0.0,0.8,89.6,0.4,2.0,7.13,SerieA,2018,28,5,1.0,66.2,0.1,3.2,0.1,1.2,1.9,0.0,1.3,1.0,0.0
Aleksandar Kolarov,Roma,33,"Midfielder, Forward",2906,8.0,2,6.0,1.0,1.3,80.6,1.2,5.0,7.12,SerieA,2018,32,1,1.8,48.7,1.8,2.7,0.0,0.9,1.2,0.0,0.5,0.8,0.0
Hakan Calhanoglu,AC Milan,25,"Midfielder, Forward",2898,3.0,6,3.0,0.0,2.8,85.2,0.7,2.0,7.12,SerieA,2018,34,2,2.3,47.5,0.8,3.6,0.1,0.9,1.1,0.1,1.0,1.9,0.0
Robin Gosens,Atalanta,24,"Midfielder, Forward",1947,3.0,2,2.0,0.0,0.9,78.9,1.5,2.0,7.11,SerieA,2018,23,5,0.6,34.9,0.6,1.0,0.0,0.7,1.1,0.3,0.3,1.4,0.0
Erick Pulgar,Bologna,25,"Midfielder, Forward",2363,6.0,2,6.0,1.0,1.2,83.9,1.6,3.0,7.11,SerieA,2018,27,1,2.1,51.4,1.2,3.6,0.0,0.4,1.2,0.0,0.7,1.2,0.0
Lucas Leiva,Lazio,32,"Midfielder, Forward",1988,0.0,2,7.0,0.0,0.6,87.9,1.6,2.0,7.11,SerieA,2018,22,5,1.1,51.0,0.4,2.6,0.1,0.4,0.7,0.1,0.9,0.3,0.0
Kevin Malcuit,Napoli,27,"Midfielder, Forward",1806,0.0,2,3.0,0.0,0.5,85.9,0.8,1.0,7.11,SerieA,2018,20,4,0.9,41.2,1.0,1.4,0.0,1.4,0.9,0.1,0.8,1.6,0.0
Marcelo Brozovic,Inter,26,Midfielder,2657,2.0,1,10.0,1.0,0.8,90.1,0.8,4.0,7.08,SerieA,2018,31,1,1.6,78.8,0.8,7.2,0.1,0.7,0.9,0.0,0.8,1.4,0.0
Paulo Dybala,Juventus,25,"Midfielder, Forward",2137,5.0,4,2.0,0.0,2.2,89.3,0.1,4.0,7.08,SerieA,2018,24,6,1.7,39.1,0.9,3.7,0.1,1.7,2.2,0.2,1.4,2.4,0.0
Ivan Perisic,Inter,30,"Midfielder, Forward",2707,8.0,3,5.0,0.0,2.9,74.6,1.8,5.0,7.06,SerieA,2018,30,4,1.8,33.1,1.4,1.0,0.1,0.7,0.3,0.3,0.5,1.5,0.0
Steven Nzonzi,Roma,30,Midfielder,2619,1.0,2,7.0,0.0,0.7,87.7,3.4,1.0,7.06,SerieA,2018,29,1,0.8,56.3,0.0,3.2,0.0,0.4,0.5,0.0,0.4,0.5,0.0
Luis Alberto,Lazio,26,"Midfielder, Forward",2003,4.0,5,5.0,1.0,2.5,82.0,0.6,3.0,7.05,SerieA,2018,25,2,2.9,47.4,1.6,2.7,0.1,0.9,0.9,0.1,1.6,1.8,0.0
Christian Kouamé,Genoa,21,"Midfielder, Forward",3072,4.0,5,4.0,0.0,2.3,66.0,5.2,1.0,7.05,SerieA,2018,33,5,1.3,23.8,0.2,0.4,0.0,1.1,2.2,0.5,2.1,2.7,0.0
José Callejón,Napoli,32,Midfielder,2652,3.0,10,1.0,0.0,1.8,86.6,0.3,1.0,7.03,SerieA,2018,29,5,2.1,43.8,1.2,1.9,0.0,0.4,1.4,0.5,0.6,0.8,0.0
Joaquín Correa,Lazio,24,"Midfielder, Forward",1919,5.0,6,5.0,0.0,2.1,86.1,0.6,1.0,7.03,SerieA,2018,18,16,1.7,25.1,0.2,0.5,0.1,2.1,1.2,0.2,0.8,1.7,0.0
Miralem Pjanic,Juventus,29,Midfielder,2288,2.0,6,5.0,1.0,0.9,92.1,0.4,3.0,7.03,SerieA,2018,27,4,2.3,62.5,1.2,5.8,0.1,0.4,0.7,0.0,0.5,0.8,0.0
Remo Freuler,Atalanta,27,"Midfielder, Forward",3030,2.0,6,4.0,0.0,0.9,88.2,1.0,0.0,7.02,SerieA,2018,35,0,1.3,62.9,0.1,2.1,0.1,0.7,2.1,0.0,1.1,1.5,0.0
Senad Lulic,Lazio,33,"Midfielder, Forward",2930,4.0,1,5.0,0.0,0.8,78.1,1.3,1.0,7.02,SerieA,2018,34,1,1.5,37.6,1.1,2.1,0.0,1.2,0.8,0.2,0.9,1.6,0.0
Jasmin Kurtic,SPAL 2013,30,Midfielder,2561,6.0,5,9.0,0.0,2.1,86.1,2.1,1.0,7.02,SerieA,2018,29,1,1.2,40.7,1.2,2.0,0.0,0.8,1.8,0.0,0.7,1.0,0.0
Juraj Kucka,Parma Calcio 1913,32,Midfielder,1536,4.0,3,4.0,1.0,1.4,69.5,4.2,1.0,7.01,SerieA,2018,17,1,0.9,30.8,0.3,1.1,0.0,0.8,1.5,0.1,1.6,1.3,0.0
Marten de Roon,Atalanta,28,"Midfielder, Forward",2977,2.0,3,8.0,0.0,0.8,87.5,1.5,1.0,7.0,SerieA,2018,34,1,0.9,62.5,0.2,3.5,0.0,0.2,0.4,0.0,0.3,0.6,0.0
Lorenzo Pellegrini,Roma,23,Midfielder,1828,2.0,3,6.0,0.0,1.8,80.0,0.8,2.0,7.0,SerieA,2018,21,4,2.4,33.9,1.6,1.4,0.1,1.0,1.3,0.2,1.3,2.0,0.0
Albin Ekdal,Sampdoria,29,Midfielder,2652,0.0,0,6.0,0.0,0.5,86.5,1.8,1.0,6.99,SerieA,2018,30,2,0.6,51.5,0.1,1.7,0.0,1.1,2.1,0.0,1.0,0.9,0.0
Piotr Zielinski,Napoli,25,"Midfielder, Forward",2883,6.0,2,6.0,0.0,2.2,90.0,0.4,0.0,6.99,SerieA,2018,33,3,1.6,54.8,0.1,2.4,0.1,1.0,0.8,0.1,1.1,1.4,0.0
Dennis Praet,Sampdoria,25,"Midfielder, Forward",2896,2.0,3,6.0,0.0,1.0,87.3,0.6,1.0,6.99,SerieA,2018,33,1,1.1,51.1,0.8,1.3,0.1,1.1,1.2,0.0,1.5,1.2,0.0
Domenico Berardi,Sassuolo,24,"Midfielder, Forward",2885,8.0,4,5.0,1.0,3.6,77.0,0.7,3.0,6.98,SerieA,2018,32,3,1.7,34.0,0.7,1.0,0.1,1.3,2.6,0.3,1.4,2.2,0.0
Federico Chiesa,Fiorentina,21,"Midfielder, Forward",3038,6.0,3,4.0,0.0,3.6,72.1,0.4,3.0,6.98,SerieA,2018,34,3,1.5,22.5,0.4,0.7,0.1,2.1,1.6,0.3,1.8,2.9,0.0
Emre Can,Juventus,25,"Midfielder, Forward",1807,4.0,1,7.0,0.0,1.1,87.1,1.3,1.0,6.98,SerieA,2018,20,9,0.7,34.7,0.2,2.0,0.1,0.9,0.8,0.1,0.4,0.9,0.0
Diego Farias,Empoli,29,"Midfielder, Forward",1204,4.0,4,1.0,0.0,2.3,81.2,0.2,0.0,6.97,SerieA,2018,16,0,1.3,19.3,0.4,0.4,0.1,0.8,1.0,0.2,1.2,1.8,0.0
Tomás Rincón,Torino,31,Midfielder,2804,3.0,1,15.0,0.0,1.0,78.9,2.4,1.0,6.97,SerieA,2018,32,2,0.8,39.5,0.2,3.4,0.0,0.8,1.2,0.0,1.0,1.1,0.0
Ismael Bennacer,Empoli,21,"Midfielder, Forward",2960,0.0,5,7.0,0.0,0.5,86.4,0.9,1.0,6.96,SerieA,2018,32,5,0.9,51.4,0.4,3.9,0.1,1.8,1.6,0.0,1.2,1.5,0.0
Jordan Veretout,Fiorentina,26,Midfielder,2944,5.0,3,12.0,1.0,1.2,81.8,0.9,3.0,6.96,SerieA,2018,33,0,2.3,55.0,1.1,3.9,0.1,0.6,1.2,0.0,0.8,0.9,0.0
Roberto Gagliardini,Inter,25,"Midfielder, Forward",1085,5.0,0,4.0,0.0,1.3,87.4,1.9,2.0,6.96,SerieA,2018,13,6,0.7,41.8,0.1,1.2,0.1,0.3,1.0,0.1,0.5,1.2,0.0
Franck Kessié,AC Milan,22,"Midfielder, Forward",3021,7.0,2,8.0,0.0,1.5,87.0,1.2,2.0,6.95,SerieA,2018,34,0,1.3,49.7,0.1,1.6,0.0,1.3,0.9,0.1,1.2,2.1,0.0
Timothy Castagne,Atalanta,23,"Midfielder, Forward",2003,4.0,2,3.0,0.0,0.7,83.7,0.9,2.0,6.95,SerieA,2018,21,7,1.0,36.3,0.4,0.9,0.0,0.7,0.5,0.0,1.0,1.2,0.0
Kwadwo Asamoah,Inter,30,"Midfielder, Forward",2672,0.0,1,6.0,0.0,0.3,89.0,0.7,2.0,6.93,SerieA,2018,30,2,1.0,60.5,0.6,3.5,0.0,1.3,2.2,0.0,0.7,1.1,0.0
Manuel Lazzari,SPAL 2013,25,Midfielder,2842,0.0,8,7.0,0.0,1.0,82.1,0.3,2.0,6.93,SerieA,2018,33,0,1.7,31.1,2.0,0.6,0.0,2.0,1.8,0.0,1.3,1.8,0.0
Rodrigo Palacio,Bologna,37,"Midfielder, Forward",2335,3.0,6,6.0,0.0,1.6,77.3,1.4,0.0,6.92,SerieA,2018,26,2,1.4,25.2,0.4,0.5,0.0,1.8,2.3,0.9,2.0,2.6,0.0
Matteo Politano,Inter,25,"Midfielder, Forward",2568,5.0,6,4.0,1.0,2.2,80.1,0.2,0.0,6.92,SerieA,2018,31,5,1.8,33.8,1.6,1.6,0.0,1.3,1.2,0.1,0.9,1.4,0.0
Cristiano Biraghi,Fiorentina,26,"Midfielder, Forward",3196,1.0,4,8.0,0.0,0.9,75.9,1.1,1.0,6.92,SerieA,2018,36,0,1.7,37.3,1.7,1.8,0.0,0.4,0.7,0.1,0.3,1.1,0.0
Rade Krunic,Empoli,25,"Midfielder, Forward",2784,5.0,7,7.0,1.0,1.6,80.8,1.5,2.0,6.91,SerieA,2018,33,0,1.6,39.4,0.1,1.3,0.2,1.4,2.3,0.0,1.1,2.2,0.0
