Name,Team,Age,Position,Minutes,Total Goals,Total Assists,Yellow cards,Red cards,Shots per game,Pass success percentage,Aerials won per game,Man of the match,Rating,League,Saison,Start Application,Remplacement Application,Key passes per game,Passes per game,Crosses per game,Long balls per game,Through balls per game,Dribbles per game,Fouled per game,Offsides per game,Dispossessed per game,Bad control per game,Dribble
Andrea Cossu,Cagliari,39,Midfielder,2583,3.0,12,10.0,2.0,1.6,73.6,0.1,3.0,7.23,SerieA,2009,31,2,2.0,31.5,2.2,2.5,0.7,1.6,2.6,0.3,1.6,0.0,0.0
Gianluca Grava,Napoli,42,"Midfielder, Forward",1907,0.0,0,9.0,0.0,0.1,79.8,0.5,1.0,7.22,SerieA,2009,22,2,0.2,29.9,0.1,2.9,0.0,0.1,1.2,0.0,0.5,0.0,0.0
Jonathan Biabiany,Parma,31,"Midfielder, Forward",2203,6.0,3,4.0,0.0,1.3,71.9,2.0,4.0,7.22,SerieA,2009,25,4,1.0,22.8,0.6,0.3,0.1,2.1,1.9,0.2,2.4,0.0,0.0
Giulio Migliaccio,Palermo,38,"Midfielder, Forward",2541,1.0,1,8.0,0.0,0.5,71.3,3.2,0.0,7.22,SerieA,2009,28,2,0.3,30.9,0.1,0.9,0.0,0.1,1.4,0.1,0.5,0.0,0.0
Aleksandar Kolarov,Lazio,33,"Midfielder, Forward",2926,3.0,3,8.0,1.0,3.0,74.4,0.8,3.0,7.21,SerieA,2009,33,0,1.1,36.4,0.8,2.0,0.1,1.6,2.0,0.0,1.2,0.0,0.0
Javier Zanetti,Inter,45,"Midfielder, Forward",3330,0.0,1,4.0,0.0,0.2,93.1,0.4,1.0,7.21,SerieA,2009,37,0,0.6,46.9,0.1,2.1,0.0,1.2,1.3,0.0,0.6,0.0,0.0
Andrea Pirlo,AC Milan,40,Midfielder,2951,0.0,4,8.0,1.0,1.4,88.4,0.3,2.0,7.2,SerieA,2009,33,1,2.2,73.9,1.4,11.4,0.4,0.7,1.5,0.0,1.4,0.0,0.0
Giandomenico Mesto,Genoa,37,"Midfielder, Forward",2725,5.0,5,6.0,1.0,1.1,68.2,0.8,3.0,7.2,SerieA,2009,32,4,1.0,25.2,0.7,1.1,0.1,1.2,1.4,0.2,1.9,0.0,0.0
Jérémy Ménez,Roma,32,"Midfielder, Forward",1390,1.0,3,10.0,0.0,2.1,84.9,0.1,2.0,7.2,SerieA,2009,18,5,1.4,27.1,0.7,1.4,0.3,2.0,2.8,0.1,1.6,0.0,0.0
Luca Antonini,AC Milan,36,"Midfielder, Forward",1768,1.0,2,0.0,0.0,0.4,84.5,0.9,1.0,7.19,SerieA,2009,20,2,0.5,44.8,0.4,1.1,0.1,0.3,0.9,0.2,0.8,0.0,0.0
Stefano Morrone,Parma,40,"Midfielder, Forward",2713,1.0,2,9.0,0.0,1.1,82.2,0.5,0.0,7.19,SerieA,2009,30,1,1.1,50.7,0.4,2.5,0.1,0.2,1.9,0.0,1.5,0.0,0.0
Massimo Ambrosini,AC Milan,42,Midfielder,2281,1.0,2,8.0,2.0,0.6,87.9,1.2,2.0,7.18,SerieA,2009,26,4,0.7,49.5,0.1,2.4,0.1,0.2,2.6,0.1,1.2,0.0,0.0
Sergio Almirón,Bari,38,Midfielder,1753,5.0,1,7.0,1.0,2.0,78.2,0.9,1.0,7.18,SerieA,2009,20,7,0.7,39.2,0.1,4.4,0.7,0.8,0.9,0.0,1.0,0.0,0.0
Cristian Ledesma,Lazio,36,Midfielder,1170,0.0,3,4.0,1.0,1.9,78.3,0.2,0.0,7.17,SerieA,2009,13,0,2.1,65.1,1.0,9.4,0.2,0.7,2.2,0.0,1.2,0.0,0.0
Nicola Belmonte,Bari,32,Midfielder,1524,0.0,0,4.0,0.0,0.3,80.0,1.2,0.0,7.17,SerieA,2009,17,1,0.3,39.2,0.5,2.9,0.2,0.5,0.7,0.0,0.7,0.0,0.0
Riccardo Montolivo,Fiorentina,34,Midfielder,2985,2.0,1,10.0,0.0,2.3,77.7,0.3,4.0,7.17,SerieA,2009,33,3,1.5,59.5,0.3,5.0,0.4,0.8,1.2,0.0,2.1,0.0,0.0
Juan Vargas,Fiorentina,35,"Midfielder, Forward",2378,5.0,6,3.0,0.0,2.8,80.2,0.3,3.0,7.16,SerieA,2009,27,2,2.0,24.5,2.5,0.4,0.1,1.0,1.1,0.2,2.2,0.0,0.0
Angelo Palombo,Sampdoria,37,"Midfielder, Forward",3237,2.0,3,6.0,0.0,1.4,81.2,0.3,2.0,7.16,SerieA,2009,36,0,1.1,51.4,0.5,6.9,0.3,0.2,3.2,0.0,0.9,0.0,0.0
Jaime Valdés,Atalanta,38,"Midfielder, Forward",2217,7.0,2,4.0,1.0,1.8,74.2,0.2,4.0,7.15,SerieA,2009,25,8,1.7,23.4,1.4,1.7,0.4,2.1,1.9,0.2,2.1,0.0,0.0
Antonio Candreva,Livorno,32,Midfielder,1443,0.0,4,0.0,0.0,2.9,84.1,0.1,0.0,7.15,SerieA,2009,16,3,2.2,45.7,1.2,6.5,0.5,1.5,1.9,0.1,1.0,0.0,0.0
Javier Pastore,Palermo,30,"Midfielder, Forward",2358,3.0,5,6.0,0.0,1.5,75.0,0.3,0.0,7.15,SerieA,2009,27,7,1.3,32.9,0.1,1.7,0.7,2.1,2.6,0.1,3.3,0.0,0.0
Nelson Rivas,Livorno,36,"Midfielder, Forward",1337,2.0,0,5.0,1.0,1.0,83.7,1.1,0.0,7.15,SerieA,2009,16,0,0.1,25.6,0.1,4.0,0.1,0.4,1.2,0.0,0.2,0.0,0.0
Roberto Baronio,Lazio,41,"Midfielder, Forward",1849,0.0,3,7.0,1.0,1.2,79.1,0.3,2.0,7.15,SerieA,2009,22,2,1.8,49.5,0.8,7.9,0.3,0.5,1.8,0.0,0.4,0.0,0.0
Daniele Galloppa,Parma,34,Midfielder,2669,2.0,2,9.0,1.0,1.2,72.9,0.2,0.0,7.14,SerieA,2009,33,1,1.6,43.1,1.8,4.1,0.3,0.7,1.7,0.1,1.6,0.0,0.0
Mattia Cassani,Palermo,35,"Midfielder, Forward",3328,0.0,4,4.0,0.0,0.9,77.2,0.4,0.0,7.13,SerieA,2009,37,0,1.2,35.3,1.0,1.7,0.1,0.6,0.9,0.3,0.8,0.0,0.0
Marco Rossi,Genoa,41,Midfielder,2413,5.0,1,9.0,0.0,1.0,83.5,0.4,0.0,7.12,SerieA,2009,26,2,0.4,36.2,0.2,0.7,0.1,0.3,1.2,0.1,0.9,0.0,0.0
Salvatore Masiello,Bari,37,"Midfielder, Forward",2344,1.0,2,2.0,0.0,0.6,86.8,0.9,0.0,7.12,SerieA,2009,25,2,0.4,44.7,0.3,2.7,0.1,1.0,1.1,0.0,0.7,0.0,0.0
Michele Marcolini,Chievo,43,"Midfielder, Forward",2309,4.0,2,7.0,1.0,1.7,74.2,0.3,1.0,7.1,SerieA,2009,28,2,1.8,41.2,1.5,4.1,0.1,0.2,1.2,0.0,0.5,0.0,0.0
Tiberio Guarente,Atalanta,33,"Midfielder, Forward",2816,1.0,6,12.0,0.0,1.9,79.8,0.4,1.0,7.1,SerieA,2009,32,0,1.2,54.7,1.3,5.4,0.3,0.5,1.2,0.0,0.7,0.0,0.0
Andrea Lazzari,Cagliari,34,Midfielder,2291,6.0,3,4.0,0.0,1.4,63.9,0.7,1.0,7.09,SerieA,2009,25,8,1.0,29.7,0.5,1.9,0.5,1.0,1.2,0.0,1.2,0.0,0.0
Giampiero Pinzi,Chievo,38,Midfielder,2732,3.0,0,15.0,0.0,1.2,76.2,0.3,2.0,7.09,SerieA,2009,31,1,0.8,30.7,0.6,1.4,0.4,0.5,2.3,0.2,1.8,0.0,0.0
Walter Gargano,Napoli,34,"Midfielder, Forward",3063,0.0,2,6.0,0.0,1.0,79.8,0.4,1.0,7.09,SerieA,2009,35,1,1.5,53.3,0.8,6.5,0.3,0.6,1.9,0.0,2.2,0.0,0.0
Edinson Cavani,Palermo,32,"Midfielder, Forward",2617,13.0,0,7.0,0.0,2.7,76.7,0.6,3.0,7.08,SerieA,2009,31,3,0.7,20.1,0.2,0.4,0.1,0.9,1.6,1.0,1.7,0.0,0.0
Luciano,Chievo,43,Midfielder,2672,0.0,3,8.0,1.0,0.8,73.2,1.4,0.0,7.08,SerieA,2009,31,2,1.3,36.6,1.0,1.3,0.4,1.1,1.2,0.2,1.7,0.0,0.0
Marco Cassetti,Roma,42,"Midfielder, Forward",2337,2.0,1,8.0,0.0,0.5,78.8,0.7,2.0,7.08,SerieA,2009,26,3,0.3,29.1,0.4,2.0,0.1,0.5,1.0,0.0,0.3,0.0,0.0
Dusan Basta,Udinese,34,"Midfielder, Forward",1295,0.0,0,3.0,1.0,0.4,79.3,1.1,0.0,7.08,SerieA,2009,14,2,0.4,28.8,0.6,1.8,0.1,0.8,1.6,0.0,0.6,0.0,0.0
Michele Pazienza,Napoli,36,"Midfielder, Forward",2381,2.0,0,8.0,0.0,0.6,80.6,1.1,2.0,7.07,SerieA,2009,27,6,0.6,38.4,0.2,3.8,0.1,0.2,0.6,0.0,0.5,0.0,0.0
Stevan Jovetic,Fiorentina,29,"Midfielder, Forward",2206,6.0,7,2.0,0.0,3.4,74.6,0.8,2.0,7.07,SerieA,2009,26,3,1.9,30.0,0.4,1.0,0.3,1.4,2.9,0.2,3.0,0.0,0.0
Marco Marchionni,Fiorentina,38,Midfielder,1986,6.0,3,3.0,0.0,1.6,78.3,0.2,2.0,7.07,SerieA,2009,23,5,2.4,29.4,2.0,0.7,0.1,0.7,1.0,0.3,1.8,0.0,0.0
Reto Ziegler,Sampdoria,33,"Midfielder, Forward",2929,2.0,5,5.0,0.0,0.8,84.7,0.4,1.0,7.07,SerieA,2009,31,6,1.1,35.8,1.4,1.5,0.0,0.3,1.0,0.1,1.0,0.0,0.0
Alessandro Del Piero,Juventus,44,"Midfielder, Forward",1540,9.0,3,3.0,0.0,2.7,75.6,0.1,2.0,7.06,SerieA,2009,18,5,1.2,22.3,0.7,1.2,0.3,0.7,2.9,1.0,2.3,0.0,0.0
Christian Maggio,Napoli,37,"Midfielder, Forward",2788,5.0,3,3.0,1.0,1.3,73.5,1.4,0.0,7.06,SerieA,2009,33,1,0.8,30.1,0.8,0.8,0.1,0.2,1.8,0.3,1.2,0.0,0.0
Dejan Stankovic,Inter,40,"Defender, Midfielder, Forward",2121,3.0,4,10.0,0.0,1.7,82.4,0.7,0.0,7.06,SerieA,2009,24,5,0.9,45.5,0.2,5.4,0.3,0.4,1.7,0.1,1.1,0.0,0.0
Felipe Melo,Juventus,36,Midfielder,2408,3.0,0,9.0,2.0,1.1,85.6,1.0,1.0,7.06,SerieA,2009,28,1,0.8,53.5,0.0,7.6,0.1,0.8,1.3,0.1,1.1,0.0,0.0
Clarence Seedorf,AC Milan,43,Midfielder,2221,5.0,4,3.0,0.0,1.9,85.8,0.3,0.0,7.06,SerieA,2009,25,4,1.4,53.5,0.6,3.4,0.5,1.3,1.2,0.1,3.1,0.0,0.0
Cristian Llama,Catania,33,"Midfielder, Forward",1375,2.0,1,6.0,0.0,1.7,62.1,0.3,2.0,7.05,SerieA,2009,18,5,1.3,17.2,1.6,0.6,0.3,1.4,1.5,0.4,1.6,0.0,0.0
Aleksander Lukovic,Udinese,36,"Midfielder, Forward",2839,0.0,4,8.0,0.0,0.4,84.7,0.5,0.0,7.05,SerieA,2009,31,2,0.5,38.3,0.4,2.5,0.0,1.0,1.8,0.1,1.1,0.0,0.0
Gaetano D'Agostino,Udinese,37,Midfielder,1602,1.0,1,3.0,0.0,1.4,75.2,0.0,0.0,7.05,SerieA,2009,18,2,1.7,58.2,1.1,8.9,0.3,0.4,1.2,0.0,2.2,0.0,0.0
Rodrigo Taddei,Roma,39,Midfielder,2252,2.0,4,5.0,1.0,0.8,80.1,0.1,0.0,7.05,SerieA,2009,25,8,1.2,32.1,0.7,1.3,0.2,0.7,1.7,0.1,1.1,0.0,0.0
Giuseppe Mascara,Catania,39,"Midfielder, Forward",2881,8.0,6,9.0,1.0,2.5,72.9,0.7,1.0,7.05,SerieA,2009,33,1,1.7,38.4,1.6,3.3,0.4,0.6,1.7,0.4,2.0,0.0,0.0
Gökhan Inler,Udinese,35,"Midfielder, Forward",2762,0.0,1,6.0,0.0,1.4,83.6,0.5,0.0,7.04,SerieA,2009,32,1,1.1,46.1,0.1,5.6,0.2,0.5,1.5,0.0,1.1,0.0,0.0
Marco Motta,Roma,33,"Midfielder, Forward",1103,0.0,1,2.0,0.0,0.9,75.1,0.6,0.0,7.04,SerieA,2009,13,3,0.7,29.3,0.9,1.8,0.3,0.8,1.9,0.1,0.8,0.0,0.0
Gaby Mudingayi,Bologna,37,Midfielder,2060,1.0,0,9.0,0.0,0.9,81.7,0.4,3.0,7.03,SerieA,2009,21,7,0.4,34.4,0.1,2.3,0.1,0.6,1.8,0.0,1.2,0.0,0.0
Adailton,Bologna,42,"Midfielder, Forward",1986,11.0,3,1.0,0.0,2.4,75.5,0.4,3.0,7.02,SerieA,2009,24,7,1.3,27.9,1.1,1.5,0.5,0.3,1.6,0.5,1.7,0.0,0.0
Simone Vergassola,Robur Siena,43,"Midfielder, Forward",3015,5.0,3,8.0,0.0,0.8,82.0,0.7,0.0,7.02,SerieA,2009,34,0,1.3,48.0,0.3,2.1,0.2,0.5,1.3,0.1,0.9,0.0,0.0
Antonio Floro Flores,Udinese,36,"Midfielder, Forward",2145,9.0,2,6.0,0.0,2.6,72.8,1.9,1.0,7.01,SerieA,2009,25,7,0.8,21.7,0.0,0.7,0.3,0.6,1.9,0.7,1.7,0.0,0.0
Massimo Donati,Bari,38,"Midfielder, Forward",2420,1.0,3,3.0,0.0,0.5,82.1,0.9,1.0,7.01,SerieA,2009,26,6,1.0,50.4,0.2,7.9,0.2,0.5,1.2,0.0,0.9,0.0,0.0
Mohamed Sissoko,Juventus,34,Midfielder,1207,0.0,1,8.0,1.0,1.0,83.5,1.1,1.0,7.01,SerieA,2009,14,3,0.6,37.8,0.1,2.2,0.1,1.1,1.1,0.1,2.5,0.0,0.0
Francesco Valiani,Parma,38,Midfielder,1225,0.0,2,4.0,1.0,1.1,71.9,0.7,0.0,7.01,SerieA,2009,14,0,1.2,36.1,1.1,2.2,0.2,0.8,1.6,0.1,1.3,0.0,0.0
Jeda,Cagliari,40,"Midfielder, Forward",1888,8.0,4,3.0,0.0,0.8,77.4,2.1,1.0,7.0,SerieA,2009,21,11,1.2,22.9,0.4,1.2,0.2,0.9,2.3,0.7,1.2,0.0,0.0
Kwadwo Asamoah,Udinese,30,"Midfielder, Forward",2140,1.0,1,2.0,0.0,1.4,84.0,0.5,2.0,7.0,SerieA,2009,24,1,1.2,43.6,0.2,1.9,0.0,1.3,3.1,0.0,1.9,0.0,0.0
Marco Biagianti,Catania,35,Midfielder,2960,3.0,2,8.0,0.0,0.6,79.6,0.7,0.0,7.0,SerieA,2009,35,1,0.6,32.6,0.1,2.1,0.2,0.3,1.9,0.0,1.2,0.0,0.0
Leonardo Migliónico,Livorno,39,"Midfielder, Forward",972,1.0,0,3.0,0.0,0.2,82.0,0.6,2.0,7.0,SerieA,2009,12,1,0.2,25.2,0.0,1.5,0.0,0.2,0.4,0.0,0.2,0.0,0.0
Simone Pepe,Udinese,35,Midfielder,2208,7.0,4,5.0,0.0,2.1,75.9,0.3,0.0,7.0,SerieA,2009,25,7,1.5,31.3,1.1,2.7,0.5,0.4,1.3,0.3,0.7,0.0,0.0
Rodrigo Palacio,Genoa,37,"Midfielder, Forward",1911,7.0,7,4.0,0.0,1.0,74.2,0.3,2.0,6.99,SerieA,2009,23,8,1.1,24.0,0.7,1.0,0.1,0.9,1.6,0.3,2.1,0.0,0.0
Ignazio Abate,AC Milan,32,"Midfielder, Forward",2028,0.0,1,2.0,1.0,0.3,84.3,0.5,1.0,6.99,SerieA,2009,22,8,0.4,34.1,0.7,1.6,0.0,0.7,0.6,0.1,0.5,0.0,0.0
Edgar Alvarez,Bari,39,"Defender, Midfielder, Forward",3090,3.0,2,1.0,0.0,1.6,80.1,0.1,1.0,6.99,SerieA,2009,37,0,1.1,23.3,1.2,0.4,0.1,2.5,2.4,0.8,2.4,0.0,0.0
Gennaro Sardo,Chievo,40,"Midfielder, Forward",1670,3.0,1,5.0,0.0,0.6,61.1,1.2,2.0,6.98,SerieA,2009,19,3,0.6,28.8,0.6,1.4,0.1,0.3,0.8,0.1,0.8,0.0,0.0
Matuzalém,Lazio,39,Midfielder,1169,1.0,0,4.0,0.0,1.2,87.1,0.3,0.0,6.98,SerieA,2009,14,4,1.8,38.7,0.4,3.2,0.2,1.0,2.6,0.0,1.7,0.0,0.0
Thiago Motta,Inter,36,Midfielder,1450,4.0,2,7.0,0.0,1.3,86.3,0.8,1.0,6.98,SerieA,2009,18,8,0.9,44.9,0.0,3.3,0.4,0.4,0.8,0.0,0.8,0.0,0.0
Blerim Dzemaili,Parma,33,Midfielder,1368,0.0,3,4.0,0.0,1.6,74.2,0.8,2.0,6.97,SerieA,2009,17,2,0.9,26.2,0.7,0.7,0.2,0.9,3.5,0.1,1.9,0.0,0.0
Ferreira Pinto,Atalanta,39,"Midfielder, Forward",1527,3.0,1,2.0,0.0,1.5,79.1,0.9,2.0,6.97,SerieA,2009,21,2,1.3,26.3,0.9,0.4,0.1,0.4,0.7,0.3,1.0,0.0,0.0
Simone Perrotta,Roma,41,"Defender, Midfielder, Forward",2705,5.0,3,9.0,0.0,1.1,84.9,0.4,0.0,6.97,SerieA,2009,31,1,0.8,31.6,0.1,1.5,0.1,0.3,1.2,0.1,1.6,0.0,0.0
Alberto Zapater,Genoa,34,"Midfielder, Forward",1929,3.0,2,3.0,0.0,0.9,79.9,0.4,1.0,6.95,SerieA,2009,19,9,1.0,44.2,0.6,5.2,0.3,0.1,0.6,0.0,0.8,0.0,0.0
Vincenzo Iaquinta,Juventus,39,"Midfielder, Forward",1093,6.0,3,2.0,0.0,2.7,79.4,1.2,0.0,6.95,SerieA,2009,12,3,0.9,16.5,0.1,0.3,0.0,0.3,1.5,1.7,2.1,0.0,0.0
Alessandro Gazzi,Bari,36,Midfielder,2387,0.0,0,4.0,0.0,0.2,85.9,1.8,0.0,6.95,SerieA,2009,25,7,0.5,40.7,0.0,3.2,0.2,0.3,0.9,0.0,0.9,0.0,0.0
Ezequiel Carboni,Catania,40,"Midfielder, Forward",2267,0.0,0,6.0,0.0,0.9,83.3,0.4,1.0,6.95,SerieA,2009,26,2,0.2,40.4,0.1,3.4,0.0,0.2,1.7,0.0,0.8,0.0,0.0
Giuseppe Sculli,Genoa,38,Midfielder,2502,6.0,5,5.0,0.0,1.7,71.0,1.2,1.0,6.94,SerieA,2009,27,10,1.1,25.3,0.7,0.9,0.2,0.5,1.1,0.5,1.6,0.0,0.0
