Name,Team,Age,Position,Minutes,Total Goals,Total Assists,Yellow cards,Red cards,Shots per game,Pass success percentage,Aerials won per game,Man of the match,Rating,League,Saison,Born,Start Application,Remplacement Application,Total goals,Key passes per game,Dribbles per game,Fouled per game,Offsides per game,Dispossessed per game,Bad control per game,Dribble
Ivan Pelizzoli,Pescara,32,Goalkeeper,900,0,0,0,0,0.0,58.1,0.3,3,7.33,SerieA,2012,1980,10,1,0,0.2,0.0,0.0,0,0.0,0.0,0.0
Gianluca Curci,Bologna,27,Goalkeeper,1166,0,0,0,0,0.0,53.4,0.4,2,7.23,SerieA,2012,1985,14,0,0,0.0,0.0,0.1,0,0.0,0.1,0.0
Christian Puggioni,Chievo,31,Goalkeeper,1530,0,0,1,0,0.0,53.2,0.0,1,7.14,SerieA,2012,1981,17,0,0,0.2,0.0,0.2,0,0.1,0.0,0.0
Stefano Sorrentino,Palermo,33,Goalkeeper,1350,0,0,0,0,0.0,56.7,0.3,0,7.02,SerieA,2012,1979,15,0,0,0.1,0.1,0.1,0,0.0,0.1,0.0
Federico Agliardi,Bologna,30,Goalkeeper,1895,0,0,2,0,0.0,57.5,0.1,2,6.98,SerieA,2012,1982,20,2,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Mariano Andújar,Catania,29,Goalkeeper,3060,0,0,0,1,0.0,41.9,0.1,1,6.93,SerieA,2012,1983,34,0,0,0.0,0.0,0.3,0,0.0,0.0,0.0
Zeljko Brkic,Udinese,26,Goalkeeper,2662,0,0,1,1,0.0,43.9,0.2,0,6.91,SerieA,2012,1986,31,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Andrea Consigli,Atalanta,25,Goalkeeper,3131,0,0,4,0,0.0,49.6,0.1,2,6.91,SerieA,2012,1987,35,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Emiliano Viviano,Fiorentina,27,Goalkeeper,2863,0,0,1,0,0.0,64.2,0.3,0,6.85,SerieA,2012,1985,32,0,0,0.1,0.1,0.2,0,0.0,0.0,0.0
Gianluca Pegolo,Robur Siena,31,Goalkeeper,3420,0,0,3,0,0.0,43.4,0.1,5,6.84,SerieA,2012,1981,38,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Antonio Mirante,Parma,29,Goalkeeper,2887,0,2,5,0,0.0,61.4,0.1,0,6.83,SerieA,2012,1983,33,0,0,0.1,0.1,0.1,0,0.0,0.0,0.0
Maarten Stekelenburg,Roma,30,Goalkeeper,1666,0,0,1,0,0.0,78.7,0.1,1,6.81,SerieA,2012,1982,19,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
Gianluigi Buffon,Juventus,34,Goalkeeper,2880,0,0,0,0,0.0,81.1,0.2,0,6.8,SerieA,2012,1978,32,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Federico Marchetti,Lazio,29,Goalkeeper,2970,0,0,2,0,0.0,59.8,0.2,0,6.8,SerieA,2012,1983,33,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Christian Abbiati,AC Milan,35,Goalkeeper,2445,0,0,2,0,0.0,67.4,0.1,2,6.78,SerieA,2012,1977,28,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Morgan De Sanctis,Napoli,36,Goalkeeper,3060,0,0,4,0,0.0,61.7,0.0,0,6.76,SerieA,2012,1976,34,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Sebastien Frey,Genoa,33,Goalkeeper,3240,0,0,0,0,0.0,56.2,0.1,1,6.76,SerieA,2012,1979,36,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Samir Handanovic,Inter,28,Goalkeeper,3150,0,0,6,0,0.0,67.3,0.2,3,6.71,SerieA,2012,1984,35,0,0,0.1,0.0,0.2,0,0.0,0.0,0.0
Mattia Perin,Pescara,20,Goalkeeper,2519,0,0,0,1,0.0,49.5,0.1,2,6.68,SerieA,2012,1992,28,1,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Samir Ujkani,Palermo,24,Goalkeeper,1666,0,0,0,1,0.0,58.5,0.1,0,6.67,SerieA,2012,1988,19,0,0,0.1,0.1,0.0,0,0.0,0.0,0.0
Sergio Romero,Sampdoria,25,Goalkeeper,2824,0,0,3,1,0.0,44.7,0.0,1,6.65,SerieA,2012,1987,32,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Jean-François Gillet,Torino,34,Goalkeeper,3330,0,0,2,0,0.0,65.9,0.1,1,6.62,SerieA,2012,1978,37,0,0,0.0,0.1,0.2,0,0.0,0.0,0.0
Michael Agazzi,Cagliari,28,Goalkeeper,3009,0,0,2,1,0.0,54.8,0.1,1,6.6,SerieA,2012,1984,34,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Mauro Goicoechea,Roma,25,Goalkeeper,1260,0,0,1,0,0.0,75.8,0.2,0,6.55,SerieA,2012,1987,13,2,0,0.1,0.0,0.3,0,0.0,0.0,0.0
Stefano Sorrentino,Chievo,33,Goalkeeper,1800,0,0,2,0,0.0,58.1,0.1,1,6.52,SerieA,2012,1979,20,0,0,0.1,0.0,0.1,0,0.0,0.0,0.0
Marco Amelia,AC Milan,31,Goalkeeper,976,0,0,2,0,0.0,72.4,0.1,0,6.32,SerieA,2012,1981,10,1,0,0.1,0.0,0.3,0,0.0,0.0,0.0
Julián,Almeria,24,Goalkeeper,1350,0,0,2,0,0.0,42.8,0.7,2,7.11,LaLiga,2014,1990,15,0,0,0.0,0.0,0.3,0,0.0,0.1,0.0
Jan Oblak,Atletico Madrid,21,Goalkeeper,990,0,0,2,0,0.0,47.7,0.4,0,6.94,LaLiga,2014,1993,11,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Sergio Asenjo,Villarreal,25,Goalkeeper,3055,0,0,1,0,0.0,42.2,0.6,0,6.93,LaLiga,2014,1989,34,0,0,0.0,0.0,0.3,0,0.0,0.0,0.0
Sergio Rico,Sevilla,21,Goalkeeper,1810,0,0,2,0,0.0,51.6,0.7,0,6.86,LaLiga,2014,1993,19,2,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Claudio Bravo,Barcelona,31,Goalkeeper,3330,0,0,1,0,0.0,80.0,0.2,0,6.86,LaLiga,2014,1983,37,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Diego Alves,Valencia,30,Goalkeeper,3312,0,0,4,0,0.0,52.7,0.5,1,6.82,LaLiga,2014,1984,37,0,0,0.1,0.1,0.2,0,0.0,0.0,0.0
Iker Casillas,Real Madrid,34,Goalkeeper,2880,0,0,0,0,0.0,63.4,0.3,1,6.78,LaLiga,2014,1980,32,0,0,0.0,0.1,0.2,0,0.0,0.0,0.0
Gerónimo Rulli,Real Sociedad,22,Goalkeeper,1980,0,0,5,0,0.0,52.7,0.4,2,6.76,LaLiga,2014,1992,22,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Fabri,Deportivo La Coruna,27,Goalkeeper,2746,0,0,3,0,0.0,44.1,0.5,2,6.74,LaLiga,2014,1987,32,0,0,0.0,0.1,0.3,0,0.0,0.1,0.0
Rubén Martínez,Almeria,31,Goalkeeper,2070,0,0,2,0,0.0,47.2,0.6,1,6.73,LaLiga,2014,1983,23,0,0,0.0,0.0,0.3,0,0.0,0.1,0.0
Gorka Iraizoz,Athletic Bilbao,33,Goalkeeper,3060,0,0,3,0,0.0,47.7,0.4,0,6.72,LaLiga,2014,1981,34,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Toño,Rayo Vallecano,25,Goalkeeper,1738,0,0,3,0,0.0,69.7,0.3,0,6.71,LaLiga,2014,1989,20,1,0,0.0,0.1,0.3,0,0.0,0.0,0.0
Xabi Irureta,Eibar,29,Goalkeeper,2970,0,0,3,0,0.0,40.6,0.8,1,6.68,LaLiga,2014,1985,33,0,0,0.1,0.0,0.2,0,0.0,0.0,0.0
Kiko Casilla,Espanyol,28,Goalkeeper,3190,0,0,4,1,0.0,44.1,0.8,1,6.66,LaLiga,2014,1986,37,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Miguel Ángel Moyá,Atletico Madrid,30,Goalkeeper,2430,0,0,0,0,0.0,60.0,0.4,0,6.63,LaLiga,2014,1984,27,0,0,0.1,0.0,0.3,0,0.0,0.0,0.0
Carlos Kameni,Malaga,31,Goalkeeper,3420,0,0,3,0,0.0,56.8,0.3,2,6.62,LaLiga,2014,1983,38,0,0,0.0,0.1,0.3,0,0.0,0.0,0.0
Sergio Álvarez,Celta Vigo,28,Goalkeeper,3350,0,0,1,1,0.0,56.0,0.3,1,6.6,LaLiga,2014,1986,38,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Sergio Álvarez,Celta Vigo,22,Goalkeeper,3350,0,0,1,1,0.0,56.0,0.3,1,6.6,LaLiga,2014,1992,38,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Przemyslaw Tyton,Elche,28,Goalkeeper,2858,0,0,1,1,0.0,47.5,0.3,1,6.58,LaLiga,2014,1986,32,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Vicente Guaita,Getafe,27,Goalkeeper,2610,0,0,1,0,0.0,47.1,0.7,0,6.56,LaLiga,2014,1987,29,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Diego Mariño,Levante,25,Goalkeeper,2880,0,0,1,0,0.0,50.0,0.3,4,6.53,LaLiga,2014,1989,32,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Roberto Fernández,Granada,36,Goalkeeper,2070,0,0,3,0,0.0,52.3,0.4,2,6.51,LaLiga,2014,1978,23,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Eñaut Zubikarai,Real Sociedad,31,Goalkeeper,1440,0,0,0,0,0.0,55.8,0.2,0,6.49,LaLiga,2014,1983,16,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Beto,Sevilla,16,Goalkeeper,1449,0,0,4,0,0.0,55.3,0.2,0,6.45,LaLiga,2014,1998,18,0,0,0.0,0.0,0.3,0,0.0,0.1,0.0
Juan Carlos Martín,Cordoba,27,Goalkeeper,2835,0,0,4,0,0.0,45.3,0.6,1,6.41,LaLiga,2014,1987,32,0,0,0.0,0.0,0.2,0,0.0,0.1,0.0
Cristian Álvarez,Rayo Vallecano,29,Goalkeeper,1441,0,0,2,0,0.0,61.6,0.5,0,6.35,LaLiga,2014,1985,16,1,0,0.1,0.0,0.1,0,0.0,0.1,0.0
Oier Olazábal,Granada,25,Goalkeeper,1260,0,0,0,0,0.0,57.3,0.6,0,6.31,LaLiga,2014,1989,14,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Yehvann Diouf,Reims,23,Goalkeeper,1710,0,0,2,0,0.0,74.2,0.4,2,7.04,Ligue1,2022,1999,19,0,0,0.1,0.0,0.4,0,0.0,0.1,0.1
Gianluigi Donnarumma,PSG,23,Goalkeeper,2340,0,0,2,0,0.0,82.3,0.3,2,7.0,Ligue1,2022,1999,26,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
Pau López,Marseille,28,Goalkeeper,1980,0,1,3,0,0.0,77.3,0.3,0,6.92,Ligue1,2022,1994,22,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Kasper Schmeichel,Nice,36,Goalkeeper,2160,0,0,0,0,0.0,73.8,0.1,2,6.9,Ligue1,2022,1986,24,0,0,0.1,0.0,0.0,0,0.0,0.1,0.0
Alban Lafont,Nantes,23,Goalkeeper,2250,0,0,0,1,0.0,63.1,0.3,3,6.81,Ligue1,2022,1999,25,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Mory Diaw,Clermont Foot,29,Goalkeeper,2340,0,0,0,0,0.0,65.9,0.2,3,6.8,Ligue1,2022,1993,26,0,0,0.1,0.0,0.1,0,0.0,0.0,0.0
Vito Mannone,Lorient,35,Goalkeeper,1157,0,0,0,0,0.0,69.9,0.1,1,6.8,Ligue1,2022,1987,12,1,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Brice Samba,Lens,28,Goalkeeper,2340,0,0,1,0,0.0,75.2,0.3,1,6.74,Ligue1,2022,1994,26,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Maxime Dupé,Toulouse,30,Goalkeeper,2340,0,0,1,0,0.0,75.2,0.2,1,6.74,Ligue1,2022,1992,26,0,0,0.0,0.0,0.2,0,0.0,0.1,0.0
Alexander Nübel,Monaco,26,Goalkeeper,2340,0,0,2,0,0.0,71.1,0.2,1,6.7,Ligue1,2022,1996,26,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
Steve Mandanda,Rennes,37,Goalkeeper,2116,0,1,1,0,0.0,68.8,0.2,1,6.69,Ligue1,2022,1985,24,0,0,0.0,0.0,0.1,0,0.0,0.1,0.0
Lucas Chevalier,Lille,21,Goalkeeper,1800,0,0,0,0,0.0,74.5,0.1,0,6.69,Ligue1,2022,2001,20,0,0,0.1,0.0,0.2,0,0.0,0.1,0.0
Marco Bizot,Brest,32,Goalkeeper,2250,0,0,4,0,0.0,66.9,0.2,1,6.68,Ligue1,2022,1990,25,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Jonas Omlin,Montpellier,29,Goalkeeper,1168,0,0,1,1,0.0,65.1,0.2,0,6.68,Ligue1,2022,1993,14,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Yvon Mvogo,Lorient,28,Goalkeeper,1183,0,0,0,0,0.0,69.6,0.2,0,6.65,Ligue1,2022,1994,14,0,0,0.0,0.0,0.1,0,0.0,0.1,0.1
Anthony Lopes,Lyon,32,Goalkeeper,1917,0,0,1,1,0.0,74.3,0.0,0,6.61,Ligue1,2022,1990,22,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
Matz Sels,Strasbourg,31,Goalkeeper,2340,0,0,2,0,0.0,64.3,0.2,2,6.58,Ligue1,2022,1991,26,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Gauthier Gallon,Troyes,29,Goalkeeper,1710,0,0,3,0,0.0,61.6,0.4,0,6.43,Ligue1,2022,1993,19,0,0,0.1,0.0,0.1,0,0.0,0.0,0.0
Paul Bernardoni,Angers,25,Goalkeeper,1620,0,0,0,0,0.0,64.6,0.3,0,6.42,Ligue1,2022,1997,18,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Benoît Costil,Auxerre,35,Goalkeeper,1710,0,0,0,0,0.0,66.5,0.1,0,6.32,Ligue1,2022,1987,19,0,0,0.0,0.0,0.0,0,0.0,0.0,0.1
Benjamin Leroy,AC Ajaccio,33,Goalkeeper,1989,0,0,0,0,0.0,56.3,0.0,1,6.23,Ligue1,2022,1989,23,0,0,0.0,0.0,0.1,0,0.0,0.1,0.0
Michel Vorm,Swansea,28,Goalkeeper,3330,0,0,2,0,0.0,66.8,0.2,5,7.06,PremierLeague,2011,1983,37,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
David de Gea,Manchester United,21,Goalkeeper,2610,0,0,0,0,0.0,55.6,0.1,1,6.98,PremierLeague,2011,1990,29,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Wayne Hennessey,Wolverhampton Wanderers,24,Goalkeeper,3060,0,0,1,0,0.0,44.8,0.0,4,6.88,PremierLeague,2011,1987,34,0,0,0.2,0.0,0.1,0,0.0,0.0,0.0
Simon Mignolet,Sunderland,23,Goalkeeper,2573,0,0,0,0,0.0,38.4,0.1,3,6.86,PremierLeague,2011,1988,29,0,0,0.0,0.0,0.2,0,0.0,0.1,0.0
Ben Foster,West Bromwich Albion,28,Goalkeeper,3330,0,0,0,0,0.0,50.0,0.1,2,6.85,PremierLeague,2011,1983,37,0,0,0.1,0.1,0.1,0,0.0,0.1,0.0
Joe Hart,Manchester City,24,Goalkeeper,3420,0,0,0,0,0.0,50.9,0.0,1,6.82,PremierLeague,2011,1987,38,0,0,0.1,0.0,0.2,0,0.0,0.0,0.0
Tim Krul,Newcastle United,23,Goalkeeper,3420,0,0,4,0,0.0,43.3,0.0,2,6.74,PremierLeague,2011,1988,38,0,0,0.1,0.0,0.1,0,0.0,0.0,0.0
Petr Cech,Chelsea,30,Goalkeeper,3060,0,0,0,0,0.0,62.7,0.1,0,6.74,PremierLeague,2011,1981,34,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Tim Howard,Everton,33,Goalkeeper,3420,1,0,1,0,0.0,49.1,0.0,2,6.74,PremierLeague,2011,1978,38,0,1,0.0,0.0,0.1,0,0.0,0.0,0.0
Asmir Begovic,Stoke,25,Goalkeeper,1996,0,0,0,0,0.0,54.2,0.0,2,6.72,PremierLeague,2011,1986,22,1,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Brad Friedel,Tottenham,41,Goalkeeper,3420,0,0,0,0,0.0,58.5,0.1,2,6.72,PremierLeague,2011,1970,38,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
John Ruddy,Norwich,25,Goalkeeper,3320,0,0,1,1,0.0,51.2,0.1,2,6.71,PremierLeague,2011,1986,37,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
Mark Schwarzer,Fulham,39,Goalkeeper,2700,0,0,1,0,0.0,54.1,0.1,2,6.68,PremierLeague,2011,1972,30,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Shay Given,Aston Villa,36,Goalkeeper,2828,0,0,1,0,0.0,48.8,0.1,1,6.61,PremierLeague,2011,1975,32,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Wojciech Szczesny,Arsenal,22,Goalkeeper,3420,0,0,2,0,0.0,62.1,0.1,1,6.6,PremierLeague,2011,1989,38,0,0,0.0,0.1,0.1,0,0.0,0.0,0.0
Ali Al Habsi,Wigan,30,Goalkeeper,3420,0,0,1,0,0.0,55.8,0.0,1,6.6,PremierLeague,2011,1981,38,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
Thomas Sørensen,Stoke,36,Goalkeeper,1424,0,0,1,0,0.0,52.8,0.0,0,6.58,PremierLeague,2011,1975,16,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Adam Bogdan,Bolton,24,Goalkeeper,1800,0,0,0,0,0.0,41.0,0.0,1,6.55,PremierLeague,2011,1987,20,0,0,0.1,0.0,0.1,0,0.0,0.1,0.0
Jussi Jääskeläinen,Bolton,37,Goalkeeper,1620,0,0,1,0,0.0,47.9,0.1,0,6.54,PremierLeague,2011,1974,18,0,0,0.1,0.1,0.1,0,0.1,0.0,0.0
Paddy Kenny,Queens Park Rangers,34,Goalkeeper,2970,0,0,0,0,0.0,44.3,0.0,1,6.52,PremierLeague,2011,1977,33,0,0,0.1,0.0,0.2,0,0.0,0.0,0.0
José Reina,Liverpool,29,Goalkeeper,3053,0,0,0,1,0.0,64.2,0.1,0,6.47,PremierLeague,2011,1982,34,0,0,0.1,0.0,0.1,0,0.0,0.0,0.0
Paul Robinson,Blackburn,32,Goalkeeper,3060,0,0,0,0,0.0,27.4,0.0,0,6.21,PremierLeague,2011,1979,34,0,0,0.1,0.0,0.1,0,0.0,0.0,0.0
Jordan Pickford,Sunderland,22,Goalkeeper,2610,0,0,0,0,0.0,46.2,0.4,3,7.04,PremierLeague,2016,1994,29,0,0,0.1,0.0,0.2,0,0.0,0.1,0.0
Joel Robles,Everton,26,Goalkeeper,1736,0,1,2,0,0.0,50.9,0.2,0,6.99,PremierLeague,2016,1990,19,1,0,0.1,0.1,0.2,0,0.0,0.0,0.0
Petr Cech,Arsenal,35,Goalkeeper,3098,0,0,2,0,0.0,55.8,0.1,0,6.94,PremierLeague,2016,1981,35,0,0,0.0,0.1,0.1,0,0.0,0.0,0.0
Lee Grant,Stoke,33,Goalkeeper,2520,0,0,1,0,0.0,57.7,0.4,2,6.89,PremierLeague,2016,1983,28,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Tom Heaton,Burnley,30,Goalkeeper,3150,0,0,1,0,0.0,41.0,0.2,2,6.88,PremierLeague,2016,1986,35,0,0,0.1,0.0,0.0,0,0.0,0.0,0.0
Kasper Schmeichel,Leicester,30,Goalkeeper,2667,0,0,1,0,0.0,39.9,0.4,1,6.84,PremierLeague,2016,1986,30,0,0,0.0,0.1,0.1,0,0.0,0.0,0.0
Heurelho Gomes,Watford,35,Goalkeeper,3339,0,0,1,0,0.0,48.8,0.3,0,6.79,PremierLeague,2016,1981,38,0,0,0.0,0.0,0.1,0,0.0,0.1,0.0
Hugo Lloris,Tottenham,30,Goalkeeper,3005,0,0,0,0,0.0,72.3,0.2,1,6.77,PremierLeague,2016,1986,34,0,0,0.1,0.0,0.1,0,0.0,0.0,0.0
Thibaut Courtois,Chelsea,24,Goalkeeper,3240,0,0,1,0,0.0,66.2,0.2,0,6.74,PremierLeague,2016,1992,36,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Simon Mignolet,Liverpool,28,Goalkeeper,2520,0,0,0,0,0.0,61.5,0.7,0,6.72,PremierLeague,2016,1988,28,0,0,0.0,0.1,0.2,0,0.0,0.0,0.0
Lukasz Fabianski,Swansea,32,Goalkeeper,3330,0,0,1,0,0.0,59.5,0.4,2,6.7,PremierLeague,2016,1984,37,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Willy Caballero,Manchester City,35,Goalkeeper,1451,0,0,0,0,0.0,76.2,0.3,0,6.69,PremierLeague,2016,1981,16,1,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Artur Boruc,Bournemouth,36,Goalkeeper,3150,0,0,2,0,0.0,55.2,0.3,1,6.68,PremierLeague,2016,1980,35,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Víctor Valdés,Middlesbrough,35,Goalkeeper,2520,0,0,1,0,0.0,53.2,0.2,2,6.66,PremierLeague,2016,1981,28,0,0,0.0,0.0,0.1,0,0.0,0.1,0.0
Adrián,West Ham,29,Goalkeeper,1440,0,0,1,0,0.0,49.4,0.1,0,6.66,PremierLeague,2016,1987,16,0,0,0.1,0.0,0.2,0,0.0,0.0,0.0
Eldin Jakupovic,Hull,32,Goalkeeper,1980,0,0,0,0,0.0,46.4,0.3,2,6.66,PremierLeague,2016,1984,22,0,0,0.0,0.0,0.1,0,0.0,0.1,0.0
Ben Foster,West Bromwich Albion,33,Goalkeeper,3420,0,0,2,0,0.0,40.2,0.2,1,6.65,PremierLeague,2016,1983,38,0,0,0.1,0.0,0.1,0,0.0,0.1,0.0
Wayne Hennessey,Crystal Palace,29,Goalkeeper,2610,0,0,1,0,0.0,47.2,0.2,0,6.65,PremierLeague,2016,1987,29,0,0,0.1,0.0,0.1,0,0.0,0.0,0.0
Darren Randolph,West Ham,29,Goalkeeper,1980,0,0,1,0,0.0,50.7,0.2,0,6.61,PremierLeague,2016,1987,22,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
David de Gea,Manchester United,26,Goalkeeper,3150,0,0,2,0,0.0,60.0,0.0,0,6.57,PremierLeague,2016,1990,35,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Maarten Stekelenburg,Everton,34,Goalkeeper,1684,0,0,2,0,0.0,53.4,0.2,1,6.52,PremierLeague,2016,1982,19,0,0,0.0,0.1,0.2,0,0.0,0.1,0.0
Brad Guzan,Middlesbrough,32,Goalkeeper,900,0,0,0,0,0.0,45.1,0.0,0,6.47,PremierLeague,2016,1984,10,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
David Marshall,Hull,32,Goalkeeper,1440,0,0,0,0,0.0,42.7,0.1,0,6.41,PremierLeague,2016,1984,16,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Fraser Forster,Southampton,28,Goalkeeper,3420,0,0,3,0,0.0,48.8,0.1,2,6.39,PremierLeague,2016,1988,38,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
Claudio Bravo,Manchester City,33,Goalkeeper,1969,0,0,0,0,0.0,72.6,0.2,0,6.38,PremierLeague,2016,1983,22,0,0,0.0,0.1,0.1,0,0.0,0.0,0.0
Loris Karius,Liverpool,23,Goalkeeper,900,0,0,0,0,0.0,64.9,0.1,0,6.34,PremierLeague,2016,1993,10,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Heurelho Gomes,Tottenham,28,Goalkeeper,2717,0,0,2,0,0.0,51.1,0.1,2,7.21,PremierLeague,2009,1981,31,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Marcus Hahnemann,Wolverhampton Wanderers,38,Goalkeeper,2250,0,0,3,0,0.0,35.5,0.1,1,7.18,PremierLeague,2009,1971,25,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Edwin van der Sar,Manchester United,39,Goalkeeper,1890,0,0,0,0,0.0,60.9,0.0,0,7.04,PremierLeague,2009,1970,21,0,0,0.1,0.0,0.2,0,0.0,0.0,0.0
Thomas Sørensen,Stoke,34,Goalkeeper,2867,0,0,0,0,0.0,35.9,0.1,2,6.94,PremierLeague,2009,1975,33,0,0,0.1,0.1,0.3,0,0.0,0.0,0.0
Mark Schwarzer,Fulham,37,Goalkeeper,3330,0,0,0,0,0.0,46.6,0.0,3,6.93,PremierLeague,2009,1972,37,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Brad Friedel,Aston Villa,39,Goalkeeper,3420,0,0,0,0,0.0,46.6,0.1,2,6.91,PremierLeague,2009,1970,38,0,0,0.1,0.0,0.1,0,0.0,0.0,0.0
José Reina,Liverpool,27,Goalkeeper,3420,0,1,2,0,0.0,59.9,0.2,2,6.9,PremierLeague,2009,1982,38,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Craig Gordon,Sunderland,27,Goalkeeper,2317,0,0,3,0,0.0,39.8,0.1,0,6.89,PremierLeague,2009,1982,26,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Joe Hart,Birmingham,22,Goalkeeper,3240,0,0,3,0,0.0,35.2,0.0,1,6.89,PremierLeague,2009,1987,36,0,0,0.1,0.0,0.1,0,0.0,0.0,0.0
Petr Cech,Chelsea,28,Goalkeeper,3021,0,1,0,1,0.0,55.7,0.1,0,6.87,PremierLeague,2009,1981,34,0,0,0.2,0.1,0.1,0,0.0,0.0,0.0
Jussi Jääskeläinen,Bolton,35,Goalkeeper,3420,0,0,3,0,0.0,44.8,0.1,0,6.82,PremierLeague,2009,1974,38,0,0,0.1,0.1,0.1,0,0.0,0.0,0.0
Tim Howard,Everton,31,Goalkeeper,3420,0,0,2,0,0.0,49.0,0.2,1,6.73,PremierLeague,2009,1978,38,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
Shay Given,Manchester City,34,Goalkeeper,3136,0,0,2,0,0.0,43.2,0.1,2,6.68,PremierLeague,2009,1975,35,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
Manuel Almunia,Arsenal,33,Goalkeeper,2610,0,1,1,0,0.0,43.9,0.1,0,6.65,PremierLeague,2009,1976,29,0,0,0.0,0.0,0.2,0,0.0,0.0,0.0
Paul Robinson,Blackburn,30,Goalkeeper,3086,0,1,1,0,0.0,34.3,0.1,2,6.65,PremierLeague,2009,1979,35,0,0,0.3,0.0,0.1,0,0.0,0.0,0.0
Brian Jensen,Burnley,35,Goalkeeper,3345,0,0,3,0,0.0,30.4,0.1,1,6.62,PremierLeague,2009,1974,38,0,0,0.1,0.0,0.1,0,0.0,0.0,0.0
Boaz Myhill,Hull,27,Goalkeeper,2430,0,0,2,0,0.0,36.1,0.1,2,6.62,PremierLeague,2009,1982,27,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0
David James,Portsmouth,39,Goalkeeper,2234,0,0,3,0,0.0,42.2,0.1,2,6.61,PremierLeague,2009,1970,25,0,0,0.1,0.0,0.0,0,0.0,0.0,0.0
Robert Green,West Ham,30,Goalkeeper,3403,0,0,0,0,0.0,42.7,0.1,1,6.6,PremierLeague,2009,1979,38,0,0,0.0,0.0,0.3,0,0.0,0.0,0.0
